customerID,tenure,PhoneService,MonthlyCharges,TotalCharges,Churn,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_Month-to-month,Contract_One year,Contract_Two year,TotalCharges_MonthlyCharges_Ratio
3500-NSDOA,68,1,70.8,4859.95,0,0,1,1,0,1,0,1,68.6433615819209
1171-TYKUR,47,1,25.4,1139.2,0,0,0,0,0,0,0,0,44.85039370078741
3761-FLYZI,65,1,108.8,7082.45,0,1,0,1,0,0,0,0,65.09604779411765
2058-DCJBE,5,1,69.75,324.6,1,0,0,0,0,0,0,0,4.6537634408602155
5364-XYIRR,51,1,94.65,4812.75,1,0,0,0,0,0,0,0,50.847860538827256
4829-AUOAX,46,1,96.05,4399.5,1,1,0,1,0,0,0,0,45.80426861009891
1219-NNDDO,9,1,76.85,663.55,0,0,0,0,0,0,0,0,8.634352635003253
8388-DMKAE,8,1,20.25,174.65,0,0,0,1,1,1,0,1,8.624691358024691
4403-BWPAY,14,1,24.8,321.7,0,0,1,1,0,1,1,0,12.971774193548386
9659-QEQSY,45,1,115.65,5125.5,0,0,0,0,0,0,0,0,44.31906614785992
5405-ZMYXQ,8,1,74.6,548.9,0,0,1,1,0,0,0,0,7.357908847184987
5047-LHVLY,1,1,50.15,50.15,1,0,0,1,1,0,0,0,1.0
1442-OKRJE,66,1,103.15,7031.3,0,1,0,1,0,1,1,0,68.16577799321377
4737-AQCPU,72,1,72.1,5016.65,0,0,1,1,0,1,0,1,69.57905686546464
9158-VCTQB,41,1,113.6,4594.95,1,1,0,1,0,0,0,0,40.44850352112676
2808-CHTDM,23,1,25.1,611.45,0,0,0,1,1,1,0,1,24.360557768924302
6311-UEUME,29,1,78.9,2384.15,1,0,0,0,0,0,0,0,30.217363751584283
0793-TWELN,4,1,80.15,319.85,0,0,0,0,0,0,0,0,3.990642545227698
3283-WCWXT,6,1,25.4,153.3,0,0,0,1,1,1,0,1,6.035433070866143
1060-ENTOF,67,1,105.4,7035.6,0,0,1,1,0,1,1,0,66.75142314990512
0999-QXNSA,7,1,45.75,344.2,0,0,0,1,1,0,0,0,7.523497267759563
5451-MHQOF,56,1,24.45,1431.65,0,0,0,1,1,1,1,0,58.55419222903886
4836-WNFNO,72,1,25.0,1849.2,0,0,1,1,0,1,0,1,73.968
9225-BZLNZ,72,1,85.25,6083.1,0,0,0,0,0,1,0,1,71.35601173020528
0354-VXMJC,23,1,19.6,426.65,0,0,1,1,0,1,0,1,21.76785714285714
4422-QVIJA,35,1,50.15,1655.35,0,0,0,1,1,0,0,0,33.00797607178465
9365-SRSZE,27,1,70.55,1943.9,0,0,0,0,0,0,0,0,27.553508150248053
6839-ITVZJ,26,1,60.05,1616.15,1,0,0,0,0,0,0,0,26.913405495420484
8332-OSJDW,12,1,26.4,314.95,0,0,0,1,1,1,1,0,11.929924242424242
4735-BJKOU,40,1,20.15,804.85,0,0,0,1,1,1,0,1,39.94292803970224
0274-JKUJR,7,0,58.85,465.7,0,0,0,1,1,0,0,0,7.913338997451147
5740-YHGTW,70,1,97.55,6669.05,0,0,1,1,0,0,0,0,68.36545361353153
8917-SZTTJ,60,1,19.65,1161.75,0,0,1,1,0,1,0,1,59.12213740458016
1696-MZVAU,39,0,25.25,947.75,0,0,1,1,0,1,1,0,37.53465346534654
7359-WWYJV,72,1,114.45,8375.05,0,0,1,1,0,1,0,1,73.17649628658802
0375-HVGXO,1,0,34.7,34.7,1,0,0,0,0,0,0,0,1.0
4906-ZHGPK,54,1,70.7,3770.0,0,0,0,0,0,1,1,0,53.32390381895332
8593-WHYHV,3,1,85.3,264.8,1,0,0,0,0,0,0,0,3.1043376318874563
3795-GWTRD,63,1,75.55,4707.85,0,0,1,1,0,1,0,1,62.314361350099276
1298-PHBTI,71,1,84.8,6152.4,0,0,0,0,0,1,0,1,72.55188679245283
6223-DHJGV,42,1,20.65,958.1,0,0,0,1,1,1,1,0,46.39709443099274
6961-MJKBO,47,1,20.45,943.0,0,1,0,1,0,1,0,1,46.11246943765281
6097-EQISJ,66,1,102.45,6615.15,1,0,1,1,0,1,1,0,64.56954612005856
4423-YLHDV,21,1,104.4,2200.25,1,1,0,1,0,0,0,0,21.075191570881223
8158-WPEZG,11,0,35.65,425.1,0,0,0,0,0,0,0,0,11.924263674614307
0107-YHINA,1,1,99.75,99.75,1,0,0,0,0,0,0,0,1.0
4918-FYJNT,55,1,90.45,5044.8,0,0,0,0,0,0,0,0,55.77446102819237
0727-BNRLG,69,1,97.65,6743.55,0,0,1,1,0,1,0,1,69.05837173579108
4854-CIDCF,3,1,73.85,196.4,0,0,0,0,0,0,0,0,2.659444820582262
8640-SDGKB,4,1,74.4,299.7,1,0,0,0,0,0,0,0,4.028225806451612
3280-MRDOF,30,1,69.1,2093.9,0,0,1,1,0,1,0,1,30.302460202604923
6435-SRWBJ,5,1,82.75,417.75,0,0,0,0,0,0,0,0,5.04833836858006
9964-WBQDJ,71,1,24.4,1725.4,0,0,1,1,0,1,0,1,70.71311475409837
6303-KFWSL,29,1,55.25,1620.2,0,0,0,0,0,1,1,0,29.324886877828057
1702-CCFNJ,52,1,61.35,3169.55,0,1,0,1,0,0,0,0,51.66340668296659
8932-CZHRQ,68,1,76.75,5233.25,0,0,1,1,0,1,1,0,68.185667752443
0386-CWRGM,46,1,19.4,967.85,0,0,0,1,1,1,0,1,49.889175257731964
5515-RUGKN,8,1,54.75,438.05,0,0,1,1,0,0,0,0,8.000913242009133
0404-AHASP,72,1,19.7,1421.9,0,0,1,1,0,1,0,1,72.17766497461929
7279-NMVJC,17,1,19.9,323.15,0,1,0,1,0,1,1,0,16.238693467336685
2081-VEYEH,3,1,107.95,318.6,0,0,0,0,0,0,0,0,2.9513663733209823
6407-UTSLV,2,1,83.8,163.7,0,1,0,1,0,0,0,0,1.9534606205250595
4116-TZAQJ,9,1,74.25,639.65,1,0,1,1,0,0,0,0,8.614814814814814
9060-HJJRW,51,0,56.4,2928.5,0,0,1,1,0,1,1,0,51.92375886524823
2587-YNLES,6,1,20.1,100.35,0,0,0,1,1,1,0,1,4.992537313432835
7398-SKNQZ,3,1,94.9,273.2,0,0,0,0,0,0,0,0,2.8788198103266596
5935-FCCNB,17,1,94.2,1608.15,0,0,0,0,0,0,0,0,17.071656050955415
1958-RNRKS,30,1,49.9,1441.95,0,0,0,0,0,0,0,0,28.89679358717435
5136-RGMZO,31,1,71.05,2168.15,0,0,0,0,0,0,0,0,30.51583391977481
8345-MVDYC,45,1,81.65,3618.7,0,1,0,1,0,1,0,1,44.31965707287201
8226-BXGES,64,1,89.45,5692.65,0,1,0,1,0,1,1,0,63.64058133035215
3877-JRJIP,1,1,59.85,59.85,1,0,0,0,0,0,0,0,1.0
8375-DKEBR,1,1,69.6,69.6,1,0,0,0,0,0,0,0,1.0
9705-IOVQQ,61,1,99.0,5969.3,0,0,0,0,0,1,1,0,60.295959595959594
1015-OWJKI,1,1,19.05,19.05,0,0,0,1,1,0,0,0,1.0
7511-YMXVQ,9,0,45.4,418.8,1,0,0,0,0,0,0,0,9.22466960352423
2040-XBAVJ,72,1,114.45,8100.55,0,1,0,1,0,1,0,1,70.77806902577545
7551-JOHTI,1,1,19.5,19.5,1,0,0,1,1,0,0,0,1.0
8887-IPQNC,7,1,44.25,313.45,0,0,0,1,1,0,0,0,7.083615819209039
8646-JCOMS,66,1,90.55,6130.95,0,1,0,1,0,1,1,0,67.7078961899503
9804-ICWBG,1,1,69.9,69.9,1,0,0,0,0,0,0,0,1.0
1222-KJNZD,40,1,20.4,745.3,0,1,0,1,0,0,0,0,36.53431372549019
0106-GHRQR,16,1,71.4,1212.1,0,1,0,1,0,0,0,0,16.976190476190474
5318-IXUZF,2,1,87.15,183.75,1,1,0,1,0,0,0,0,2.108433734939759
3768-VHXQO,67,1,24.85,1583.5,0,0,1,1,0,1,0,1,63.72233400402414
8952-WCVCD,41,1,104.45,4162.05,0,1,0,1,0,1,1,0,39.847295356629964
2418-TPEUN,56,1,19.8,1119.9,0,0,1,1,0,1,0,1,56.56060606060606
3963-RYFNS,72,1,116.45,8013.55,0,1,0,1,0,1,0,1,68.81537140403607
3198-VELRD,3,1,84.75,264.85,1,1,0,1,0,0,0,0,3.1250737463126845
8540-ZQGEA,54,1,20.05,1102.4,0,0,1,1,0,1,0,1,54.98254364089776
1320-REHCS,52,1,110.75,5832.0,0,0,0,0,0,0,0,0,52.659142212189614
4137-JOPHL,50,1,89.7,4304.5,0,1,0,1,0,1,0,1,47.98773690078038
9436-ZBZCT,14,1,89.95,1178.4,1,0,0,0,0,0,0,0,13.100611450806005
7801-CEDNV,27,1,48.7,1421.75,0,0,1,1,0,1,1,0,29.194045174537987
2057-BOYKM,72,1,96.6,6827.5,0,1,0,1,0,1,0,1,70.67805383022775
3658-QQJYD,62,1,74.3,4698.05,0,0,1,1,0,1,1,0,63.23082099596232
1803-BGNBD,12,1,54.3,654.5,0,0,0,0,0,0,0,0,12.05340699815838
0134-XWXCE,44,1,74.85,3268.05,0,1,0,1,0,1,1,0,43.66132264529059
6950-TWMYB,54,1,79.95,4362.05,0,1,0,1,0,1,0,1,54.55972482801751
5848-FHRFC,68,1,20.05,1386.9,0,1,0,1,0,1,0,1,69.17206982543641
2243-FNMMI,20,1,19.4,415.4,0,0,0,1,1,0,0,0,21.41237113402062
2511-MORQY,50,1,54.9,2614.1,0,1,0,1,0,1,1,0,47.61566484517304
5356-KZCKT,58,1,24.45,1513.6,0,0,1,1,0,1,0,1,61.90593047034765
9470-XCCEM,35,1,89.65,3161.6,0,1,0,1,0,0,0,0,35.26603457891801
6519-CFDBX,2,1,45.4,80.95,0,0,0,0,0,0,0,0,1.7830396475770927
3902-MIVLE,63,1,75.7,4676.7,0,0,0,1,1,1,0,1,61.77939233817701
0409-WTMPL,58,1,110.65,6526.65,0,0,1,1,0,1,1,0,58.98463624039764
8763-KIAFH,27,1,20.55,583.3,0,0,0,1,1,1,1,0,28.384428223844278
3669-WHAFY,71,1,115.15,8078.1,0,0,1,1,0,1,0,1,70.15284411636995
3055-VTCGS,63,1,58.55,3503.5,0,0,1,1,0,1,1,0,59.83774551665244
3144-KMTWZ,71,1,93.25,6669.45,0,1,0,1,0,0,0,0,71.52225201072386
7279-BUYWN,41,1,113.2,4689.5,1,0,0,0,0,0,0,0,41.42667844522968
7156-MHUGY,13,1,90.5,1201.15,1,0,0,0,0,0,0,0,13.272375690607737
7198-GLXTC,2,1,79.0,143.65,1,0,0,0,0,0,0,0,1.818354430379747
2007-QVGAW,68,1,19.35,1292.65,0,1,0,1,0,1,0,1,66.80361757105943
5207-PLSTK,1,1,48.75,48.75,0,0,0,1,1,0,0,0,1.0
2307-FYNNL,65,1,109.05,7108.2,0,0,0,0,0,1,0,1,65.18294360385144
5605-XNWEN,72,1,25.0,1802.55,0,1,0,1,0,1,0,1,72.102
2155-AMQRX,28,1,54.9,1505.15,0,0,1,1,0,0,0,0,27.416211293260474
6181-AXXYF,72,1,24.75,1859.1,0,0,1,1,0,1,0,1,75.11515151515151
5091-HFAZW,2,1,91.15,168.5,0,0,0,0,0,0,0,0,1.8486012068019746
0516-VRYBW,18,1,20.15,390.85,1,1,0,1,0,1,1,0,19.397022332506207
2519-LBNQL,60,1,104.35,6339.45,0,0,0,0,0,1,1,0,60.751796837565884
8623-ULFNQ,26,1,66.05,1652.4,0,0,0,0,0,0,0,0,25.017411052233157
8380-PEFPE,1,1,71.65,71.65,1,0,0,0,0,0,0,0,1.0
5687-DKDTV,4,1,20.35,77.5,1,0,0,1,1,0,0,0,3.808353808353808
1568-LJSZU,68,1,92.2,6392.85,0,0,1,1,0,1,0,1,69.33676789587852
7530-HDYDS,38,1,84.25,3264.5,1,0,1,1,0,0,0,0,38.74777448071217
7789-HKSBS,42,1,105.2,4599.15,0,1,0,1,0,1,1,0,43.718155893536114
7416-CKTEP,57,1,19.6,1134.25,0,1,0,1,0,1,0,1,57.86989795918367
2586-CWXVV,54,0,30.4,1621.35,0,0,0,0,0,0,0,0,53.33388157894737
3096-IZETN,12,1,78.1,947.3,1,1,0,1,0,0,0,0,12.12932138284251
2348-KCJLT,44,1,61.5,2722.2,0,0,0,1,1,1,1,0,44.263414634146336
8401-EMUWF,42,1,69.4,3058.3,0,1,0,1,0,0,0,0,44.06772334293948
4193-IBKSW,72,1,24.75,1769.6,0,1,0,1,0,1,0,1,71.49898989898989
5377-NDTOU,71,1,91.05,6293.75,0,0,0,1,1,1,0,1,69.12410763316859
5922-ABDVO,19,1,89.65,1761.05,1,0,0,1,1,0,0,0,19.643614054656997
2474-LCNUE,23,1,73.65,1642.75,0,0,1,1,0,0,0,0,22.304820095044125
0839-QNXME,30,1,19.4,578.5,0,0,1,1,0,1,0,1,29.819587628865982
3506-OVLKD,35,1,26.2,954.9,0,1,0,1,0,1,1,0,36.44656488549618
9172-ANCRX,10,1,98.7,973.25,1,0,0,0,0,0,0,0,9.860688956433638
6650-VJONK,1,1,43.85,43.85,0,1,0,1,0,0,0,0,1.0
2178-PMGCJ,22,1,69.7,1490.4,0,0,0,1,1,0,0,0,21.383070301291248
7492-TAFJD,7,0,38.55,280.0,0,0,0,1,1,1,0,1,7.263294422827498
2773-MADBQ,36,0,53.1,1901.25,0,0,0,1,1,1,0,1,35.80508474576271
6016-LVTJQ,34,1,20.65,716.4,0,0,0,1,1,0,0,0,34.69249394673123
7860-KSUGX,72,1,64.45,4720.0,0,0,1,1,0,1,0,1,73.23506594259115
8966-KZXXA,36,1,25.1,930.95,0,0,1,1,0,1,0,1,37.08964143426295
6910-HADCM,1,1,76.35,76.35,1,0,0,0,0,0,0,0,1.0
4816-LXZYW,23,1,79.15,1676.95,1,0,0,0,0,0,0,0,21.186986734049274
9606-PBKBQ,32,1,85.0,2642.05,1,0,0,0,0,0,0,0,31.08294117647059
5149-QYTTU,71,1,95.15,6770.85,0,0,1,1,0,1,1,0,71.15974776668418
2070-XYMFH,23,1,79.35,1835.3,0,0,0,1,1,0,0,0,23.129174543163202
2085-BOJKI,17,1,96.65,1588.25,0,1,0,1,0,1,1,0,16.433005690636314
0817-HSUSE,1,1,75.5,75.5,0,0,0,0,0,0,0,0,1.0
5442-PPTJY,12,1,19.7,258.35,0,0,0,1,1,1,0,1,13.114213197969544
1927-QEWMY,72,1,20.5,1502.25,0,0,1,1,0,1,0,1,73.28048780487805
1663-MHLHE,1,1,19.2,19.2,0,0,0,1,1,0,0,0,1.0
5663-QBGIS,72,1,98.35,6929.4,0,1,0,1,0,1,0,1,70.45653279105237
4450-MDZFX,60,1,74.35,4453.3,0,1,0,1,0,0,0,0,59.89643577673168
6701-DHKWQ,61,0,51.35,3244.4,0,0,1,1,0,1,0,1,63.182083739045765
7554-AKDQF,6,1,45.65,323.45,0,0,0,1,1,0,0,0,7.085432639649507
3536-IQCTX,32,1,85.3,2661.1,1,0,0,0,0,0,0,0,31.196951934349354
4911-BANWH,31,1,86.55,2697.4,1,0,1,1,0,0,0,0,31.16580011554015
8496-EJAUI,19,1,73.85,1424.5,1,0,1,1,0,0,0,0,19.28909952606635
0794-YVSGE,72,1,20.3,1401.15,0,1,0,1,0,1,0,1,69.02216748768473
5423-BHIXO,32,1,54.2,1739.6,0,0,0,0,0,0,0,0,32.09594095940959
6908-VVYHM,65,1,90.65,5931.0,0,0,0,0,0,0,0,0,65.42746828461114
2959-EEXWB,45,0,50.9,2333.85,0,1,0,1,0,0,0,0,45.851669941060905
1839-UMACK,42,1,25.05,949.85,0,0,0,0,0,1,1,0,37.91816367265469
3030-YDNRM,8,1,74.85,572.45,0,0,0,0,0,0,0,0,7.647962591850368
7321-KKSDU,32,1,20.5,696.8,0,0,0,1,1,1,0,1,33.99024390243902
3402-XRIUO,22,1,63.55,1381.8,0,0,0,1,1,0,0,0,21.743509047993705
3132-TVFDZ,57,0,44.85,2572.95,1,0,0,0,0,0,0,0,57.36789297658862
8286-AFUYI,1,1,47.95,47.95,0,0,0,0,0,0,0,0,1.0
8080-DDEMJ,1,1,45.1,45.1,1,0,0,0,0,0,0,0,1.0
8356-WUAOJ,1,1,45.0,45.0,0,0,0,0,0,0,0,0,1.0
6365-MTGZX,24,1,96.0,2122.45,1,0,0,0,0,0,0,0,22.108854166666664
1349-WXNGG,1,1,20.05,20.05,1,1,0,1,0,0,0,0,1.0
8058-DMYRU,54,1,90.05,4931.8,0,0,0,0,0,0,0,0,54.76735147140478
9350-ZXYJC,4,1,25.3,116.95,0,0,1,1,0,1,0,1,4.622529644268774
6990-YNRIO,65,1,108.65,6937.95,1,1,0,1,0,1,0,1,63.855959502991254
8958-JPTRR,56,1,24.3,1261.7,0,0,0,0,0,1,1,0,51.92181069958848
6959-GQEGV,45,1,75.95,3273.8,0,0,0,0,0,0,0,0,43.104674127715604
3173-WSSUE,71,1,19.7,1415.85,0,0,1,1,0,1,0,1,71.87055837563452
1265-HVPZB,59,1,66.4,3958.2,0,0,1,1,0,1,1,0,59.611445783132524
4115-UMJFQ,69,0,35.75,2492.25,0,1,0,1,0,1,1,0,69.7132867132867
7369-TRPFD,19,1,18.8,279.2,0,0,0,1,1,1,1,0,14.851063829787233
1098-KFQEC,55,1,19.4,1083.0,0,0,1,1,0,1,0,1,55.82474226804124
7190-XHTWJ,38,1,19.3,755.5,0,0,0,1,1,1,1,0,39.145077720207254
0621-TWIEM,10,1,45.55,402.6,1,0,0,0,0,0,0,0,8.838638858397367
3537-RYBHH,47,1,67.45,3252.0,0,0,1,1,0,0,0,0,48.21349147516679
2485-ITVKB,2,0,35.1,68.75,1,0,0,0,0,0,0,0,1.9586894586894585
3669-OYSJI,1,1,46.2,46.2,1,0,1,1,0,0,0,0,1.0
1612-EOHDH,1,1,45.15,45.15,1,0,0,0,0,0,0,0,1.0
6702-OHFWR,1,0,43.3,43.3,1,0,0,0,0,0,0,0,1.0
5296-BFCYD,46,1,20.1,936.85,0,0,0,1,1,1,0,1,46.6094527363184
4510-PYUSH,38,1,57.15,2250.65,1,0,1,1,0,0,0,0,39.3814523184602
9359-JANWS,65,1,58.9,3857.1,0,0,1,1,0,1,0,1,65.4855687606112
7517-SAWMO,19,1,73.2,1441.1,1,0,0,0,0,0,0,0,19.687158469945352
4143-HHPMK,52,1,85.35,4338.6,1,0,0,0,0,0,0,0,50.833040421792624
3279-DYZQM,71,1,19.45,1378.45,0,0,0,1,1,1,0,1,70.87146529562982
7054-LGEQW,1,1,45.95,45.95,1,0,0,1,1,0,0,0,1.0
0523-VNGTF,52,0,50.5,2566.3,0,0,0,0,0,0,0,0,50.81782178217822
9575-IWCAZ,6,1,25.1,171.0,0,0,0,1,1,1,1,0,6.812749003984063
7105-MXJLL,26,1,60.7,1597.4,0,0,0,1,1,1,1,0,26.316309719934104
7064-FRRSW,48,1,99.0,4744.35,0,0,0,0,0,1,1,0,47.92272727272728
7940-UQQUG,64,1,104.4,6721.6,0,1,0,1,0,1,1,0,64.38314176245211
0923-PNFUB,3,1,83.75,247.25,1,0,0,0,0,0,0,0,2.952238805970149
3961-SXAXY,1,1,44.05,44.05,0,1,0,1,0,0,0,0,1.0
7010-BRBUU,72,1,24.1,1734.65,0,0,1,1,0,1,0,1,71.97717842323651
3566-HJGPK,1,1,45.55,45.55,0,0,0,1,1,0,0,0,1.0
3062-ICYZQ,51,1,93.8,4539.35,0,0,0,0,0,0,0,0,48.39392324093817
9938-PRCVK,41,1,19.7,804.25,0,1,0,1,0,1,0,1,40.8248730964467
0973-KYVNF,72,1,70.65,5011.15,0,0,1,1,0,1,0,1,70.92922859164896
5129-HHMZC,43,1,86.45,3574.5,0,0,1,1,0,1,0,1,41.3475997686524
9637-CDTKZ,72,1,114.1,8086.4,0,0,1,1,0,1,0,1,70.87116564417178
3946-JEWRQ,47,1,95.2,4563.0,0,0,1,1,0,1,1,0,47.930672268907564
7873-CVMAW,72,1,88.55,6362.35,0,0,1,1,0,1,0,1,71.85036702428008
0463-WZZKO,3,1,20.75,67.1,0,0,1,1,0,0,0,0,3.233734939759036
3494-JCHRQ,1,1,70.05,70.05,1,0,0,0,0,0,0,0,1.0
6474-FVJLC,2,1,86.0,165.45,1,0,0,0,0,0,0,0,1.9238372093023255
4524-QCSSM,26,0,44.65,1156.55,0,1,0,1,0,0,0,0,25.902575587905936
5832-EXGTT,29,1,60.2,1834.15,0,0,0,1,1,0,0,0,30.467607973421927
8840-DQLGN,35,1,100.5,3653.35,1,1,0,1,0,0,0,0,36.351741293532335
2039-JONDJ,27,1,55.45,1477.65,0,1,0,1,0,1,1,0,26.648331830477908
7217-JYHOQ,24,1,70.3,1706.45,0,0,1,1,0,0,0,0,24.273826458036986
6695-FRVEC,67,1,60.4,3953.7,0,1,0,1,0,1,0,1,65.45860927152317
4547-LYTDD,16,1,72.65,1194.3,1,0,0,0,0,0,0,0,16.439091534755676
9894-QMIMJ,23,1,55.8,1327.85,0,1,0,1,0,1,1,0,23.79659498207885
8069-YQQAJ,14,0,31.1,419.7,0,0,0,1,1,0,0,0,13.495176848874596
6770-XUAGN,1,1,21.0,21.0,1,0,0,0,0,0,0,0,1.0
4193-ORFCL,1,1,45.1,45.1,1,0,0,1,1,0,0,0,1.0
1636-NTNCO,4,0,50.95,207.35,0,0,1,1,0,0,0,0,4.069676153091265
3466-WAESX,16,1,69.1,1083.7,0,0,0,0,0,0,0,0,15.683068017366137
9281-PKKZE,46,0,43.95,2007.85,0,0,0,0,0,0,0,0,45.684869169510804
3638-VBZTA,68,1,86.5,5882.75,0,1,0,1,0,1,0,1,68.00867052023122
7459-IMVYU,38,1,69.95,2657.55,0,0,0,0,0,0,0,0,37.99213724088635
7776-QWNFX,30,1,50.4,1527.5,1,1,0,1,0,0,0,0,30.307539682539684
6689-TCZHQ,5,1,78.95,378.4,1,0,0,0,0,0,0,0,4.79290690310323
8563-OYMQY,17,1,90.95,1612.2,0,0,1,1,0,0,0,0,17.7262231995602
0754-EEBDC,4,1,19.9,76.65,0,0,0,1,1,1,0,1,3.8517587939698497
5777-ZPQNC,12,1,20.15,260.7,0,0,0,0,0,1,1,0,12.937965260545907
1951-IEYXM,72,1,90.6,6441.85,0,0,1,1,0,1,0,1,71.10209713024284
3318-NMQXL,3,1,92.0,266.8,0,0,0,0,0,0,0,0,2.9
3143-ILDAL,56,1,94.45,5124.6,1,0,0,0,0,0,0,0,54.2572789835892
1022-RKXDR,41,1,24.85,962.25,0,0,0,1,1,1,1,0,38.72233400402414
2361-FJWNO,40,0,36.0,1382.9,0,0,1,1,0,1,1,0,38.41388888888889
2272-UOINI,7,1,78.5,571.05,0,0,0,0,0,0,0,0,7.27452229299363
8232-UTFOZ,69,1,19.95,1399.35,0,0,1,1,0,1,0,1,70.14285714285714
3750-YHRYO,7,1,20.65,150.0,0,0,0,1,1,1,1,0,7.263922518159807
6637-KYRCV,5,0,30.5,167.2,0,0,0,0,0,0,0,0,5.481967213114753
5668-MEISB,72,1,106.1,7657.4,0,0,1,1,0,1,0,1,72.17153628652216
0129-QMPDR,44,1,20.5,865.05,0,1,0,1,0,1,1,0,42.197560975609754
7188-CBBBA,65,1,95.5,6153.85,0,0,0,0,0,1,1,0,64.43821989528796
5356-CSVSQ,3,1,64.6,174.2,0,0,0,0,0,0,0,0,2.696594427244582
3221-CJMSG,24,1,51.1,1269.6,0,0,1,1,0,0,0,0,24.845401174168295
4720-VSTSI,44,1,84.8,3862.55,1,1,0,1,0,0,0,0,45.54893867924529
3219-JQRSL,72,1,89.1,6352.4,0,0,1,1,0,1,0,1,71.29517396184063
2801-NISEI,24,1,54.95,1348.5,0,0,0,0,0,0,0,0,24.540491355777977
3946-MHCZW,1,1,50.9,50.9,1,0,0,1,1,0,0,0,1.0
4623-ZKHLY,22,1,20.45,471.55,0,1,0,1,0,0,0,0,23.058679706601467
6732-VAILE,70,1,85.95,5931.75,0,0,1,1,0,1,0,1,69.01396160558464
8201-AAXCB,25,1,60.35,1404.65,0,0,0,0,0,0,0,0,23.27506213753107
7696-CFTAT,37,1,19.8,726.1,0,1,0,1,0,1,0,1,36.67171717171717
1845-CSBRZ,22,1,85.35,1961.6,0,1,0,1,0,0,0,0,22.98301113063855
2123-VSCOT,59,1,72.1,4194.85,0,1,0,1,0,1,0,1,58.18099861303746
6651-AZVTJ,49,1,99.8,4872.45,1,0,0,0,0,0,0,0,48.82214428857716
4566-GOLUK,47,1,107.35,5118.95,1,1,0,1,0,0,0,0,47.684676292501166
2484-DGXPZ,31,1,19.55,658.95,1,0,0,1,1,0,0,0,33.70588235294118
2018-QKYGT,1,1,81.05,81.05,0,0,0,0,0,0,0,0,1.0
2792-VPPET,3,1,20.5,76.95,0,0,0,0,0,0,0,0,3.753658536585366
7409-JURKQ,53,1,111.8,5809.75,0,1,0,1,0,1,1,0,51.965563506261184
3247-MHJKM,1,1,20.2,20.2,0,0,0,1,1,0,0,0,1.0
1964-SVLEA,20,1,19.7,415.9,0,0,0,1,1,1,1,0,21.111675126903553
4587-NUKOX,3,1,79.1,246.5,1,0,0,0,0,0,0,0,3.1163084702907713
7297-DVYGA,51,1,19.85,996.95,0,1,0,1,0,1,1,0,50.22418136020151
2239-CGBUZ,51,1,60.5,3145.15,0,1,0,1,0,1,1,0,51.985950413223144
0854-UYHZD,13,1,19.55,265.3,0,0,0,1,1,1,0,1,13.570332480818415
7243-LCGGZ,1,1,20.9,20.9,0,0,0,1,1,0,0,0,1.0
8267-KFGYD,1,1,21.05,21.05,0,0,0,1,1,0,0,0,1.0
4890-VMUAV,63,1,71.5,4576.3,0,0,0,0,0,1,1,0,64.0041958041958
9261-WDCAF,3,1,54.65,189.1,0,0,0,1,1,0,0,0,3.4602012808783167
3764-MNMOI,46,1,19.2,908.15,0,0,1,1,0,1,0,1,47.299479166666664
7442-YGZFK,1,1,49.8,49.8,0,0,1,1,0,0,0,0,1.0
0420-BWTPW,8,0,25.5,215.2,1,0,0,1,1,0,0,0,8.43921568627451
8229-BUJHX,71,1,20.5,1500.95,0,1,0,1,0,1,0,1,73.21707317073171
7449-HVPIV,55,1,90.4,5099.15,0,0,1,1,0,0,0,0,56.40652654867256
5504-WSIUR,70,1,90.25,6385.95,0,1,0,1,0,1,1,0,70.7584487534626
8183-ONMXC,2,1,80.75,159.45,1,0,0,0,0,0,0,0,1.974613003095975
8466-PZBLH,67,1,104.6,6885.75,0,1,0,1,0,1,0,1,65.8293499043977
9614-RMGHA,65,1,91.85,5940.85,1,1,0,1,0,0,0,0,64.67991290146979
8735-IJJEG,14,1,50.2,668.85,0,0,1,1,0,0,0,0,13.323705179282868
0564-MUUQK,20,1,95.5,1916.2,0,1,0,1,0,0,0,0,20.064921465968588
5054-IEXZT,1,1,75.35,75.35,1,0,0,0,0,0,0,0,1.0
5834-ASPWA,1,1,75.45,75.45,1,0,0,0,0,0,0,0,1.0
0701-RFGFI,49,1,95.4,4613.95,0,1,0,1,0,0,0,0,48.364255765199154
0019-EFAEP,72,1,101.3,7261.25,0,1,0,1,0,1,0,1,71.68065153010859
5619-PTMIK,46,1,53.1,2459.8,0,0,0,0,0,0,0,0,46.323917137476464
3737-XBQDD,24,1,84.85,2048.8,0,1,0,1,0,0,0,0,24.146140247495584
5882-CMAZQ,5,0,34.25,163.55,0,0,0,0,0,0,0,0,4.775182481751825
5846-QFDFI,33,1,88.6,2888.7,0,0,1,1,0,0,0,0,32.603837471783294
4445-KWOKW,42,1,60.15,2421.6,0,1,0,1,0,1,1,0,40.25935162094763
3511-APPBJ,23,1,99.95,2292.75,0,0,1,1,0,1,1,0,22.93896948474237
7967-HYCDE,8,1,70.7,553.4,0,1,0,1,0,0,0,0,7.827439886845827
2430-RRYUW,66,1,54.8,3465.7,0,0,0,1,1,1,1,0,63.24270072992701
