customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_Tenure_Ratio,TotalyCharges_Tenure_Ratio,TotalCharges_Tenure_Ratio
8621-MNIHH,34,1,0,3,94.25,3217.55,1,2.7720588235294117,94.63382352941177,94.63382352941177
8039-ACLPL,72,1,2,0,68.75,4888.2,0,0.9548611111111112,67.89166666666667,67.89166666666667
9885-AIBVB,29,1,0,3,85.8,2440.25,0,2.9586206896551723,84.14655172413794,84.14655172413794
1934-MKPXS,33,1,1,0,20.1,620.55,0,0.6090909090909091,18.804545454545455,18.804545454545455
2592-YKDIF,1,1,0,2,20.35,20.35,0,20.35,20.35,20.35
2272-JKMSI,62,1,1,3,110.8,6840.95,0,1.7870967741935484,110.33790322580644,110.33790322580644
0471-LVHGK,41,1,1,3,73.0,3001.2,1,1.7804878048780488,73.19999999999999,73.19999999999999
9518-RWHZL,64,1,1,0,100.05,6254.2,1,1.56328125,97.721875,97.721875
8714-CTZJW,4,1,0,0,82.85,319.6,0,20.7125,79.9,79.9
3569-EDBPQ,24,1,0,3,84.35,1938.05,0,3.514583333333333,80.75208333333333,80.75208333333333
3131-NWVFJ,14,1,1,2,19.55,294.5,0,1.3964285714285716,21.035714285714285,21.035714285714285
7521-YXVZY,3,1,0,2,19.95,58.3,0,6.6499999999999995,19.433333333333334,19.433333333333334
5419-CONWX,4,1,0,0,99.8,442.85,1,24.95,110.7125,110.7125
6240-EURKS,18,0,0,3,35.0,553.0,1,1.9444444444444444,30.72222222222222,30.72222222222222
2373-NTKOD,8,1,0,3,66.25,546.45,0,8.28125,68.30625,68.30625
1970-KKFWL,35,1,2,1,23.3,797.1,0,0.6657142857142857,22.774285714285714,22.774285714285714
6960-HVYXR,1,1,0,3,76.0,76.0,1,76.0,76.0,76.0
9337-SRRNI,66,1,2,0,25.3,1673.8,0,0.38333333333333336,25.36060606060606,25.36060606060606
0895-UADGO,8,0,2,2,44.55,343.45,0,5.56875,42.93125,42.93125
5678-VFNEQ,71,1,1,0,104.1,7412.25,0,1.4661971830985914,104.39788732394366,104.39788732394366
5977-CKHON,43,1,0,1,92.55,4039.0,0,2.1523255813953486,93.93023255813954,93.93023255813954
7024-OHCCK,2,1,0,3,93.85,170.85,1,46.925,85.425,85.425
2692-BUCFV,29,1,0,1,101.45,2948.6,0,3.4982758620689656,101.67586206896551,101.67586206896551
7861-UVUFT,15,1,0,3,84.3,1308.4,1,5.62,87.22666666666667,87.22666666666667
1830-GGFNM,65,1,2,0,94.55,6078.75,0,1.4546153846153846,93.51923076923077,93.51923076923077
5302-BDJNT,35,1,0,3,95.5,3418.2,0,2.7285714285714286,97.66285714285713,97.66285714285713
5223-UZAVK,64,1,1,0,100.3,6603.8,0,1.5671875,103.184375,103.184375
4859-ZSRDZ,58,0,2,0,55.5,3166.9,0,0.9568965517241379,54.601724137931036,54.601724137931036
5651-WYIPH,18,1,0,0,49.85,865.75,0,2.7694444444444444,48.09722222222222,48.09722222222222
9350-VLHMB,67,1,0,1,89.55,6373.1,0,1.3365671641791044,95.12089552238807,95.12089552238807
3498-LZGQZ,63,1,2,2,19.15,1177.05,0,0.30396825396825394,18.683333333333334,18.683333333333334
8785-CJSHH,60,1,0,3,99.8,5985.75,0,1.6633333333333333,99.7625,99.7625
5357-TZHPP,9,1,0,0,84.4,732.5,1,9.377777777777778,81.38888888888889,81.38888888888889
3870-SPZSI,70,1,2,0,113.05,7869.05,0,1.615,112.415,112.415
0680-DFNNY,15,1,0,3,101.1,1504.05,1,6.739999999999999,100.27,100.27
7560-QRBXH,48,1,1,2,19.95,936.7,0,0.41562499999999997,19.514583333333334,19.514583333333334
7077-XJMET,12,1,0,3,74.15,741.4,0,6.179166666666667,61.78333333333333,61.78333333333333
8752-GHJFU,71,1,1,3,92.0,6585.2,0,1.295774647887324,92.74929577464789,92.74929577464789
6896-SRVYQ,44,1,0,3,73.85,3122.4,0,1.6784090909090907,70.96363636363637,70.96363636363637
7767-UXAGJ,1,1,0,3,50.45,50.45,1,50.45,50.45,50.45
4652-ODEVH,45,1,2,2,24.45,1088.25,0,0.5433333333333333,24.183333333333334,24.183333333333334
6510-UPNKS,23,1,1,0,24.8,615.35,0,1.0782608695652174,26.754347826086956,26.754347826086956
6718-BDGHG,43,1,1,1,64.85,2908.2,0,1.5081395348837208,67.63255813953488,67.63255813953488
9046-DQMTP,35,1,0,1,20.75,739.9,0,0.5928571428571429,21.14,21.14
6439-LAJXL,9,1,0,2,68.95,593.85,0,7.661111111111111,65.98333333333333,65.98333333333333
1571-SAVHK,12,1,0,2,99.95,1132.75,1,8.329166666666667,94.39583333333333,94.39583333333333
9052-VKDUW,65,1,0,0,109.4,7227.45,0,1.6830769230769231,111.19153846153846,111.19153846153846
9546-CQJSU,2,1,0,3,91.4,193.6,1,45.7,96.8,96.8
1666-JZPZT,27,1,0,2,49.0,1291.35,0,1.8148148148148149,47.827777777777776,47.827777777777776
5777-KJIRB,40,1,1,2,50.25,2023.55,0,1.25625,50.58875,50.58875
0506-LVNGN,5,1,0,0,75.55,349.65,1,15.11,69.92999999999999,69.92999999999999
7677-SJJJK,8,1,1,0,19.9,153.95,0,2.4875,19.24375,19.24375
2480-EJWYP,58,1,1,1,97.8,5458.8,0,1.686206896551724,94.11724137931034,94.11724137931034
3253-HKOKL,52,1,1,3,100.3,5244.45,0,1.9288461538461539,100.85480769230769,100.85480769230769
7055-HNEOJ,3,1,0,2,55.8,154.55,0,18.599999999999998,51.51666666666667,51.51666666666667
5514-YQENT,41,1,2,3,111.15,4507.15,0,2.7109756097560975,109.93048780487804,109.93048780487804
3211-AAPKX,20,1,0,2,98.55,2031.95,0,4.9275,101.5975,101.5975
8445-DNBAE,1,1,0,3,50.05,50.05,0,50.05,50.05,50.05
2951-QOQTK,4,1,0,0,80.8,332.45,1,20.2,83.1125,83.1125
2958-NHPPS,23,1,0,3,20.85,473.9,0,0.9065217391304349,20.604347826086954,20.604347826086954
6806-YDEUL,6,1,0,1,19.5,106.8,0,3.25,17.8,17.8
1735-XMJVH,8,1,0,2,19.35,152.6,0,2.41875,19.075,19.075
6890-PFRQX,18,1,0,2,69.5,1199.4,0,3.861111111111111,66.63333333333334,66.63333333333334
0222-CNVPT,52,0,0,0,48.8,2555.05,0,0.9384615384615385,49.135576923076925,49.135576923076925
5899-OUVKV,31,1,0,3,94.5,2979.2,0,3.0483870967741935,96.1032258064516,96.1032258064516
8681-ICONS,29,1,0,2,20.65,654.85,0,0.7120689655172413,22.58103448275862,22.58103448275862
1621-YNCJH,36,1,2,0,106.05,3834.4,0,2.9458333333333333,106.51111111111112,106.51111111111112
3473-XIIIT,16,1,0,3,100.0,1534.75,1,6.25,95.921875,95.921875
6362-QHAFM,42,1,1,3,108.3,4586.15,0,2.5785714285714283,109.19404761904761,109.19404761904761
7893-IXHRQ,1,1,0,3,20.55,20.55,1,20.55,20.55,20.55
3070-BDOQC,60,1,2,3,99.65,5941.05,0,1.6608333333333334,99.0175,99.0175
2952-QAYZF,5,1,0,3,85.3,424.15,1,17.06,84.83,84.83
6234-PFPXL,22,1,0,0,95.9,2234.95,0,4.359090909090909,101.58863636363635,101.58863636363635
9824-QCJPK,36,1,1,2,20.0,666.75,0,0.5555555555555556,18.520833333333332,18.520833333333332
4763-PGDPO,4,1,0,3,70.4,281.0,1,17.6,70.25,70.25
4283-IVYCI,9,1,0,2,64.95,547.8,0,7.216666666666667,60.86666666666666,60.86666666666666
1866-OBPNR,1,1,0,0,74.6,74.6,0,74.6,74.6,74.6
8205-MQUGY,12,1,0,3,49.2,571.15,0,4.1000000000000005,47.59583333333333,47.59583333333333
8970-ANWXO,23,1,1,2,73.75,1756.6,0,3.2065217391304346,76.37391304347825,76.37391304347825
9480-BQJEI,62,1,1,1,92.3,5731.45,0,1.488709677419355,92.44274193548387,92.44274193548387
5394-SVGJV,37,1,0,1,98.8,3475.55,1,2.67027027027027,93.9337837837838,93.9337837837838
6979-TNDEU,8,1,0,2,19.2,156.85,0,2.4,19.60625,19.60625
9777-WJJPR,31,1,0,0,88.65,2683.2,0,2.859677419354839,86.55483870967741,86.55483870967741
9283-LZQOH,13,1,0,0,74.4,896.75,1,5.723076923076923,68.98076923076923,68.98076923076923
7079-QRCBC,24,1,0,3,98.75,2407.3,1,4.114583333333333,100.30416666666667,100.30416666666667
9495-SKLKD,45,1,0,1,95.95,4456.65,0,2.1322222222222225,99.03666666666666,99.03666666666666
6048-UWKAL,69,1,2,0,105.4,6998.95,0,1.527536231884058,101.4340579710145,101.4340579710145
5067-DGXLL,2,1,0,2,20.25,36.8,0,10.125,18.4,18.4
5469-CTCWN,61,1,1,3,106.0,6547.7,1,1.7377049180327868,107.33934426229509,107.33934426229509
9851-QXEEQ,41,1,0,3,104.7,4346.4,1,2.553658536585366,106.00975609756097,106.00975609756097
6281-FKEWS,44,0,1,3,49.05,2265.0,0,1.1147727272727272,51.47727272727273,51.47727272727273
8898-KASCD,39,0,1,2,35.55,1309.15,0,0.9115384615384615,33.56794871794872,33.56794871794872
9242-TKFSV,72,0,2,0,65.1,4754.3,0,0.9041666666666666,66.03194444444445,66.03194444444445
9290-SHCMB,13,1,0,3,96.85,1235.55,0,7.449999999999999,95.04230769230769,95.04230769230769
0743-HNPFG,51,1,1,0,69.75,3562.5,0,1.3676470588235294,69.8529411764706,69.8529411764706
2277-BKJKN,71,1,2,3,99.2,7213.75,0,1.3971830985915494,101.60211267605634,101.60211267605634
9809-IMGCQ,22,1,0,3,96.7,2082.95,1,4.3954545454545455,94.67954545454545,94.67954545454545
5208-HFSBT,2,1,0,0,55.05,102.75,1,27.525,51.375,51.375
5035-PGZXH,56,1,1,3,106.8,5914.4,0,1.907142857142857,105.61428571428571,105.61428571428571
8695-WDYEA,1,1,0,2,51.25,51.25,0,51.25,51.25,51.25
6543-JXSOO,23,1,1,2,57.75,1282.85,0,2.510869565217391,55.77608695652174,55.77608695652174
8016-ZMGMO,66,1,1,1,70.85,4738.85,0,1.0734848484848485,71.80075757575759,71.80075757575759
8605-ITULD,1,1,0,2,19.55,19.55,0,19.55,19.55,19.55
3254-YRILK,19,1,0,3,88.2,1775.8,1,4.6421052631578945,93.46315789473684,93.46315789473684
6416-YJTTB,11,1,0,1,79.5,795.65,0,7.2272727272727275,72.33181818181818,72.33181818181818
2667-WYLWJ,8,1,1,2,19.75,145.0,1,2.46875,18.125,18.125
4472-VESGY,52,1,0,1,98.15,4993.4,0,1.8875000000000002,96.02692307692307,96.02692307692307
3195-TQDZX,3,1,0,3,20.25,61.45,0,6.75,20.483333333333334,20.483333333333334
3128-YOVTD,51,1,0,1,79.15,4018.55,0,1.5519607843137255,78.79509803921569,78.79509803921569
0529-ONKER,15,1,0,3,75.65,1146.65,1,5.043333333333334,76.44333333333334,76.44333333333334
1728-CXQBE,64,1,0,3,94.25,6081.4,0,1.47265625,95.021875,95.021875
7041-TXQJH,37,0,0,0,40.2,1478.85,0,1.0864864864864865,39.96891891891892,39.96891891891892
5014-GSOUQ,13,1,2,2,19.95,243.65,0,1.5346153846153845,18.742307692307694,18.742307692307694
5724-BIDBU,49,1,1,3,55.35,2633.95,0,1.129591836734694,53.754081632653055,53.754081632653055
0481-SUMCB,45,1,1,1,102.15,4735.35,0,2.27,105.23,105.23
1769-GRUIK,18,1,0,3,71.1,1247.75,0,3.9499999999999997,69.31944444444444,69.31944444444444
5240-IJOQT,1,1,0,3,74.7,74.7,1,74.7,74.7,74.7
8819-WFGGJ,68,0,2,1,54.1,3794.5,0,0.7955882352941177,55.8014705882353,55.8014705882353
7427-AUFPY,54,1,2,0,19.65,1008.7,0,0.3638888888888889,18.67962962962963,18.67962962962963
2811-POVEX,23,1,0,1,88.45,2130.55,0,3.845652173913044,92.63260869565218,92.63260869565218
1092-GANHU,17,1,0,3,76.65,1313.55,1,4.508823529411765,77.26764705882353,77.26764705882353
7898-PDWQE,71,1,2,0,80.4,5727.15,0,1.1323943661971831,80.66408450704225,80.66408450704225
9972-EWRJS,67,1,2,1,19.25,1372.9,0,0.2873134328358209,20.491044776119406,20.491044776119406
9314-IJWSQ,14,1,0,3,84.8,1203.9,0,6.057142857142857,85.99285714285715,85.99285714285715
0661-XEYAN,1,0,0,2,25.8,25.8,1,25.8,25.8,25.8
5799-JRCZO,63,1,2,0,19.5,1215.1,0,0.30952380952380953,19.287301587301585,19.287301587301585
1921-KYSAY,41,1,1,3,68.6,2877.05,0,1.673170731707317,70.1719512195122,70.1719512195122
6198-RTPMF,17,1,0,3,92.6,1579.7,0,5.447058823529411,92.9235294117647,92.9235294117647
2924-KHUVI,56,1,1,3,100.55,5514.95,0,1.7955357142857142,98.48125,98.48125
1925-GMVBW,5,1,0,0,20.55,96.1,0,4.11,19.22,19.22
7881-EVUAD,2,0,0,3,42.6,72.4,1,21.3,36.2,36.2
6184-DYUOB,3,1,0,2,19.6,55.25,0,6.533333333333334,18.416666666666668,18.416666666666668
9207-ZPANB,37,1,1,3,67.45,2443.3,0,1.8229729729729731,66.03513513513514,66.03513513513514
5766-XQXMQ,29,1,0,1,68.85,1970.5,1,2.3741379310344826,67.94827586206897,67.94827586206897
9327-QSDED,8,1,0,2,43.55,335.4,0,5.44375,41.925,41.925
1656-DRSMG,63,1,0,0,109.85,7002.95,0,1.7436507936507935,111.15793650793651,111.15793650793651
3012-VFFMN,7,1,0,2,20.65,158.95,0,2.9499999999999997,22.707142857142856,22.707142857142856
2984-AFWNC,3,1,0,3,95.4,293.15,0,31.8,97.71666666666665,97.71666666666665
0640-YJTPY,72,1,2,1,21.0,1493.75,0,0.2916666666666667,20.74652777777778,20.74652777777778
8096-LOIST,19,1,0,3,56.2,1093.4,0,2.9578947368421056,57.54736842105264,57.54736842105264
9764-REAFF,59,1,2,1,18.4,1057.85,0,0.311864406779661,17.92966101694915,17.92966101694915
3703-VAVCL,2,1,0,0,90.0,190.05,1,45.0,95.025,95.025
7107-UBYKY,35,1,0,3,25.75,882.55,0,0.7357142857142858,25.215714285714284,25.215714285714284
4881-GQJTW,14,1,0,0,19.6,300.4,0,1.4000000000000001,21.457142857142856,21.457142857142856
8519-QJGJD,14,1,0,3,75.35,1025.95,1,5.382142857142857,73.28214285714286,73.28214285714286
7876-DNYAP,69,1,2,0,19.8,1436.95,0,0.28695652173913044,20.82536231884058,20.82536231884058
7905-NJMXS,7,1,0,3,64.2,475.0,0,9.171428571428573,67.85714285714286,67.85714285714286
2882-WDTBA,69,1,2,1,75.75,5388.15,0,1.0978260869565217,78.0891304347826,78.0891304347826
2091-GPPIQ,72,1,2,3,78.95,5730.15,0,1.0965277777777778,79.58541666666666,79.58541666666666
6326-MTTXK,8,1,0,3,100.85,819.55,1,12.60625,102.44375,102.44375
5071-FBJFS,4,1,0,3,50.3,217.1,0,12.575,54.275,54.275
2796-UUZZO,63,1,0,0,80.3,4896.35,0,1.2746031746031745,77.71984126984128,77.71984126984128
2429-AYKKO,72,1,2,1,19.85,1434.1,0,0.27569444444444446,19.918055555555554,19.918055555555554
9798-OPFEM,46,1,2,3,21.1,937.1,0,0.45869565217391306,20.371739130434783,20.371739130434783
0330-IVZHA,5,1,0,3,69.95,330.15,1,13.99,66.03,66.03
3794-NFNCH,30,1,0,2,50.0,1474.9,0,1.6666666666666667,49.163333333333334,49.163333333333334
5193-QLVZB,63,1,2,1,104.75,6536.5,0,1.6626984126984128,103.75396825396825,103.75396825396825
7114-AEOZE,60,1,2,1,19.85,1128.1,0,0.33083333333333337,18.801666666666666,18.801666666666666
2886-KEFUM,63,1,1,3,107.5,6873.75,1,1.7063492063492063,109.10714285714286,109.10714285714286
5522-NYKPB,25,1,0,3,85.9,2199.05,0,3.4360000000000004,87.962,87.962
4237-RLAQD,1,1,0,2,45.85,45.85,1,45.85,45.85,45.85
9957-YODKZ,6,1,0,3,80.8,457.1,0,13.466666666666667,76.18333333333334,76.18333333333334
6518-KZXCB,22,1,2,2,25.25,566.5,0,1.1477272727272727,25.75,25.75
2245-ADZFJ,31,1,2,1,80.55,2471.6,0,2.5983870967741933,79.7290322580645,79.7290322580645
7776-QGYJC,39,1,0,1,81.5,3107.3,0,2.08974358974359,79.67435897435898,79.67435897435898
9313-QOLTZ,26,1,0,2,20.9,518.3,0,0.8038461538461538,19.934615384615384,19.934615384615384
9651-GTSAQ,53,1,1,1,106.1,5769.75,1,2.0018867924528303,108.86320754716981,108.86320754716981
3186-BAXNB,1,1,0,3,91.7,91.7,1,91.7,91.7,91.7
4672-FOTSD,12,1,0,3,67.25,832.3,0,5.604166666666667,69.35833333333333,69.35833333333333
0637-YLETY,16,1,0,0,95.6,1555.65,1,5.975,97.228125,97.228125
9818-XQCUV,2,1,0,2,20.35,45.3,0,10.175,22.65,22.65
7338-ERIVA,39,0,1,1,45.05,1790.6,0,1.155128205128205,45.91282051282051,45.91282051282051
1157-BQCUW,1,1,0,3,74.95,74.95,1,74.95,74.95,74.95
8259-NFJTV,7,0,0,2,34.65,246.6,0,4.95,35.22857142857143,35.22857142857143
3223-DWFIO,4,1,0,3,69.35,261.65,0,17.3375,65.4125,65.4125
2660-EMUBI,10,1,0,3,95.35,898.35,1,9.535,89.83500000000001,89.83500000000001
6968-GMKPR,55,1,0,3,81.55,4509.5,0,1.4827272727272727,81.99090909090908,81.99090909090908
4751-ERMAN,72,1,2,1,75.4,5480.25,0,1.0472222222222223,76.11458333333333,76.11458333333333
1436-ZMJAN,10,1,0,0,67.8,653.15,0,6.779999999999999,65.315,65.315
3292-PBZEJ,11,1,0,3,111.4,1183.05,0,10.127272727272727,107.55,107.55
0799-DDIHE,15,1,0,3,46.3,639.45,0,3.0866666666666664,42.63,42.63
3070-FNFZQ,23,1,2,1,20.4,478.75,0,0.8869565217391304,20.815217391304348,20.815217391304348
2812-SFXMJ,1,1,0,2,20.05,20.05,0,20.05,20.05,20.05
7675-OZCZG,3,1,0,3,45.0,127.1,1,15.0,42.36666666666667,42.36666666666667
5014-WUQMG,47,1,1,3,96.1,4391.45,0,2.0446808510638297,93.43510638297872,93.43510638297872
5312-TSZVC,15,1,1,2,19.65,270.6,0,1.3099999999999998,18.040000000000003,18.040000000000003
2003-CKLOR,66,1,0,3,99.5,6710.5,1,1.5075757575757576,101.67424242424242,101.67424242424242
0993-OSGPT,68,1,1,1,60.65,3975.9,0,0.8919117647058823,58.46911764705882,58.46911764705882
9254-RBFON,17,1,1,1,98.6,1704.95,1,5.8,100.29117647058824,100.29117647058824
1205-WNWPJ,7,1,0,2,59.5,415.95,1,8.5,59.42142857142857,59.42142857142857
9391-EOYLI,12,1,0,3,80.45,950.2,1,6.704166666666667,79.18333333333334,79.18333333333334
7108-DGVUU,21,1,1,1,71.7,1497.05,0,3.4142857142857146,71.28809523809524,71.28809523809524
2782-JEEBU,21,0,0,2,36.0,780.15,0,1.7142857142857142,37.15,37.15
5127-BZENZ,56,1,1,1,65.2,3512.15,0,1.1642857142857144,62.71696428571429,62.71696428571429
2720-FVBQP,6,1,0,0,48.95,273.25,0,8.158333333333333,45.541666666666664,45.541666666666664
9906-NHHVC,65,0,2,1,53.5,3517.9,0,0.823076923076923,54.121538461538464,54.121538461538464
4522-XRWWI,42,1,1,0,80.45,3375.9,0,1.9154761904761906,80.37857142857143,80.37857142857143
3766-EJLFL,68,1,2,1,109.05,7508.55,0,1.6036764705882351,110.41985294117647,110.41985294117647
5939-SXWHM,48,1,2,1,26.3,1245.05,0,0.5479166666666667,25.938541666666666,25.938541666666666
8152-UOBNY,50,1,1,3,106.8,5347.95,0,2.136,106.959,106.959
7351-KYHQH,7,1,0,3,64.95,493.65,0,9.278571428571428,70.52142857142857,70.52142857142857
7643-RCHXS,63,1,2,3,19.35,1263.85,0,0.30714285714285716,20.06111111111111,20.06111111111111
8246-SHFGA,17,1,0,0,21.1,385.55,0,1.2411764705882353,22.679411764705883,22.679411764705883
8387-MOJJT,42,1,0,0,77.95,3384.0,1,1.855952380952381,80.57142857142857,80.57142857142857
0620-XEFWH,4,1,0,2,18.85,84.2,0,4.7125,21.05,21.05
6485-QXWWE,62,1,2,1,26.0,1638.7,0,0.41935483870967744,26.43064516129032,26.43064516129032
2761-OCIAX,2,1,0,3,74.7,165.4,1,37.35,82.7,82.7
7321-VGNKU,2,1,0,3,70.35,120.25,0,35.175,60.125,60.125
5327-CNLUQ,48,1,2,1,96.9,4473.45,0,2.0187500000000003,93.19687499999999,93.19687499999999
7552-KEYGT,27,1,2,1,19.55,520.55,0,0.7240740740740741,19.27962962962963,19.27962962962963
5816-JMLGY,70,1,2,1,80.4,5717.85,0,1.1485714285714286,81.68357142857144,81.68357142857144
3068-OMWZA,1,1,0,3,88.8,88.8,1,88.8,88.8,88.8
2927-QRRQV,46,1,1,3,94.65,4312.5,0,2.057608695652174,93.75,93.75
6032-KRXXO,30,1,0,3,90.25,2755.35,1,3.0083333333333333,91.845,91.845
7459-RRWQZ,15,1,0,1,64.65,994.55,1,4.3100000000000005,66.30333333333333,66.30333333333333
6265-SXWBU,69,1,1,0,95.75,6511.25,0,1.3876811594202898,94.3659420289855,94.3659420289855
7941-RCJOW,65,1,2,0,19.55,1218.65,0,0.3007692307692308,18.74846153846154,18.74846153846154
6374-NTQLP,72,1,2,0,104.1,7447.7,0,1.4458333333333333,103.44027777777778,103.44027777777778
4154-AQUGT,13,1,0,1,89.05,1169.35,1,6.85,89.94999999999999,89.94999999999999
2387-KDZQY,17,1,1,2,20.1,279.5,0,1.1823529411764706,16.441176470588236,16.441176470588236
3584-WKTTW,51,1,1,3,111.55,5720.35,0,2.187254901960784,112.16372549019609,112.16372549019609
3399-BMLVW,51,1,2,0,60.5,3121.45,0,1.1862745098039216,61.20490196078431,61.20490196078431
1971-DTCZB,72,1,2,1,90.95,6468.6,0,1.2631944444444445,89.84166666666667,89.84166666666667
3092-IGHWF,67,1,1,3,87.4,5918.8,1,1.3044776119402985,88.34029850746269,88.34029850746269
3374-PZLXD,34,1,0,2,19.7,675.6,0,0.5794117647058823,19.870588235294118,19.870588235294118
3813-DHBBB,67,0,2,1,50.95,3521.7,0,0.7604477611940299,52.56268656716418,52.56268656716418
2812-REYAT,49,1,1,1,20.05,923.1,0,0.4091836734693878,18.838775510204083,18.838775510204083
6518-PPLMZ,53,1,2,2,19.4,1110.35,0,0.3660377358490566,20.95,20.95
4939-KYYPY,27,1,0,3,59.45,1611.65,0,2.201851851851852,59.69074074074074,59.69074074074074
8017-LXHFA,23,1,0,3,94.75,2293.6,1,4.119565217391305,99.72173913043478,99.72173913043478
5930-GBIWP,69,1,2,0,81.5,5553.25,0,1.181159420289855,80.48188405797102,80.48188405797102
6022-KOUQO,2,0,0,1,29.05,44.75,0,14.525,22.375,22.375
6352-TWCAU,35,1,0,3,86.45,3029.1,1,2.47,86.54571428571428,86.54571428571428
2361-UPSND,46,1,1,2,70.6,3231.05,0,1.534782608695652,70.24021739130436,70.24021739130436
6035-RIIOM,54,1,2,1,97.2,5129.45,0,1.8,94.9898148148148,94.9898148148148
2929-QNSRW,56,1,1,3,98.25,5508.35,1,1.7544642857142858,98.36339285714287,98.36339285714287
1262-OPMFY,9,1,0,1,75.75,655.9,1,8.416666666666666,72.87777777777778,72.87777777777778
9504-DSHWM,20,1,0,1,59.2,1191.2,0,2.96,59.56,59.56
5035-BVCXS,11,1,0,2,75.9,866.4,0,6.9,78.76363636363637,78.76363636363637
6267-DCFFZ,30,1,0,3,90.05,2627.2,0,3.0016666666666665,87.57333333333332,87.57333333333332
3533-UVMOM,68,1,2,1,70.95,4741.45,0,1.0433823529411765,69.72720588235293,69.72720588235293
2439-LYPMQ,38,1,0,3,102.6,4009.2,0,2.6999999999999997,105.50526315789473,105.50526315789473
4248-QPAVC,17,1,0,1,85.35,1463.45,1,5.020588235294118,86.08529411764707,86.08529411764707
1899-VXWXM,48,1,1,0,106.1,5082.8,1,2.2104166666666667,105.89166666666667,105.89166666666667
1478-VPOAD,1,1,0,3,43.8,43.8,0,43.8,43.8,43.8
9995-HOTOH,63,0,2,3,59.0,3707.6,0,0.9365079365079365,58.85079365079365,58.85079365079365
2988-PLAHS,3,1,1,3,69.95,220.45,0,23.316666666666666,73.48333333333333,73.48333333333333
1371-OJCEK,48,1,1,1,24.35,1133.7,0,0.5072916666666667,23.618750000000002,23.618750000000002
4999-IEZLT,66,0,1,0,29.45,1983.15,0,0.4462121212121212,30.047727272727276,30.047727272727276
8883-ANODQ,68,1,2,0,84.4,5746.75,0,1.2411764705882353,84.51102941176471,84.51102941176471
4690-LLKUA,17,1,0,3,45.05,770.6,1,2.65,45.32941176470588,45.32941176470588
2351-RRBUE,7,1,1,2,20.65,134.05,0,2.9499999999999997,19.150000000000002,19.150000000000002
5980-BDHPY,72,1,2,1,87.1,6230.1,0,1.2097222222222221,86.52916666666667,86.52916666666667
1498-DQNRX,29,1,0,2,19.85,573.05,0,0.6844827586206897,19.760344827586206,19.760344827586206
9469-WEJBT,37,1,0,3,90.35,3419.3,0,2.441891891891892,92.41351351351352,92.41351351351352
3331-HQDTW,34,1,0,2,109.8,3587.25,1,3.2294117647058824,105.50735294117646,105.50735294117646
9490-DFPMD,42,1,0,3,84.65,3541.35,1,2.0154761904761904,84.31785714285714,84.31785714285714
2581-VKIRT,59,1,1,2,65.5,3801.3,0,1.1101694915254237,64.42881355932204,64.42881355932204
5442-XSDCW,11,1,0,1,79.5,868.5,1,7.2272727272727275,78.95454545454545,78.95454545454545
7426-WEIJX,60,1,0,3,80.95,4859.1,0,1.3491666666666666,80.985,80.985
2851-MMUTZ,27,1,0,2,56.15,1439.35,0,2.0796296296296295,53.30925925925926,53.30925925925926
3049-NDXFL,1,1,0,2,85.8,85.8,1,85.8,85.8,85.8
8580-AECUZ,1,1,0,3,79.1,79.1,1,79.1,79.1,79.1
3307-TLCUD,17,0,0,2,34.4,592.75,0,2.023529411764706,34.86764705882353,34.86764705882353
6625-FLENO,58,1,2,2,20.75,1185.95,0,0.3577586206896552,20.44741379310345,20.44741379310345
2967-MXRAV,1,1,1,2,18.8,18.8,0,18.8,18.8,18.8
7963-GQRMY,3,1,0,2,44.3,134.5,1,14.766666666666666,44.833333333333336,44.833333333333336
8189-HBVRW,53,1,0,3,90.8,4921.2,0,1.7132075471698112,92.85283018867923,92.85283018867923
4163-KIUHY,35,1,0,3,25.6,901.25,0,0.7314285714285714,25.75,25.75
1228-FZFRV,50,1,0,0,105.95,5341.8,1,2.119,106.836,106.836
3500-NSDOA,68,1,2,0,70.8,4859.95,0,1.0411764705882351,71.46985294117647,71.46985294117647
1171-TYKUR,47,1,0,3,25.4,1139.2,0,0.5404255319148936,24.238297872340425,24.238297872340425
3761-FLYZI,65,1,0,1,108.8,7082.45,0,1.6738461538461538,108.96076923076923,108.96076923076923
2058-DCJBE,5,1,0,3,69.75,324.6,1,13.95,64.92,64.92
5364-XYIRR,51,1,0,3,94.65,4812.75,1,1.8558823529411765,94.36764705882354,94.36764705882354
4829-AUOAX,46,1,0,1,96.05,4399.5,1,2.0880434782608694,95.6413043478261,95.6413043478261
1219-NNDDO,9,1,0,3,76.85,663.55,0,8.538888888888888,73.72777777777777,73.72777777777777
8388-DMKAE,8,1,2,2,20.25,174.65,0,2.53125,21.83125,21.83125
4403-BWPAY,14,1,1,0,24.8,321.7,0,1.7714285714285716,22.978571428571428,22.978571428571428
9659-QEQSY,45,1,0,3,115.65,5125.5,0,2.5700000000000003,113.9,113.9
5405-ZMYXQ,8,1,0,0,74.6,548.9,0,9.325,68.6125,68.6125
5047-LHVLY,1,1,0,2,50.15,50.15,1,50.15,50.15,50.15
1442-OKRJE,66,1,1,1,103.15,7031.3,0,1.562878787878788,106.53484848484848,106.53484848484848
