customerID,tenure,PhoneService,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Contract_Month-to-month,Contract_One year,Contract_Two year,TotalCharges_Tenure_Ratio,MonthlyCharges_Tenure_Ratio
2351-RRBUE,7.0,1,2,20.65,134.05,0,1,1,0,19.150000000000002,2.9499999999999997
5980-BDHPY,72.0,1,1,87.1,6230.1,0,1,0,1,86.52916666666667,1.2097222222222221
1498-DQNRX,29.0,1,2,19.85,573.05,0,0,0,0,19.760344827586206,0.6844827586206897
9469-WEJBT,37.0,1,3,90.35,3419.3,0,0,0,0,92.41351351351352,2.441891891891892
3331-HQDTW,34.0,1,2,109.8,3587.25,1,0,0,0,105.50735294117646,3.2294117647058824
9490-DFPMD,42.0,1,3,84.65,3541.35,1,0,0,0,84.31785714285714,2.0154761904761904
2581-VKIRT,59.0,1,2,65.5,3801.3,0,1,1,0,64.42881355932204,1.1101694915254237
5442-XSDCW,11.0,1,1,79.5,868.5,1,0,0,0,78.95454545454545,7.2272727272727275
7426-WEIJX,60.0,1,3,80.95,4859.1,0,0,0,0,80.985,1.3491666666666666
2851-MMUTZ,27.0,1,2,56.15,1439.35,0,0,0,0,53.30925925925926,2.0796296296296295
3049-NDXFL,1.0,1,2,85.8,85.8,1,0,0,0,85.8,85.8
8580-AECUZ,1.0,1,3,79.1,79.1,1,0,0,0,79.1,79.1
3307-TLCUD,17.0,0,2,34.4,592.75,0,0,0,0,34.86764705882353,2.023529411764706
6625-FLENO,58.0,1,2,20.75,1185.95,0,1,0,1,20.44741379310345,0.3577586206896552
2967-MXRAV,1.0,1,2,18.8,18.8,0,1,1,0,18.8,18.8
7963-GQRMY,3.0,1,2,44.3,134.5,1,0,0,0,44.833333333333336,14.766666666666666
8189-HBVRW,53.0,1,3,90.8,4921.2,0,0,0,0,92.85283018867923,1.7132075471698112
4163-KIUHY,35.0,1,3,25.6,901.25,0,0,0,0,25.75,0.7314285714285714
1228-FZFRV,50.0,1,0,105.95,5341.8,1,0,0,0,106.836,2.119
3500-NSDOA,68.0,1,0,70.8,4859.95,0,1,0,1,71.46985294117647,1.0411764705882351
1171-TYKUR,47.0,1,3,25.4,1139.2,0,0,0,0,24.238297872340425,0.5404255319148936
3761-FLYZI,65.0,1,1,108.8,7082.45,0,0,0,0,108.96076923076923,1.6738461538461538
2058-DCJBE,5.0,1,3,69.75,324.6,1,0,0,0,64.92,13.95
5364-XYIRR,51.0,1,3,94.65,4812.75,1,0,0,0,94.36764705882354,1.8558823529411765
4829-AUOAX,46.0,1,1,96.05,4399.5,1,0,0,0,95.6413043478261,2.0880434782608694
1219-NNDDO,9.0,1,3,76.85,663.55,0,0,0,0,73.72777777777777,8.538888888888888
8388-DMKAE,8.0,1,2,20.25,174.65,0,1,0,1,21.83125,2.53125
4403-BWPAY,14.0,1,0,24.8,321.7,0,1,1,0,22.978571428571428,1.7714285714285716
9659-QEQSY,45.0,1,3,115.65,5125.5,0,0,0,0,113.9,2.5700000000000003
5405-ZMYXQ,8.0,1,0,74.6,548.9,0,0,0,0,68.6125,9.325
5047-LHVLY,1.0,1,2,50.15,50.15,1,0,0,0,50.15,50.15
1442-OKRJE,66.0,1,1,103.15,7031.3,0,1,1,0,106.53484848484848,1.562878787878788
4737-AQCPU,72.0,1,0,72.1,5016.65,0,1,0,1,69.67569444444445,1.0013888888888889
9158-VCTQB,41.0,1,1,113.6,4594.95,1,0,0,0,112.07195121951219,2.770731707317073
2808-CHTDM,23.0,1,2,25.1,611.45,0,1,0,1,26.584782608695654,1.091304347826087
6311-UEUME,29.0,1,3,78.9,2384.15,1,0,0,0,82.21206896551725,2.720689655172414
0793-TWELN,4.0,1,3,80.15,319.85,0,0,0,0,79.9625,20.0375
3283-WCWXT,6.0,1,2,25.4,153.3,0,1,0,1,25.55,4.233333333333333
1060-ENTOF,67.0,1,0,105.4,7035.6,0,1,1,0,105.0089552238806,1.573134328358209
0999-QXNSA,7.0,1,2,45.75,344.2,0,0,0,0,49.17142857142857,6.535714285714286
5451-MHQOF,56.0,1,2,24.45,1431.65,0,1,1,0,25.56517857142857,0.43660714285714286
4836-WNFNO,72.0,1,0,25.0,1849.2,0,1,0,1,25.683333333333334,0.3472222222222222
9225-BZLNZ,72.0,1,3,85.25,6083.1,0,1,0,1,84.48750000000001,1.1840277777777777
0354-VXMJC,23.0,1,0,19.6,426.65,0,1,0,1,18.55,0.8521739130434783
4422-QVIJA,35.0,1,2,50.15,1655.35,0,0,0,0,47.29571428571428,1.4328571428571428
9365-SRSZE,27.0,1,3,70.55,1943.9,0,0,0,0,71.9962962962963,2.6129629629629627
6839-ITVZJ,26.0,1,3,60.05,1616.15,1,0,0,0,62.159615384615385,2.3096153846153844
8332-OSJDW,12.0,1,2,26.4,314.95,0,1,1,0,26.245833333333334,2.1999999999999997
4735-BJKOU,40.0,1,2,20.15,804.85,0,1,0,1,20.12125,0.5037499999999999
0274-JKUJR,7.0,0,2,58.85,465.7,0,0,0,0,66.52857142857142,8.407142857142857
5740-YHGTW,70.0,1,0,97.55,6669.05,0,0,0,0,95.27214285714285,1.3935714285714285
8917-SZTTJ,60.0,1,0,19.65,1161.75,0,1,0,1,19.3625,0.32749999999999996
1696-MZVAU,39.0,0,0,25.25,947.75,0,1,1,0,24.30128205128205,0.6474358974358975
7359-WWYJV,72.0,1,0,114.45,8375.05,0,1,0,1,116.32013888888888,1.5895833333333333
0375-HVGXO,1.0,0,3,34.7,34.7,1,0,0,0,34.7,34.7
4906-ZHGPK,54.0,1,3,70.7,3770.0,0,1,1,0,69.81481481481481,1.3092592592592593
8593-WHYHV,3.0,1,3,85.3,264.8,1,0,0,0,88.26666666666667,28.433333333333334
3795-GWTRD,63.0,1,0,75.55,4707.85,0,1,0,1,74.72777777777779,1.1992063492063492
1298-PHBTI,71.0,1,3,84.8,6152.4,0,1,0,1,86.65352112676055,1.1943661971830986
6223-DHJGV,42.0,1,2,20.65,958.1,0,1,1,0,22.811904761904763,0.49166666666666664
6961-MJKBO,47.0,1,1,20.45,943.0,0,1,0,1,20.06382978723404,0.4351063829787234
6097-EQISJ,66.0,1,0,102.45,6615.15,1,1,1,0,100.22954545454544,1.5522727272727272
4423-YLHDV,21.0,1,1,104.4,2200.25,1,0,0,0,104.77380952380952,4.9714285714285715
8158-WPEZG,11.0,0,3,35.65,425.1,0,0,0,0,38.64545454545455,3.2409090909090907
0107-YHINA,1.0,1,3,99.75,99.75,1,0,0,0,99.75,99.75
4918-FYJNT,55.0,1,3,90.45,5044.8,0,0,0,0,91.72363636363637,1.6445454545454545
0727-BNRLG,69.0,1,0,97.65,6743.55,0,1,0,1,97.73260869565217,1.415217391304348
4854-CIDCF,3.0,1,3,73.85,196.4,0,0,0,0,65.46666666666667,24.616666666666664
8640-SDGKB,4.0,1,3,74.4,299.7,1,0,0,0,74.925,18.6
3280-MRDOF,30.0,1,0,69.1,2093.9,0,1,0,1,69.79666666666667,2.3033333333333332
6435-SRWBJ,5.0,1,3,82.75,417.75,0,0,0,0,83.55,16.55
9964-WBQDJ,71.0,1,0,24.4,1725.4,0,1,0,1,24.301408450704226,0.3436619718309859
6303-KFWSL,29.0,1,3,55.25,1620.2,0,1,1,0,55.86896551724138,1.9051724137931034
1702-CCFNJ,52.0,1,1,61.35,3169.55,0,0,0,0,60.95288461538462,1.1798076923076923
8932-CZHRQ,68.0,1,0,76.75,5233.25,0,1,1,0,76.9595588235294,1.1286764705882353
0386-CWRGM,46.0,1,2,19.4,967.85,0,1,0,1,21.04021739130435,0.42173913043478256
5515-RUGKN,8.0,1,0,54.75,438.05,0,0,0,0,54.75625,6.84375
0404-AHASP,72.0,1,0,19.7,1421.9,0,1,0,1,19.748611111111114,0.2736111111111111
7279-NMVJC,17.0,1,1,19.9,323.15,0,1,1,0,19.008823529411764,1.1705882352941175
2081-VEYEH,3.0,1,3,107.95,318.6,0,0,0,0,106.2,35.983333333333334
6407-UTSLV,2.0,1,1,83.8,163.7,0,0,0,0,81.85,41.9
4116-TZAQJ,9.0,1,0,74.25,639.65,1,0,0,0,71.07222222222222,8.25
9060-HJJRW,51.0,0,0,56.4,2928.5,0,1,1,0,57.42156862745098,1.1058823529411765
2587-YNLES,6.0,1,2,20.1,100.35,0,1,0,1,16.724999999999998,3.35
7398-SKNQZ,3.0,1,3,94.9,273.2,0,0,0,0,91.06666666666666,31.633333333333336
5935-FCCNB,17.0,1,3,94.2,1608.15,0,0,0,0,94.59705882352942,5.541176470588235
1958-RNRKS,30.0,1,3,49.9,1441.95,0,0,0,0,48.065000000000005,1.6633333333333333
5136-RGMZO,31.0,1,3,71.05,2168.15,0,0,0,0,69.94032258064516,2.291935483870968
8345-MVDYC,45.0,1,1,81.65,3618.7,0,1,0,1,80.41555555555556,1.8144444444444445
8226-BXGES,64.0,1,1,89.45,5692.65,0,1,1,0,88.94765625,1.39765625
3877-JRJIP,1.0,1,3,59.85,59.85,1,0,0,0,59.85,59.85
8375-DKEBR,1.0,1,3,69.6,69.6,1,0,0,0,69.6,69.6
9705-IOVQQ,61.0,1,3,99.0,5969.3,0,1,1,0,97.85737704918033,1.6229508196721312
1015-OWJKI,1.0,1,2,19.05,19.05,0,0,0,0,19.05,19.05
7511-YMXVQ,9.0,0,3,45.4,418.8,1,0,0,0,46.53333333333333,5.044444444444444
2040-XBAVJ,72.0,1,1,114.45,8100.55,0,1,0,1,112.50763888888889,1.5895833333333333
7551-JOHTI,1.0,1,2,19.5,19.5,1,0,0,0,19.5,19.5
8887-IPQNC,7.0,1,2,44.25,313.45,0,0,0,0,44.778571428571425,6.321428571428571
8646-JCOMS,66.0,1,1,90.55,6130.95,0,1,1,0,92.89318181818182,1.3719696969696968
9804-ICWBG,1.0,1,3,69.9,69.9,1,0,0,0,69.9,69.9
1222-KJNZD,40.0,1,1,20.4,745.3,0,0,0,0,18.6325,0.51
0106-GHRQR,16.0,1,1,71.4,1212.1,0,0,0,0,75.75625,4.4625
5318-IXUZF,2.0,1,1,87.15,183.75,1,0,0,0,91.875,43.575
3768-VHXQO,67.0,1,0,24.85,1583.5,0,1,0,1,23.634328358208954,0.37089552238805973
8952-WCVCD,41.0,1,1,104.45,4162.05,0,1,1,0,101.51341463414634,2.5475609756097564
2418-TPEUN,56.0,1,0,19.8,1119.9,0,1,0,1,19.998214285714287,0.3535714285714286
3963-RYFNS,72.0,1,1,116.45,8013.55,0,1,0,1,111.29930555555556,1.6173611111111112
3198-VELRD,3.0,1,1,84.75,264.85,1,0,0,0,88.28333333333335,28.25
8540-ZQGEA,54.0,1,0,20.05,1102.4,0,1,0,1,20.414814814814818,0.3712962962962963
1320-REHCS,52.0,1,3,110.75,5832.0,0,0,0,0,112.15384615384616,2.1298076923076925
4137-JOPHL,50.0,1,1,89.7,4304.5,0,1,0,1,86.09,1.794
9436-ZBZCT,14.0,1,3,89.95,1178.4,1,0,0,0,84.17142857142858,6.425
7801-CEDNV,27.0,1,0,48.7,1421.75,0,1,1,0,52.657407407407405,1.8037037037037038
2057-BOYKM,72.0,1,1,96.6,6827.5,0,1,0,1,94.82638888888889,1.3416666666666666
3658-QQJYD,62.0,1,0,74.3,4698.05,0,1,1,0,75.775,1.1983870967741934
1803-BGNBD,12.0,1,3,54.3,654.5,0,0,0,0,54.541666666666664,4.5249999999999995
0134-XWXCE,44.0,1,1,74.85,3268.05,0,1,1,0,74.27386363636364,1.7011363636363634
6950-TWMYB,54.0,1,1,79.95,4362.05,0,1,0,1,80.77870370370371,1.4805555555555556
5848-FHRFC,68.0,1,1,20.05,1386.9,0,1,0,1,20.39558823529412,0.2948529411764706
2243-FNMMI,20.0,1,2,19.4,415.4,0,0,0,0,20.77,0.97
2511-MORQY,50.0,1,1,54.9,2614.1,0,1,1,0,52.282,1.0979999999999999
5356-KZCKT,58.0,1,0,24.45,1513.6,0,1,0,1,26.096551724137928,0.421551724137931
9470-XCCEM,35.0,1,1,89.65,3161.6,0,0,0,0,90.33142857142857,2.5614285714285714
6519-CFDBX,2.0,1,3,45.4,80.95,0,0,0,0,40.475,22.7
3902-MIVLE,63.0,1,2,75.7,4676.7,0,1,0,1,74.23333333333333,1.2015873015873015
0409-WTMPL,58.0,1,0,110.65,6526.65,0,1,1,0,112.52844827586206,1.9077586206896553
8763-KIAFH,27.0,1,2,20.55,583.3,0,1,1,0,21.6037037037037,0.7611111111111112
3669-WHAFY,71.0,1,0,115.15,8078.1,0,1,0,1,113.77605633802817,1.6218309859154931
3055-VTCGS,63.0,1,0,58.55,3503.5,0,1,1,0,55.611111111111114,0.9293650793650793
3144-KMTWZ,71.0,1,1,93.25,6669.45,0,0,0,0,93.93591549295775,1.3133802816901408
7279-BUYWN,41.0,1,3,113.2,4689.5,1,0,0,0,114.3780487804878,2.760975609756098
7156-MHUGY,13.0,1,3,90.5,1201.15,1,0,0,0,92.39615384615385,6.961538461538462
7198-GLXTC,2.0,1,3,79.0,143.65,1,0,0,0,71.825,39.5
2007-QVGAW,68.0,1,1,19.35,1292.65,0,1,0,1,19.009558823529414,0.2845588235294118
5207-PLSTK,1.0,1,2,48.75,48.75,0,0,0,0,48.75,48.75
2307-FYNNL,65.0,1,3,109.05,7108.2,0,1,0,1,109.35692307692307,1.6776923076923076
5605-XNWEN,72.0,1,1,25.0,1802.55,0,1,0,1,25.035416666666666,0.3472222222222222
2155-AMQRX,28.0,1,0,54.9,1505.15,0,0,0,0,53.75535714285714,1.9607142857142856
6181-AXXYF,72.0,1,0,24.75,1859.1,0,1,0,1,25.820833333333333,0.34375
5091-HFAZW,2.0,1,3,91.15,168.5,0,0,0,0,84.25,45.575
0516-VRYBW,18.0,1,1,20.15,390.85,1,1,1,0,21.71388888888889,1.1194444444444445
2519-LBNQL,60.0,1,3,104.35,6339.45,0,1,1,0,105.6575,1.7391666666666665
8623-ULFNQ,26.0,1,3,66.05,1652.4,0,0,0,0,63.55384615384616,2.5403846153846152
8380-PEFPE,1.0,1,3,71.65,71.65,1,0,0,0,71.65,71.65
5687-DKDTV,4.0,1,2,20.35,77.5,1,0,0,0,19.375,5.0875
1568-LJSZU,68.0,1,0,92.2,6392.85,0,1,0,1,94.0125,1.3558823529411765
7530-HDYDS,38.0,1,0,84.25,3264.5,1,0,0,0,85.90789473684211,2.2171052631578947
7789-HKSBS,42.0,1,1,105.2,4599.15,0,1,1,0,109.50357142857142,2.5047619047619047
7416-CKTEP,57.0,1,1,19.6,1134.25,0,1,0,1,19.899122807017545,0.34385964912280703
2586-CWXVV,54.0,0,3,30.4,1621.35,0,0,0,0,30.025,0.5629629629629629
3096-IZETN,12.0,1,1,78.1,947.3,1,0,0,0,78.94166666666666,6.508333333333333
2348-KCJLT,44.0,1,2,61.5,2722.2,0,1,1,0,61.86818181818182,1.3977272727272727
8401-EMUWF,42.0,1,1,69.4,3058.3,0,0,0,0,72.81666666666668,1.6523809523809525
4193-IBKSW,72.0,1,1,24.75,1769.6,0,1,0,1,24.577777777777776,0.34375
5377-NDTOU,71.0,1,2,91.05,6293.75,0,1,0,1,88.6443661971831,1.282394366197183
5922-ABDVO,19.0,1,2,89.65,1761.05,1,0,0,0,92.68684210526315,4.718421052631579
2474-LCNUE,23.0,1,0,73.65,1642.75,0,0,0,0,71.42391304347827,3.2021739130434783
0839-QNXME,30.0,1,0,19.4,578.5,0,1,0,1,19.283333333333335,0.6466666666666666
3506-OVLKD,35.0,1,1,26.2,954.9,0,1,1,0,27.282857142857143,0.7485714285714286
9172-ANCRX,10.0,1,3,98.7,973.25,1,0,0,0,97.325,9.870000000000001
6650-VJONK,1.0,1,1,43.85,43.85,0,0,0,0,43.85,43.85
2178-PMGCJ,22.0,1,2,69.7,1490.4,0,0,0,0,67.74545454545455,3.1681818181818184
7492-TAFJD,7.0,0,2,38.55,280.0,0,1,0,1,40.0,5.507142857142857
2773-MADBQ,36.0,0,2,53.1,1901.25,0,1,0,1,52.8125,1.475
6016-LVTJQ,34.0,1,2,20.65,716.4,0,0,0,0,21.070588235294117,0.6073529411764705
7860-KSUGX,72.0,1,0,64.45,4720.0,0,1,0,1,65.55555555555556,0.8951388888888889
8966-KZXXA,36.0,1,0,25.1,930.95,0,1,0,1,25.859722222222224,0.6972222222222223
6910-HADCM,1.0,1,3,76.35,76.35,1,0,0,0,76.35,76.35
4816-LXZYW,23.0,1,3,79.15,1676.95,1,0,0,0,72.9108695652174,3.441304347826087
9606-PBKBQ,32.0,1,3,85.0,2642.05,1,0,0,0,82.5640625,2.65625
5149-QYTTU,71.0,1,0,95.15,6770.85,0,1,1,0,95.36408450704226,1.3401408450704226
2070-XYMFH,23.0,1,2,79.35,1835.3,0,0,0,0,79.79565217391304,3.4499999999999997
2085-BOJKI,17.0,1,1,96.65,1588.25,0,1,1,0,93.42647058823529,5.685294117647059
0817-HSUSE,1.0,1,3,75.5,75.5,0,0,0,0,75.5,75.5
5442-PPTJY,12.0,1,2,19.7,258.35,0,1,0,1,21.52916666666667,1.6416666666666666
1927-QEWMY,72.0,1,0,20.5,1502.25,0,1,0,1,20.864583333333332,0.2847222222222222
1663-MHLHE,1.0,1,2,19.2,19.2,0,0,0,0,19.2,19.2
5663-QBGIS,72.0,1,1,98.35,6929.4,0,1,0,1,96.24166666666666,1.3659722222222221
4450-MDZFX,60.0,1,1,74.35,4453.3,0,0,0,0,74.22166666666666,1.2391666666666665
6701-DHKWQ,61.0,0,0,51.35,3244.4,0,1,0,1,53.18688524590164,0.8418032786885246
7554-AKDQF,6.0,1,2,45.65,323.45,0,0,0,0,53.90833333333333,7.608333333333333
3536-IQCTX,32.0,1,3,85.3,2661.1,1,0,0,0,83.159375,2.665625
4911-BANWH,31.0,1,0,86.55,2697.4,1,0,0,0,87.01290322580645,2.791935483870968
8496-EJAUI,19.0,1,0,73.85,1424.5,1,0,0,0,74.97368421052632,3.8868421052631574
0794-YVSGE,72.0,1,1,20.3,1401.15,0,1,0,1,19.460416666666667,0.28194444444444444
5423-BHIXO,32.0,1,3,54.2,1739.6,0,0,0,0,54.3625,1.69375
6908-VVYHM,65.0,1,3,90.65,5931.0,0,0,0,0,91.24615384615385,1.3946153846153848
2959-EEXWB,45.0,0,1,50.9,2333.85,0,0,0,0,51.86333333333333,1.1311111111111112
1839-UMACK,42.0,1,3,25.05,949.85,0,1,1,0,22.61547619047619,0.5964285714285714
3030-YDNRM,8.0,1,3,74.85,572.45,0,0,0,0,71.55625,9.35625
7321-KKSDU,32.0,1,2,20.5,696.8,0,1,0,1,21.775,0.640625
3402-XRIUO,22.0,1,2,63.55,1381.8,0,0,0,0,62.809090909090905,2.8886363636363637
3132-TVFDZ,57.0,0,3,44.85,2572.95,1,0,0,0,45.13947368421052,0.7868421052631579
8286-AFUYI,1.0,1,3,47.95,47.95,0,0,0,0,47.95,47.95
8080-DDEMJ,1.0,1,3,45.1,45.1,1,0,0,0,45.1,45.1
8356-WUAOJ,1.0,1,3,45.0,45.0,0,0,0,0,45.0,45.0
6365-MTGZX,24.0,1,3,96.0,2122.45,1,0,0,0,88.43541666666665,4.0
1349-WXNGG,1.0,1,1,20.05,20.05,1,0,0,0,20.05,20.05
8058-DMYRU,54.0,1,3,90.05,4931.8,0,0,0,0,91.32962962962964,1.6675925925925925
9350-ZXYJC,4.0,1,0,25.3,116.95,0,1,0,1,29.2375,6.325
6990-YNRIO,65.0,1,1,108.65,6937.95,1,1,0,1,106.7376923076923,1.6715384615384616
8958-JPTRR,56.0,1,3,24.3,1261.7,0,1,1,0,22.530357142857145,0.43392857142857144
6959-GQEGV,45.0,1,3,75.95,3273.8,0,0,0,0,72.75111111111111,1.6877777777777778
3173-WSSUE,71.0,1,0,19.7,1415.85,0,1,0,1,19.941549295774646,0.27746478873239433
1265-HVPZB,59.0,1,0,66.4,3958.2,0,1,1,0,67.08813559322033,1.1254237288135593
4115-UMJFQ,69.0,0,1,35.75,2492.25,0,1,1,0,36.119565217391305,0.5181159420289855
7369-TRPFD,19.0,1,2,18.8,279.2,0,1,1,0,14.694736842105263,0.9894736842105264
1098-KFQEC,55.0,1,0,19.4,1083.0,0,1,0,1,19.69090909090909,0.3527272727272727
7190-XHTWJ,38.0,1,2,19.3,755.5,0,1,1,0,19.88157894736842,0.5078947368421053
0621-TWIEM,10.0,1,3,45.55,402.6,1,0,0,0,40.260000000000005,4.555
3537-RYBHH,47.0,1,0,67.45,3252.0,0,0,0,0,69.19148936170212,1.4351063829787234
2485-ITVKB,2.0,0,3,35.1,68.75,1,0,0,0,34.375,17.55
3669-OYSJI,1.0,1,0,46.2,46.2,1,0,0,0,46.2,46.2
1612-EOHDH,1.0,1,3,45.15,45.15,1,0,0,0,45.15,45.15
6702-OHFWR,1.0,0,3,43.3,43.3,1,0,0,0,43.3,43.3
5296-BFCYD,46.0,1,2,20.1,936.85,0,1,0,1,20.366304347826087,0.43695652173913047
4510-PYUSH,38.0,1,0,57.15,2250.65,1,0,0,0,59.227631578947374,1.5039473684210527
9359-JANWS,65.0,1,0,58.9,3857.1,0,1,0,1,59.339999999999996,0.9061538461538461
7517-SAWMO,19.0,1,3,73.2,1441.1,1,0,0,0,75.84736842105262,3.8526315789473684
4143-HHPMK,52.0,1,3,85.35,4338.6,1,0,0,0,83.4346153846154,1.6413461538461538
3279-DYZQM,71.0,1,2,19.45,1378.45,0,1,0,1,19.414788732394367,0.27394366197183095
7054-LGEQW,1.0,1,2,45.95,45.95,1,0,0,0,45.95,45.95
0523-VNGTF,52.0,0,3,50.5,2566.3,0,0,0,0,49.35192307692308,0.9711538461538461
9575-IWCAZ,6.0,1,2,25.1,171.0,0,1,1,0,28.5,4.183333333333334
7105-MXJLL,26.0,1,2,60.7,1597.4,0,1,1,0,61.43846153846154,2.3346153846153848
7064-FRRSW,48.0,1,3,99.0,4744.35,0,1,1,0,98.840625,2.0625
7940-UQQUG,64.0,1,1,104.4,6721.6,0,1,1,0,105.025,1.63125
0923-PNFUB,3.0,1,3,83.75,247.25,1,0,0,0,82.41666666666667,27.916666666666668
3961-SXAXY,1.0,1,1,44.05,44.05,0,0,0,0,44.05,44.05
7010-BRBUU,72.0,1,0,24.1,1734.65,0,1,0,1,24.092361111111114,0.33472222222222225
3566-HJGPK,1.0,1,2,45.55,45.55,0,0,0,0,45.55,45.55
3062-ICYZQ,51.0,1,3,93.8,4539.35,0,0,0,0,89.00686274509805,1.8392156862745097
9938-PRCVK,41.0,1,1,19.7,804.25,0,1,0,1,19.615853658536587,0.48048780487804876
0973-KYVNF,72.0,1,0,70.65,5011.15,0,1,0,1,69.59930555555555,0.9812500000000001
5129-HHMZC,43.0,1,0,86.45,3574.5,0,1,0,1,83.12790697674419,2.01046511627907
9637-CDTKZ,72.0,1,0,114.1,8086.4,0,1,0,1,112.3111111111111,1.5847222222222221
3946-JEWRQ,47.0,1,0,95.2,4563.0,0,1,1,0,97.08510638297872,2.0255319148936173
7873-CVMAW,72.0,1,0,88.55,6362.35,0,1,0,1,88.36597222222223,1.229861111111111
0463-WZZKO,3.0,1,0,20.75,67.1,0,0,0,0,22.366666666666664,6.916666666666667
3494-JCHRQ,1.0,1,3,70.05,70.05,1,0,0,0,70.05,70.05
6474-FVJLC,2.0,1,3,86.0,165.45,1,0,0,0,82.725,43.0
4524-QCSSM,26.0,0,1,44.65,1156.55,0,0,0,0,44.482692307692304,1.7173076923076922
5832-EXGTT,29.0,1,2,60.2,1834.15,0,0,0,0,63.24655172413794,2.075862068965517
8840-DQLGN,35.0,1,1,100.5,3653.35,1,0,0,0,104.38142857142857,2.8714285714285714
2039-JONDJ,27.0,1,1,55.45,1477.65,0,1,1,0,54.72777777777778,2.053703703703704
7217-JYHOQ,24.0,1,0,70.3,1706.45,0,0,0,0,71.10208333333334,2.9291666666666667
6695-FRVEC,67.0,1,1,60.4,3953.7,0,1,0,1,59.01044776119403,0.9014925373134328
4547-LYTDD,16.0,1,3,72.65,1194.3,1,0,0,0,74.64375,4.540625
9894-QMIMJ,23.0,1,1,55.8,1327.85,0,1,1,0,57.73260869565217,2.426086956521739
8069-YQQAJ,14.0,0,2,31.1,419.7,0,0,0,0,29.978571428571428,2.2214285714285715
6770-XUAGN,1.0,1,3,21.0,21.0,1,0,0,0,21.0,21.0
4193-ORFCL,1.0,1,2,45.1,45.1,1,0,0,0,45.1,45.1
1636-NTNCO,4.0,0,0,50.95,207.35,0,0,0,0,51.8375,12.7375
3466-WAESX,16.0,1,3,69.1,1083.7,0,0,0,0,67.73125,4.31875
9281-PKKZE,46.0,0,3,43.95,2007.85,0,0,0,0,43.64891304347826,0.9554347826086957
3638-VBZTA,68.0,1,1,86.5,5882.75,0,1,0,1,86.51102941176471,1.2720588235294117
7459-IMVYU,38.0,1,3,69.95,2657.55,0,0,0,0,69.93552631578947,1.8407894736842105
7776-QWNFX,30.0,1,1,50.4,1527.5,1,0,0,0,50.916666666666664,1.68
6689-TCZHQ,5.0,1,3,78.95,378.4,1,0,0,0,75.67999999999999,15.790000000000001
8563-OYMQY,17.0,1,0,90.95,1612.2,0,0,0,0,94.83529411764707,5.3500000000000005
0754-EEBDC,4.0,1,2,19.9,76.65,0,1,0,1,19.1625,4.975
5777-ZPQNC,12.0,1,3,20.15,260.7,0,1,1,0,21.724999999999998,1.6791666666666665
1951-IEYXM,72.0,1,0,90.6,6441.85,0,1,0,1,89.4701388888889,1.2583333333333333
3318-NMQXL,3.0,1,3,92.0,266.8,0,0,0,0,88.93333333333334,30.666666666666668
3143-ILDAL,56.0,1,3,94.45,5124.6,1,0,0,0,91.51071428571429,1.686607142857143
1022-RKXDR,41.0,1,2,24.85,962.25,0,1,1,0,23.46951219512195,0.6060975609756097
2361-FJWNO,40.0,0,0,36.0,1382.9,0,1,1,0,34.572500000000005,0.9
2272-UOINI,7.0,1,3,78.5,571.05,0,0,0,0,81.57857142857142,11.214285714285714
8232-UTFOZ,69.0,1,0,19.95,1399.35,0,1,0,1,20.280434782608694,0.2891304347826087
3750-YHRYO,7.0,1,2,20.65,150.0,0,1,1,0,21.428571428571427,2.9499999999999997
6637-KYRCV,5.0,0,3,30.5,167.2,0,0,0,0,33.44,6.1
5668-MEISB,72.0,1,0,106.1,7657.4,0,1,0,1,106.35277777777777,1.473611111111111
0129-QMPDR,44.0,1,1,20.5,865.05,0,1,1,0,19.660227272727273,0.4659090909090909
7188-CBBBA,65.0,1,3,95.5,6153.85,0,1,1,0,94.6746153846154,1.4692307692307693
5356-CSVSQ,3.0,1,3,64.6,174.2,0,0,0,0,58.06666666666666,21.53333333333333
3221-CJMSG,24.0,1,0,51.1,1269.6,0,0,0,0,52.9,2.129166666666667
4720-VSTSI,44.0,1,1,84.8,3862.55,1,0,0,0,87.78522727272728,1.9272727272727272
3219-JQRSL,72.0,1,0,89.1,6352.4,0,1,0,1,88.22777777777777,1.2374999999999998
2801-NISEI,24.0,1,3,54.95,1348.5,0,0,0,0,56.1875,2.2895833333333333
3946-MHCZW,1.0,1,2,50.9,50.9,1,0,0,0,50.9,50.9
4623-ZKHLY,22.0,1,1,20.45,471.55,0,0,0,0,21.43409090909091,0.9295454545454546
6732-VAILE,70.0,1,0,85.95,5931.75,0,1,0,1,84.73928571428571,1.227857142857143
8201-AAXCB,25.0,1,3,60.35,1404.65,0,0,0,0,56.18600000000001,2.414
7696-CFTAT,37.0,1,1,19.8,726.1,0,1,0,1,19.624324324324323,0.5351351351351351
1845-CSBRZ,22.0,1,1,85.35,1961.6,0,0,0,0,89.16363636363636,3.8795454545454544
2123-VSCOT,59.0,1,1,72.1,4194.85,0,1,0,1,71.09915254237289,1.2220338983050847
6651-AZVTJ,49.0,1,3,99.8,4872.45,1,0,0,0,99.43775510204081,2.036734693877551
4566-GOLUK,47.0,1,1,107.35,5118.95,1,0,0,0,108.91382978723404,2.2840425531914894
