customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_Tenure_Ratio
0348-SDKOL,58.0,1,0,0,102.1,5885.4,1,101.47241379310344
3190-FZATL,14.0,1,0,2,19.95,268.4,0,19.17142857142857
7336-RLLRH,27.0,1,1,2,80.85,2204.35,0,81.64259259259259
4373-MAVJG,14.0,1,0,1,90.9,1259.0,1,89.92857142857143
8901-HJXTF,12.0,0,0,2,29.2,309.1,1,25.758333333333336
7710-JSYOA,69.0,1,2,1,93.3,6398.05,0,92.72536231884058
5419-KLXBN,25.0,1,0,1,89.15,2257.75,1,90.31
3424-NMNBO,58.0,1,1,3,108.85,6287.25,1,108.40086206896552
9885-MFVSU,35.0,0,2,0,46.35,1662.05,0,47.48714285714286
4514-GFCFI,16.0,1,0,3,84.75,1350.15,1,84.384375
0607-MVMGC,45.0,1,1,0,78.75,3600.65,0,80.01444444444445
3365-SAIGS,17.0,1,0,3,83.55,1329.15,0,78.18529411764706
9828-AOQLM,1.0,1,0,3,45.7,45.7,1,45.7
8022-BECSI,22.0,1,1,2,19.6,422.5,0,19.204545454545453
8000-REIQB,1.0,1,0,3,69.95,69.95,1,69.95
9993-LHIEB,67.0,1,2,2,67.85,4627.65,0,69.06940298507462
0266-CLZKZ,67.0,1,2,1,105.65,6717.9,0,100.26716417910447
7615-ESMYF,2.0,0,0,3,44.6,97.1,1,48.55
3858-VOBET,23.0,1,0,3,74.95,1710.45,1,74.36739130434783
7020-OZKXZ,9.0,1,0,0,75.5,637.4,0,70.82222222222222
3977-QCRSL,5.0,1,0,2,20.15,117.95,0,23.59
0017-DINOC,54.0,0,2,0,45.2,2460.55,0,45.56574074074074
1447-PJGGA,57.0,1,2,3,95.25,5464.65,1,95.87105263157895
8565-CLBZW,24.0,1,0,2,89.85,2165.05,1,90.21041666666667
9139-WQQDY,49.0,1,1,2,100.45,4941.8,1,100.8530612244898
0224-HJAPT,5.0,1,0,3,47.15,223.15,1,44.63
8086-OVPWV,2.0,1,0,3,80.2,181.1,1,90.55
9430-FRQOC,4.0,1,0,2,87.1,341.45,1,85.3625
7639-OPLNG,70.0,1,2,1,79.25,5731.85,0,81.88357142857143
3074-GQWYX,5.0,1,0,1,75.9,357.75,1,71.55
1492-QGCLU,53.0,1,0,3,85.7,4616.1,0,87.09622641509435
6845-RGTYS,47.0,1,0,3,98.75,4533.7,1,96.46170212765956
7328-OWMOM,31.0,1,1,0,20.1,589.25,0,19.008064516129032
4418-LZMSV,13.0,1,0,1,61.8,750.1,0,57.7
5155-AZQPB,28.0,1,0,2,49.9,1410.25,0,50.36607142857143
8861-HGGKB,10.0,1,0,3,86.45,830.85,1,83.08500000000001
1087-GRUYI,38.0,1,2,1,20.4,743.5,0,19.56578947368421
7065-YUNRY,1.0,1,0,2,45.3,45.3,1,45.3
7694-VLBWQ,67.0,1,1,3,104.1,7040.85,1,105.08731343283583
2546-KZAAT,52.0,1,1,2,75.4,3865.45,0,74.33557692307691
0181-RITDD,62.0,1,2,2,108.15,6825.65,0,110.09112903225805
5989-PGKJB,16.0,1,0,3,86.25,1340.1,0,83.75625
4795-KTRTH,5.0,1,0,3,81.0,371.65,1,74.33
8272-ONJLV,12.0,1,1,3,95.7,1184.0,0,98.66666666666667
1488-PBLJN,72.0,1,2,1,116.85,8477.7,0,117.74583333333334
0308-GIQJT,71.0,1,1,1,105.75,7382.85,0,103.98380281690142
3778-FOAQW,24.0,1,1,2,20.15,456.85,0,19.035416666666666
4452-ROHMO,15.0,1,2,2,19.6,331.6,0,22.10666666666667
6481-OGDOO,67.0,1,1,0,90.6,6056.15,1,90.39029850746267
3090-LETTY,2.0,1,0,1,60.95,134.6,0,67.3
5349-AZPEW,5.0,0,0,2,25.05,125.5,0,25.1
3753-TSEMP,15.0,1,0,3,88.15,1390.6,1,92.70666666666666
8305-VHZBZ,1.0,1,0,2,20.2,20.2,1,20.2
9720-JJJOR,41.0,1,1,1,60.3,2511.3,0,61.25121951219513
8100-HZZLJ,43.0,1,0,3,63.95,2737.05,0,63.65232558139535
8775-ERLNB,1.0,1,0,3,74.3,74.3,0,74.3
8309-IEYJD,1.0,1,0,2,70.6,70.6,0,70.6
9172-JITSM,26.0,1,0,3,90.8,2361.8,1,90.83846153846154
6298-QDFNH,22.0,1,0,3,79.35,1730.35,1,78.65227272727272
7398-HPYZQ,71.0,1,2,1,90.55,6404.0,0,90.19718309859155
3546-GHEAE,7.0,1,2,2,19.45,165.35,0,23.62142857142857
7361-YPXFS,28.0,1,0,1,64.45,1867.6,0,66.7
6557-BZXLQ,16.0,1,0,3,69.65,1043.3,0,65.20625
2550-QHZGP,7.0,1,1,2,19.5,128.6,0,18.37142857142857
7519-JTWQH,69.0,1,2,1,110.5,7455.45,0,108.05
2538-OIMXF,1.0,0,0,2,24.7,24.7,0,24.7
8543-MSDMF,3.0,1,0,3,77.4,206.15,0,68.71666666666667
9961-JBNMK,21.0,1,0,1,96.8,2030.3,1,96.68095238095238
1170-SASML,69.0,1,0,1,85.4,5869.4,0,85.06376811594203
4872-JCVCA,71.0,0,2,1,47.6,3377.8,0,47.57464788732395
5346-BZCHP,69.0,1,2,2,19.4,1346.2,0,19.51014492753623
2038-LLMLM,48.0,1,0,3,103.85,4946.05,0,103.04270833333334
6173-ITPWD,47.0,1,0,1,83.35,4065.0,1,86.48936170212765
9734-UYXQI,2.0,1,0,3,49.4,106.55,1,53.275
1216-BGTSP,45.0,1,0,0,108.45,4964.7,0,110.32666666666667
4138-NAXED,51.0,1,0,1,81.0,4085.75,0,80.11274509803921
2189-UXTKY,22.0,1,0,3,79.2,1742.75,1,79.2159090909091
0744-BIKKF,72.0,1,2,1,86.65,6224.8,0,86.45555555555556
7483-IQWIB,37.0,1,0,3,92.95,3415.25,0,92.30405405405405
5248-KWLAR,71.0,1,2,3,90.35,6325.25,0,89.08802816901408
4958-GZWIY,7.0,1,0,3,48.7,340.25,1,48.607142857142854
7996-MHXLW,66.0,1,2,0,25.15,1683.6,0,25.509090909090908
7833-PKIHD,51.0,1,1,1,76.4,3966.3,0,77.77058823529413
7061-OVMIM,30.0,1,1,1,19.55,608.5,0,20.283333333333335
5153-RTHKF,34.0,1,0,3,85.35,2896.6,0,85.19411764705882
1852-QSWCD,64.0,1,2,2,24.8,1514.85,0,23.66953125
4832-VRBMR,65.0,1,1,1,103.15,6792.45,0,104.49923076923076
9079-LWTFD,47.0,1,0,2,100.75,4669.2,0,99.34468085106383
6356-ELRKD,1.0,1,0,3,95.6,95.6,1,95.6
8624-GIOUT,49.0,1,0,0,59.75,2934.3,1,59.88367346938776
3392-EHMNK,67.0,1,2,0,94.1,6302.8,0,94.07164179104478
5986-WWXDV,39.0,1,1,1,19.35,779.2,0,19.97948717948718
3061-BCKYI,14.0,1,0,2,19.9,283.75,0,20.267857142857142
6179-GJPSO,43.0,1,0,0,108.15,4600.7,1,106.99302325581395
7901-TBKJX,56.0,1,0,3,101.05,5594.0,0,99.89285714285714
7228-PAQPD,14.0,1,1,0,59.1,772.85,0,55.20357142857143
3177-LASXD,1.0,1,0,3,71.35,71.35,1,71.35
7746-QYVCO,16.0,1,1,2,55.85,857.8,0,53.6125
5804-HYIEZ,70.0,1,0,3,106.05,7554.05,0,107.915
9919-FZDED,72.0,1,2,0,84.1,5981.65,0,83.07847222222222
5934-TSSAU,23.0,1,0,0,75.3,1702.9,0,74.0391304347826
3486-KHMLI,21.0,1,0,2,24.7,467.15,0,22.245238095238093
4897-QSUYC,1.0,1,0,2,20.15,20.15,1,20.15
1084-UQCHV,1.0,1,0,1,69.75,69.75,1,69.75
8290-YWKHZ,32.0,1,0,3,93.2,2931.0,1,91.59375
2955-BJZHG,17.0,1,0,3,80.85,1400.85,1,82.40294117647058
3806-DXQOM,4.0,0,0,3,33.65,137.85,1,34.4625
6784-XYJAE,36.0,1,1,3,55.8,1941.5,0,53.93055555555556
3933-DQPWX,50.0,0,2,0,39.7,1932.75,0,38.655
6661-EIPZC,48.0,0,0,0,29.5,1423.05,0,29.646874999999998
8957-THMOA,50.0,1,2,0,20.15,970.85,0,19.417
2251-PYLPB,72.0,1,2,0,79.55,5810.9,0,80.70694444444445
5555-RNPGT,10.0,1,0,0,24.8,223.9,0,22.39
1057-FOGLZ,18.0,1,0,2,19.65,391.7,0,21.76111111111111
9300-RENDD,1.0,1,0,3,79.95,79.95,1,79.95
0761-AETCS,1.0,1,0,3,19.3,19.3,1,19.3
8087-LGYHQ,9.0,1,0,3,94.05,811.65,0,90.18333333333334
4137-BTIKL,2.0,1,0,2,90.75,174.75,0,87.375
2190-BCXEC,40.0,1,0,0,78.85,3126.85,0,78.17125
6227-FBDXH,69.0,1,1,1,99.5,6841.45,0,99.15144927536231
2153-MREFK,37.0,1,1,3,99.2,3754.6,1,101.47567567567567
2911-WDXMV,18.0,1,0,0,80.55,1406.65,0,78.14722222222223
7206-PQBBZ,11.0,1,0,3,70.2,834.7,0,75.88181818181819
3106-ULWFW,8.0,1,0,0,85.2,627.4,1,78.425
0925-VYDLG,3.0,1,0,3,75.25,242.0,1,80.66666666666667
4547-FZJWE,55.0,1,1,0,59.45,3157.0,0,57.4
7422-WNBTY,33.0,1,0,3,93.35,3092.0,0,93.6969696969697
0842-IWYCP,46.0,1,0,1,44.95,2168.9,0,47.15
3521-HTQTV,34.0,1,2,1,26.1,980.35,0,28.833823529411767
3744-ZBHON,3.0,1,0,3,20.2,65.95,0,21.983333333333334
3373-DIUUN,30.0,1,2,2,21.25,711.9,0,23.73
8383-SGHJU,33.0,1,1,3,59.4,1952.8,0,59.17575757575757
7607-QKKTJ,45.0,1,1,0,95.0,4368.85,0,97.08555555555556
7707-PYBBH,40.0,1,0,2,61.9,2647.1,0,66.1775
8984-HPEMB,71.0,1,2,3,118.65,8477.6,0,119.40281690140846
4349-GFQHK,1.0,1,0,3,54.35,54.35,1,54.35
4139-DETXS,72.0,0,2,1,64.45,4528.0,0,62.888888888888886
9779-DPNEJ,22.0,1,0,3,80.15,1790.65,0,81.39318181818182
9805-FILKB,46.0,1,1,1,20.2,845.6,0,18.382608695652173
5793-YOLJN,55.0,1,2,2,21.0,1210.3,0,22.005454545454544
0673-IGUQO,1.0,1,0,2,20.45,20.45,0,20.45
4123-FCVCB,12.0,1,1,2,75.85,854.45,0,71.20416666666667
8819-IMISP,31.0,1,0,3,80.45,2429.1,0,78.35806451612903
7802-EFKNY,5.0,0,0,3,24.95,100.4,1,20.080000000000002
8311-UEUAB,67.0,1,2,3,75.5,5229.45,0,78.05149253731344
5858-EAFCZ,1.0,1,0,2,44.45,44.45,0,44.45
8035-BUYVG,40.0,0,1,3,42.35,1716.45,1,42.91125
1163-ONYEY,41.0,1,0,0,74.55,3023.55,0,73.74512195121952
9787-XVQIU,1.0,1,0,3,75.3,75.3,1,75.3
8945-MUQUF,51.0,1,1,3,94.8,4837.6,1,94.85490196078432
5656-MJEFC,42.0,0,2,0,48.15,2032.3,0,48.38809523809524
6082-OQFBA,23.0,1,1,2,19.65,436.9,0,18.995652173913044
8051-HJRLT,1.0,1,0,3,70.55,70.55,1,70.55
8974-OVACP,1.0,1,0,2,20.15,20.15,0,20.15
4010-YLMVT,56.0,1,0,0,106.6,5893.95,0,105.24910714285714
1379-FRVEB,15.0,1,0,3,91.0,1430.05,0,95.33666666666666
8612-GXIDD,12.0,1,2,1,25.4,313.0,0,26.083333333333332
6288-CHQJB,54.0,1,2,1,69.95,3871.85,0,71.70092592592593
8160-HOWOX,7.0,1,0,3,66.85,458.1,0,65.44285714285715
3023-GFLBR,33.0,1,0,0,86.15,2745.7,1,83.2030303030303
6648-INWPS,16.0,1,0,3,20.15,341.35,0,21.334375
4223-BKEOR,21.0,1,1,2,64.85,1336.8,0,63.65714285714286
4079-VTGLK,30.0,1,2,3,74.85,2181.75,0,72.725
1763-WQFUK,3.0,1,0,2,50.5,147.75,0,49.25
1391-UBDAR,11.0,1,0,3,72.9,818.45,0,74.40454545454546
8894-JVDCV,62.0,1,1,0,115.05,7133.45,0,115.05564516129031
2023-VQFDL,18.0,1,0,3,19.0,348.8,0,19.37777777777778
1345-GKDZZ,6.0,1,0,2,19.55,128.6,0,21.433333333333334
2014-MKGMH,46.0,1,1,3,101.1,4674.4,0,101.61739130434782
5628-FCGYG,21.0,1,0,3,84.1,1737.45,0,82.7357142857143
2560-WBWXF,68.0,1,2,1,24.15,1498.85,0,22.04191176470588
0248-IPDFW,1.0,1,0,3,50.1,50.1,0,50.1
7978-DKUQH,25.0,1,0,3,74.6,1797.75,0,71.91
4335-UPJSI,24.0,1,2,2,19.75,498.1,0,20.754166666666666
0524-IAVZO,30.0,1,0,3,85.0,2624.25,1,87.475
2737-YNGYW,2.0,1,0,3,80.55,184.1,1,92.05
1784-EZDKJ,51.0,1,1,1,106.8,5498.8,0,107.81960784313726
9297-FVVDH,57.0,1,2,3,84.5,4845.4,0,85.00701754385965
8007-YYPWD,15.0,1,2,1,25.05,369.1,0,24.60666666666667
7101-HRBLJ,72.0,1,2,1,83.7,6096.9,0,84.67916666666666
5159-YFPKQ,2.0,1,0,3,75.8,160.75,1,80.375
6635-CPNUN,28.0,1,0,0,96.6,2684.35,0,95.86964285714285
4021-RQSNY,29.0,1,0,3,98.5,3004.15,1,103.59137931034483
5453-YBTWV,70.0,1,2,0,101.1,6994.8,0,99.92571428571429
5039-LZRQT,13.0,1,1,2,20.2,273.25,0,21.01923076923077
2931-VUVJN,59.0,1,1,3,94.05,5483.9,0,92.94745762711864
9061-TIHDA,13.0,1,0,3,95.25,1233.65,1,94.89615384615385
8699-ASUFO,7.0,1,0,2,74.4,527.9,1,75.41428571428571
6418-PIQSP,62.0,1,2,2,81.0,4985.9,0,80.41774193548386
8220-OCUFY,21.0,1,1,3,60.25,1258.35,0,59.921428571428564
3995-WFCSM,2.0,1,0,3,60.85,111.4,0,55.7
1895-QTKDO,1.0,1,0,0,43.95,43.95,0,43.95
2038-OEQZH,4.0,1,0,3,86.05,308.1,0,77.025
1178-PZGAB,19.0,1,1,0,20.25,383.65,0,20.192105263157895
7927-AUXBZ,30.0,1,0,3,85.15,2555.9,1,85.19666666666667
2626-VEEWG,67.0,1,2,0,19.4,1284.2,0,19.16716417910448
2878-RMWXY,72.0,1,2,0,102.65,7550.3,0,104.86527777777778
1657-DYMBM,53.0,1,2,0,19.9,1110.05,0,20.944339622641508
7311-MQJCH,5.0,1,1,3,19.55,99.6,0,19.919999999999998
7375-WMVMT,71.0,1,2,0,95.5,6707.15,0,94.4669014084507
1136-XGEQU,50.0,1,1,0,84.15,4164.4,0,83.288
2530-FMFXO,56.0,1,2,3,103.2,5873.75,0,104.88839285714286
6844-DZKRF,2.0,1,0,0,50.2,109.25,0,54.625
4695-WJZUE,2.0,1,0,3,88.55,179.25,1,89.625
7619-ODSGN,24.0,1,0,3,54.75,1338.15,1,55.75625
5970-GHJAW,46.0,1,2,0,19.95,862.4,0,18.747826086956522
8879-XUAHX,71.0,1,2,3,116.25,8564.75,0,120.63028169014085
3689-MOZGR,29.0,0,0,3,31.2,926.2,0,31.93793103448276
4195-PNGZS,69.0,1,2,1,24.45,1718.2,0,24.90144927536232
5003-XZWWO,71.0,1,2,0,84.2,5956.85,0,83.8992957746479
3988-RQIXO,1.0,1,0,3,91.3,91.3,1,91.3
7622-FWGEW,56.0,1,2,1,85.65,4824.45,0,86.15089285714285
6922-NCEDI,56.0,1,1,2,21.2,1238.65,0,22.118750000000002
2514-GINMM,1.0,1,0,3,79.5,79.5,1,79.5
9891-NQDBD,28.0,1,1,2,25.55,672.2,0,24.00714285714286
6131-IUNXN,19.0,1,0,2,20.2,382.2,0,20.11578947368421
8548-AWOFC,66.0,1,0,3,63.85,4264.6,0,64.61515151515152
9798-DRYDS,17.0,1,1,2,61.95,1070.7,0,62.98235294117647
8532-UEFWH,52.0,1,2,2,25.75,1345.85,0,25.881730769230767
6296-DDOOR,19.0,1,1,3,58.2,1045.25,0,55.01315789473684
7951-VRDVK,36.0,1,1,1,85.85,3003.55,0,83.43194444444445
5931-FLJJF,7.0,1,0,2,70.1,467.55,1,66.79285714285714
4815-YOSUK,72.0,1,1,0,104.9,7537.5,0,104.6875
2659-VXMWZ,67.0,1,1,3,111.3,7482.1,1,111.67313432835822
0380-NEAVX,34.0,1,1,3,99.85,3343.15,0,98.32794117647059
3207-OYBWH,57.0,1,0,1,95.25,5427.05,1,95.21140350877194
4285-GYRQC,7.0,1,0,3,86.25,587.1,1,83.87142857142858
7216-EWTRS,1.0,1,0,3,100.8,100.8,1,100.8
4365-MSDYN,8.0,1,0,1,19.55,161.15,0,20.14375
7036-TYDEC,69.0,1,2,3,104.0,7028.5,0,101.8623188405797
5802-ADBRC,50.0,1,1,2,104.4,5232.9,0,104.65799999999999
8076-FEZKJ,10.0,1,1,2,19.5,225.85,0,22.585
5197-YPYBZ,12.0,1,2,0,25.25,274.7,0,22.891666666666666
8337-MSSXB,14.0,1,0,3,86.3,1180.95,1,84.35357142857143
4312-GVYNH,70.0,0,2,1,49.85,3370.2,0,48.145714285714284
8495-LJDFO,64.0,1,0,1,108.95,7111.3,0,111.1140625
0839-JTCUD,66.0,1,2,0,89.9,5958.85,0,90.28560606060607
5494-WOZRZ,71.0,1,2,0,82.0,5999.85,0,84.5049295774648
1302-UHBDD,20.0,1,0,3,89.95,1648.45,0,82.4225
2234-EOFPT,72.0,1,2,1,79.35,5753.25,0,79.90625
8619-IJNDK,71.0,1,2,0,64.05,4492.9,0,63.28028169014084
8378-LKJAF,38.0,1,0,0,101.15,3956.7,0,104.1236842105263
8182-BJDSI,28.0,1,0,3,89.95,2625.55,1,93.76964285714287
2528-HFYZX,17.0,1,0,3,76.45,1233.4,1,72.5529411764706
1153-GNOLC,33.0,0,1,3,39.1,1309.0,0,39.666666666666664
3298-QEICA,23.0,0,2,2,34.6,813.45,0,35.36739130434783
0788-DXBFY,58.0,1,1,3,19.55,1108.8,0,19.117241379310343
3597-YASZG,70.0,1,2,1,104.45,7349.35,0,104.99071428571429
3496-LFSZU,4.0,1,0,3,70.5,294.2,0,73.55
5242-UOWHD,45.0,1,2,2,20.35,929.2,0,20.64888888888889
2482-CZGBB,10.0,1,0,3,70.0,740.0,1,74.0
6479-SZPLM,36.0,1,2,0,19.45,754.5,0,20.958333333333332
8097-VBQTZ,54.0,1,0,2,69.9,3883.3,0,71.91296296296296
4500-HKANN,23.0,1,2,2,59.7,1414.2,0,61.48695652173913
9917-KWRBE,41.0,1,1,0,78.35,3211.2,0,78.32195121951219
3420-ZDBMA,5.0,1,0,2,71.45,371.6,0,74.32000000000001
2212-LYASK,27.0,0,1,0,45.85,1246.4,0,46.162962962962965
1393-IMKZG,1.0,1,0,3,95.85,95.85,0,95.85
8069-RHUXK,67.0,0,2,0,35.7,2545.7,0,37.9955223880597
3398-GCPMU,72.0,1,2,0,89.55,6448.85,0,89.56736111111111
2908-WGAXL,56.0,1,2,0,24.95,1468.9,0,26.230357142857144
3378-AJRAO,44.0,1,1,3,24.85,1013.6,0,23.036363636363635
1013-QCWAM,66.0,1,0,3,100.8,6690.75,0,101.375
0866-QLSIR,34.0,1,1,2,64.4,2088.75,1,61.43382352941177
6050-FFXES,69.0,1,2,1,105.35,7240.65,0,104.93695652173912
7181-BQYBV,1.0,1,0,3,102.45,102.45,1,102.45
0362-RAOQO,40.0,1,2,0,19.65,830.25,0,20.75625
9554-DFKIC,30.0,1,0,1,54.45,1588.7,0,52.95666666666667
5527-ACHSO,11.0,1,0,2,70.5,829.3,0,75.39090909090909
0829-DDVLK,15.0,1,1,0,20.1,302.45,0,20.163333333333334
1399-UBQIU,11.0,1,0,3,69.35,712.25,0,64.75
1813-JLKWR,64.0,1,1,1,19.8,1336.65,0,20.88515625
0336-PIKEI,72.0,1,2,1,74.4,5360.75,0,74.45486111111111
7322-OCWHC,72.0,1,2,1,93.05,6735.05,0,93.54236111111112
9537-VHDTA,1.0,1,0,2,51.2,51.2,0,51.2
4957-TIALW,15.0,1,1,0,65.6,1010.0,0,67.33333333333333
2054-PJOCK,60.0,1,1,0,80.55,4847.05,0,80.78416666666666
9150-HEPMB,56.0,1,1,2,52.7,3019.7,0,53.92321428571428
9030-QGZNL,8.0,1,2,2,20.85,161.65,0,20.20625
6204-IEUXJ,3.0,1,0,0,80.1,217.55,1,72.51666666666667
3126-WQMGH,49.0,1,0,0,52.15,2583.75,0,52.72959183673469
4529-CKBCL,2.0,1,0,3,80.2,146.05,1,73.025
2506-CLAKW,6.0,1,0,1,98.15,567.45,1,94.575
7176-WRTNX,70.0,1,2,1,114.95,7711.25,0,110.16071428571429
1583-IHQZE,12.0,1,0,2,112.95,1384.75,1,115.39583333333333
5732-IKGQH,52.0,1,1,1,104.45,5481.25,0,105.40865384615384
9239-GZHZE,72.0,1,2,0,113.65,8124.2,0,112.83611111111111
7205-BAIAD,40.0,1,2,1,20.6,827.3,0,20.682499999999997
0151-ONTOV,1.0,1,0,2,70.9,70.9,1,70.9
4140-MUHUG,3.0,1,0,3,86.85,220.95,1,73.64999999999999
0093-EXYQL,40.0,1,0,3,91.55,3673.6,0,91.84
8064-RAVOH,1.0,1,0,3,49.85,49.85,0,49.85
0219-QAERP,30.0,1,1,0,19.8,576.65,0,19.221666666666668
0320-JDNQG,23.0,1,0,3,99.85,2331.3,1,101.3608695652174
7180-PISOG,1.0,1,0,3,74.5,74.5,1,74.5
9168-INPSZ,44.0,1,0,3,104.15,4495.65,0,102.17386363636363
3571-RFHAR,65.0,1,0,3,109.15,6941.2,1,106.78769230769231
0015-UOCOJ,7.0,1,0,3,48.2,340.35,0,48.621428571428574
5334-AFQJB,72.0,1,2,0,25.1,1789.9,0,24.859722222222224
2754-SDJRD,8.0,1,0,0,100.15,908.55,0,113.56875
9578-VRMNM,16.0,1,0,0,65.2,1043.35,1,65.209375
1587-FKLZB,66.0,1,0,0,99.5,6822.15,1,103.36590909090908
6140-QNRQQ,1.0,1,0,2,71.55,71.55,1,71.55
8963-JLGJT,3.0,1,0,2,55.9,157.55,0,52.51666666666667
4307-KTUMW,53.0,1,0,3,93.9,5029.2,1,94.89056603773585
1465-LNTLJ,8.0,1,0,0,64.4,581.7,0,72.7125
5440-FLBQG,69.0,1,2,1,108.4,7318.2,1,106.06086956521739
2135-DQWAQ,5.0,1,0,2,85.3,420.45,0,84.09
4056-QHXHZ,72.0,1,2,2,107.45,7576.7,0,105.23194444444444
7470-MCQTK,13.0,0,0,1,48.75,633.4,1,48.723076923076924
7488-MXJIV,4.0,1,0,3,85.65,321.65,1,80.4125
7401-JIXNM,54.0,1,2,0,91.3,4965.0,0,91.94444444444444
9339-FIIJL,72.0,1,2,1,85.95,6151.9,0,85.44305555555555
2027-FECZV,12.0,1,0,3,106.7,1253.9,1,104.49166666666667
2672-DZUOY,1.0,0,0,3,25.15,25.15,1,25.15
4706-DGAHW,1.0,1,0,3,45.2,45.2,0,45.2
3870-MQAMG,54.0,1,1,3,110.35,5893.15,1,109.1324074074074
6670-MFRPK,69.0,1,2,0,79.2,5420.65,0,78.56014492753623
6177-PEVRA,48.0,1,2,0,55.5,2627.35,0,54.73645833333333
4800-CZMPC,48.0,1,1,0,103.25,5037.55,1,104.94895833333334
4813-HQMGZ,8.0,1,0,3,90.25,743.75,0,92.96875
7579-KKLOE,71.0,1,2,2,91.25,6589.6,0,92.8112676056338
7377-DMMRI,2.0,1,0,3,47.8,92.45,1,46.225
8402-EIVQS,67.0,1,1,0,100.9,6733.15,0,100.49477611940299
4947-DSMXK,34.0,1,0,1,97.7,3410.0,0,100.29411764705883
7245-NIIWQ,3.0,1,0,3,69.85,199.85,0,66.61666666666666
0002-ORFBO,9.0,1,1,2,65.6,593.3,0,65.92222222222222
3324-OIRTO,71.0,1,1,1,104.65,7288.4,0,102.65352112676055
5414-OFQCB,57.0,1,2,0,90.45,5229.8,0,91.75087719298246
4967-WPNCF,72.0,0,2,1,63.7,4464.8,0,62.01111111111111
8552-OBVRU,48.0,1,0,3,104.5,5068.05,0,105.58437500000001
8499-BRXTD,18.0,1,1,2,20.1,401.85,0,22.325000000000003
9154-QDGTH,43.0,1,1,0,104.3,4451.85,0,103.53139534883722
8197-BFWVU,72.0,1,2,1,93.25,6688.95,0,92.90208333333334
2577-GVSIL,35.0,1,1,1,73.45,2661.1,0,76.03142857142856
9367-OIUXP,4.0,1,0,2,20.7,73.05,0,18.2625
6770-UAYGJ,49.0,1,2,2,25.25,1211.65,0,24.727551020408164
6463-HHXJR,71.0,1,2,1,100.5,7030.65,0,99.02323943661972
7928-VJYAB,11.0,1,0,3,90.6,1020.2,0,92.74545454545455
1187-WILMM,63.0,1,2,0,89.4,5597.65,0,88.8515873015873
9776-OJUZI,65.0,1,0,1,95.45,6223.3,0,95.74307692307693
1306-RPWXZ,49.0,1,2,0,20.45,1024.65,0,20.91122448979592
8949-JTMAY,29.0,1,0,0,98.6,2933.2,1,101.14482758620689
2774-LVQUS,15.0,1,0,3,83.05,1258.3,1,83.88666666666667
3097-PYWXL,4.0,1,0,3,19.95,82.9,0,20.725
2266-SJNAT,72.0,1,1,0,109.15,7789.6,0,108.1888888888889
0869-PAPRP,26.0,1,0,0,85.7,2067.0,0,79.5
4238-JSSWH,35.0,1,0,1,102.05,3452.55,0,98.64428571428572
2972-YDYUW,57.0,1,1,3,94.7,5468.95,0,95.94649122807017
1104-FEJAM,28.0,1,0,3,64.4,1802.15,0,64.3625
2809-ILCYT,25.0,1,1,2,26.8,733.55,0,29.342
5499-ECUTN,47.0,1,1,0,66.05,3021.45,0,64.28617021276595
4981-FLTMF,57.0,1,0,1,65.2,3687.85,0,64.69912280701755
9121-PHQSR,16.0,1,0,0,85.05,1391.15,0,86.946875
3113-IWHLC,5.0,1,0,2,55.8,274.35,0,54.870000000000005
3211-ILJTT,17.0,1,0,1,70.4,1214.05,1,71.41470588235293
4612-THJBS,56.0,1,1,1,104.75,5510.65,1,98.40446428571428
4277-BWBML,72.0,1,2,1,19.95,1322.85,0,18.372916666666665
4094-NSEDU,21.0,1,0,3,94.25,1973.75,1,93.98809523809524
0234-TEVTT,48.0,0,1,0,45.0,2196.3,0,45.75625
4304-TSPVK,68.0,1,2,1,114.9,7843.55,0,115.34632352941176
1552-AAGRX,30.0,1,0,1,106.4,3211.9,0,107.06333333333333
2637-FKFSY,3.0,1,0,2,46.1,130.15,0,43.38333333333333
9796-MVYXX,14.0,0,2,2,39.7,692.35,0,49.45357142857143
7874-ECPQJ,4.0,1,0,1,20.05,85.5,0,21.375
0020-INWCK,71.0,1,2,0,95.75,6849.4,0,96.47042253521126
7089-RKVSZ,8.0,1,1,2,24.4,203.95,0,25.49375
2683-JXWQQ,61.0,0,0,1,33.6,2117.2,0,34.708196721311474
9548-ZMVTX,72.0,1,2,1,90.45,6565.85,0,91.19236111111111
8739-XNIKG,5.0,1,0,3,84.0,424.75,0,84.95
9755-JHNMN,49.0,1,2,1,67.4,3306.85,0,67.48673469387755
3981-QSVQI,8.0,1,0,1,19.7,168.9,0,21.1125
2789-HQBOU,3.0,1,0,3,80.35,253.8,0,84.60000000000001
9424-CMPOG,9.0,1,2,2,19.6,197.4,0,21.933333333333334
5067-WJEUN,67.0,1,2,1,54.2,3838.2,0,57.286567164179104
3450-WXOAT,46.0,1,0,0,45.2,2065.15,0,44.8945652173913
9251-WNSOD,67.0,1,1,2,75.1,5064.45,0,75.58880597014925
6974-DAFLI,55.0,1,1,3,19.7,1140.05,0,20.728181818181817
2616-UUTFK,33.0,1,0,1,72.75,2447.45,0,74.1651515151515
7064-JHXCE,62.0,1,2,0,20.05,1263.9,0,20.385483870967743
5103-MHMHY,1.0,1,0,2,45.95,45.95,1,45.95
