tenure,PhoneService,MonthlyCharges,TotalCharges,Churn,TotalCharges_to_MonthlyCharges_ratio,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_Month-to-month,Contract_One year,Contract_Two year
16,1,71.4,1212.1,0,16.976190476190474,1,0,1,0,0,0,0
2,1,87.15,183.75,1,2.108433734939759,1,0,1,0,0,0,0
67,1,24.85,1583.5,0,63.72233400402414,0,1,1,0,1,0,1
41,1,104.45,4162.05,0,39.84729535662997,1,0,1,0,1,1,0
56,1,19.8,1119.9,0,56.56060606060606,0,1,1,0,1,0,1
72,1,116.45,8013.55,0,68.81537140403607,1,0,1,0,1,0,1
3,1,84.75,264.85,1,3.1250737463126845,1,0,1,0,0,0,0
54,1,20.05,1102.4,0,54.98254364089776,0,1,1,0,1,0,1
52,1,110.75,5832.0,0,52.659142212189614,0,0,0,0,0,0,0
50,1,89.7,4304.5,0,47.98773690078038,1,0,1,0,1,0,1
14,1,89.95,1178.4,1,13.100611450806005,0,0,0,0,0,0,0
27,1,48.7,1421.75,0,29.194045174537987,0,1,1,0,1,1,0
72,1,96.6,6827.5,0,70.67805383022775,1,0,1,0,1,0,1
62,1,74.3,4698.05,0,63.23082099596232,0,1,1,0,1,1,0
12,1,54.3,654.5,0,12.05340699815838,0,0,0,0,0,0,0
44,1,74.85,3268.05,0,43.66132264529059,1,0,1,0,1,1,0
54,1,79.95,4362.05,0,54.55972482801751,1,0,1,0,1,0,1
68,1,20.05,1386.9,0,69.17206982543641,1,0,1,0,1,0,1
20,1,19.4,415.4,0,21.41237113402062,0,0,1,1,0,0,0
50,1,54.9,2614.1,0,47.61566484517304,1,0,1,0,1,1,0
58,1,24.45,1513.6,0,61.90593047034765,0,1,1,0,1,0,1
35,1,89.65,3161.6,0,35.26603457891801,1,0,1,0,0,0,0
2,1,45.4,80.95,0,1.7830396475770929,0,0,0,0,0,0,0
63,1,75.7,4676.7,0,61.77939233817701,0,0,1,1,1,0,1
58,1,110.65,6526.65,0,58.98463624039764,0,1,1,0,1,1,0
27,1,20.55,583.3,0,28.38442822384428,0,0,1,1,1,1,0
71,1,115.15,8078.1,0,70.15284411636995,0,1,1,0,1,0,1
63,1,58.55,3503.5,0,59.83774551665244,0,1,1,0,1,1,0
71,1,93.25,6669.45,0,71.52225201072386,1,0,1,0,0,0,0
41,1,113.2,4689.5,1,41.42667844522968,0,0,0,0,0,0,0
13,1,90.5,1201.15,1,13.272375690607737,0,0,0,0,0,0,0
2,1,79.0,143.65,1,1.818354430379747,0,0,0,0,0,0,0
68,1,19.35,1292.65,0,66.80361757105943,1,0,1,0,1,0,1
1,1,48.75,48.75,0,1.0,0,0,1,1,0,0,0
65,1,109.05,7108.2,0,65.18294360385144,0,0,0,0,1,0,1
72,1,25.0,1802.55,0,72.102,1,0,1,0,1,0,1
28,1,54.9,1505.15,0,27.416211293260474,0,1,1,0,0,0,0
72,1,24.75,1859.1,0,75.11515151515151,0,1,1,0,1,0,1
2,1,91.15,168.5,0,1.8486012068019744,0,0,0,0,0,0,0
18,1,20.15,390.85,1,19.397022332506207,1,0,1,0,1,1,0
60,1,104.35,6339.45,0,60.75179683756589,0,0,0,0,1,1,0
26,1,66.05,1652.4,0,25.01741105223316,0,0,0,0,0,0,0
1,1,71.65,71.65,1,1.0,0,0,0,0,0,0,0
4,1,20.35,77.5,1,3.808353808353808,0,0,1,1,0,0,0
68,1,92.2,6392.85,0,69.33676789587852,0,1,1,0,1,0,1
38,1,84.25,3264.5,1,38.74777448071217,0,1,1,0,0,0,0
42,1,105.2,4599.15,0,43.718155893536114,1,0,1,0,1,1,0
57,1,19.6,1134.25,0,57.86989795918367,1,0,1,0,1,0,1
54,0,30.4,1621.35,0,53.33388157894737,0,0,0,0,0,0,0
12,1,78.1,947.3,1,12.12932138284251,1,0,1,0,0,0,0
44,1,61.5,2722.2,0,44.263414634146336,0,0,1,1,1,1,0
42,1,69.4,3058.3,0,44.06772334293948,1,0,1,0,0,0,0
72,1,24.75,1769.6,0,71.49898989898989,1,0,1,0,1,0,1
71,1,91.05,6293.75,0,69.12410763316859,0,0,1,1,1,0,1
19,1,89.65,1761.05,1,19.643614054657,0,0,1,1,0,0,0
23,1,73.65,1642.75,0,22.304820095044125,0,1,1,0,0,0,0
30,1,19.4,578.5,0,29.819587628865985,0,1,1,0,1,0,1
35,1,26.2,954.9,0,36.44656488549618,1,0,1,0,1,1,0
10,1,98.7,973.25,1,9.860688956433638,0,0,0,0,0,0,0
1,1,43.85,43.85,0,1.0,1,0,1,0,0,0,0
22,1,69.7,1490.4,0,21.383070301291248,0,0,1,1,0,0,0
7,0,38.55,280.0,0,7.263294422827498,0,0,1,1,1,0,1
36,0,53.1,1901.25,0,35.80508474576271,0,0,1,1,1,0,1
34,1,20.65,716.4,0,34.69249394673123,0,0,1,1,0,0,0
72,1,64.45,4720.0,0,73.23506594259115,0,1,1,0,1,0,1
36,1,25.1,930.95,0,37.08964143426295,0,1,1,0,1,0,1
1,1,76.35,76.35,1,1.0,0,0,0,0,0,0,0
23,1,79.15,1676.95,1,21.186986734049277,0,0,0,0,0,0,0
32,1,85.0,2642.05,1,31.08294117647059,0,0,0,0,0,0,0
71,1,95.15,6770.85,0,71.15974776668418,0,1,1,0,1,1,0
23,1,79.35,1835.3,0,23.1291745431632,0,0,1,1,0,0,0
17,1,96.65,1588.25,0,16.433005690636314,1,0,1,0,1,1,0
1,1,75.5,75.5,0,1.0,0,0,0,0,0,0,0
12,1,19.7,258.35,0,13.114213197969544,0,0,1,1,1,0,1
72,1,20.5,1502.25,0,73.28048780487805,0,1,1,0,1,0,1
1,1,19.2,19.2,0,1.0,0,0,1,1,0,0,0
72,1,98.35,6929.4,0,70.45653279105237,1,0,1,0,1,0,1
60,1,74.35,4453.3,0,59.89643577673168,1,0,1,0,0,0,0
61,0,51.35,3244.4,0,63.182083739045765,0,1,1,0,1,0,1
6,1,45.65,323.45,0,7.085432639649507,0,0,1,1,0,0,0
32,1,85.3,2661.1,1,31.196951934349357,0,0,0,0,0,0,0
31,1,86.55,2697.4,1,31.16580011554015,0,1,1,0,0,0,0
19,1,73.85,1424.5,1,19.28909952606635,0,1,1,0,0,0,0
72,1,20.3,1401.15,0,69.02216748768473,1,0,1,0,1,0,1
32,1,54.2,1739.6,0,32.09594095940959,0,0,0,0,0,0,0
65,1,90.65,5931.0,0,65.42746828461114,0,0,0,0,0,0,0
45,0,50.9,2333.85,0,45.851669941060905,1,0,1,0,0,0,0
42,1,25.05,949.85,0,37.91816367265469,0,0,0,0,1,1,0
8,1,74.85,572.45,0,7.647962591850368,0,0,0,0,0,0,0
32,1,20.5,696.8,0,33.99024390243902,0,0,1,1,1,0,1
22,1,63.55,1381.8,0,21.743509047993705,0,0,1,1,0,0,0
57,0,44.85,2572.95,1,57.36789297658862,0,0,0,0,0,0,0
1,1,47.95,47.95,0,1.0,0,0,0,0,0,0,0
1,1,45.1,45.1,1,1.0,0,0,0,0,0,0,0
1,1,45.0,45.0,0,1.0,0,0,0,0,0,0,0
24,1,96.0,2122.45,1,22.108854166666664,0,0,0,0,0,0,0
1,1,20.05,20.05,1,1.0,1,0,1,0,0,0,0
54,1,90.05,4931.8,0,54.76735147140478,0,0,0,0,0,0,0
4,1,25.3,116.95,0,4.622529644268774,0,1,1,0,1,0,1
65,1,108.65,6937.95,1,63.85595950299125,1,0,1,0,1,0,1
56,1,24.3,1261.7,0,51.92181069958848,0,0,0,0,1,1,0
45,1,75.95,3273.8,0,43.1046741277156,0,0,0,0,0,0,0
71,1,19.7,1415.85,0,71.87055837563452,0,1,1,0,1,0,1
59,1,66.4,3958.2,0,59.61144578313253,0,1,1,0,1,1,0
69,0,35.75,2492.25,0,69.7132867132867,1,0,1,0,1,1,0
19,1,18.8,279.2,0,14.851063829787233,0,0,1,1,1,1,0
55,1,19.4,1083.0,0,55.82474226804124,0,1,1,0,1,0,1
38,1,19.3,755.5,0,39.14507772020725,0,0,1,1,1,1,0
10,1,45.55,402.6,1,8.838638858397367,0,0,0,0,0,0,0
47,1,67.45,3252.0,0,48.21349147516679,0,1,1,0,0,0,0
2,0,35.1,68.75,1,1.9586894586894583,0,0,0,0,0,0,0
1,1,46.2,46.2,1,1.0,0,1,1,0,0,0,0
1,1,45.15,45.15,1,1.0,0,0,0,0,0,0,0
1,0,43.3,43.3,1,1.0,0,0,0,0,0,0,0
46,1,20.1,936.85,0,46.6094527363184,0,0,1,1,1,0,1
38,1,57.15,2250.65,1,39.3814523184602,0,1,1,0,0,0,0
65,1,58.9,3857.1,0,65.4855687606112,0,1,1,0,1,0,1
19,1,73.2,1441.1,1,19.687158469945352,0,0,0,0,0,0,0
52,1,85.35,4338.6,1,50.833040421792624,0,0,0,0,0,0,0
71,1,19.45,1378.45,0,70.87146529562982,0,0,1,1,1,0,1
1,1,45.95,45.95,1,1.0,0,0,1,1,0,0,0
52,0,50.5,2566.3,0,50.81782178217822,0,0,0,0,0,0,0
6,1,25.1,171.0,0,6.812749003984063,0,0,1,1,1,1,0
26,1,60.7,1597.4,0,26.316309719934104,0,0,1,1,1,1,0
48,1,99.0,4744.35,0,47.92272727272728,0,0,0,0,1,1,0
64,1,104.4,6721.6,0,64.38314176245211,1,0,1,0,1,1,0
3,1,83.75,247.25,1,2.952238805970149,0,0,0,0,0,0,0
1,1,44.05,44.05,0,1.0,1,0,1,0,0,0,0
72,1,24.1,1734.65,0,71.97717842323651,0,1,1,0,1,0,1
1,1,45.55,45.55,0,1.0,0,0,1,1,0,0,0
51,1,93.8,4539.35,0,48.39392324093817,0,0,0,0,0,0,0
41,1,19.7,804.25,0,40.8248730964467,1,0,1,0,1,0,1
72,1,70.65,5011.15,0,70.92922859164896,0,1,1,0,1,0,1
43,1,86.45,3574.5,0,41.3475997686524,0,1,1,0,1,0,1
72,1,114.1,8086.4,0,70.87116564417178,0,1,1,0,1,0,1
47,1,95.2,4563.0,0,47.93067226890757,0,1,1,0,1,1,0
72,1,88.55,6362.35,0,71.85036702428008,0,1,1,0,1,0,1
3,1,20.75,67.1,0,3.233734939759036,0,1,1,0,0,0,0
1,1,70.05,70.05,1,1.0,0,0,0,0,0,0,0
2,1,86.0,165.45,1,1.9238372093023253,0,0,0,0,0,0,0
26,0,44.65,1156.55,0,25.902575587905936,1,0,1,0,0,0,0
29,1,60.2,1834.15,0,30.467607973421927,0,0,1,1,0,0,0
35,1,100.5,3653.35,1,36.351741293532335,1,0,1,0,0,0,0
27,1,55.45,1477.65,0,26.648331830477908,1,0,1,0,1,1,0
24,1,70.3,1706.45,0,24.273826458036982,0,1,1,0,0,0,0
67,1,60.4,3953.7,0,65.45860927152317,1,0,1,0,1,0,1
16,1,72.65,1194.3,1,16.439091534755676,0,0,0,0,0,0,0
23,1,55.8,1327.85,0,23.79659498207885,1,0,1,0,1,1,0
14,0,31.1,419.7,0,13.495176848874596,0,0,1,1,0,0,0
1,1,21.0,21.0,1,1.0,0,0,0,0,0,0,0
1,1,45.1,45.1,1,1.0,0,0,1,1,0,0,0
4,0,50.95,207.35,0,4.069676153091265,0,1,1,0,0,0,0
16,1,69.1,1083.7,0,15.683068017366136,0,0,0,0,0,0,0
46,0,43.95,2007.85,0,45.6848691695108,0,0,0,0,0,0,0
68,1,86.5,5882.75,0,68.00867052023122,1,0,1,0,1,0,1
38,1,69.95,2657.55,0,37.99213724088635,0,0,0,0,0,0,0
30,1,50.4,1527.5,1,30.307539682539684,1,0,1,0,0,0,0
5,1,78.95,378.4,1,4.79290690310323,0,0,0,0,0,0,0
17,1,90.95,1612.2,0,17.7262231995602,0,1,1,0,0,0,0
4,1,19.9,76.65,0,3.8517587939698497,0,0,1,1,1,0,1
12,1,20.15,260.7,0,12.937965260545909,0,0,0,0,1,1,0
72,1,90.6,6441.85,0,71.10209713024284,0,1,1,0,1,0,1
3,1,92.0,266.8,0,2.9,0,0,0,0,0,0,0
56,1,94.45,5124.6,1,54.2572789835892,0,0,0,0,0,0,0
41,1,24.85,962.25,0,38.72233400402414,0,0,1,1,1,1,0
40,0,36.0,1382.9,0,38.41388888888889,0,1,1,0,1,1,0
7,1,78.5,571.05,0,7.27452229299363,0,0,0,0,0,0,0
69,1,19.95,1399.35,0,70.14285714285714,0,1,1,0,1,0,1
7,1,20.65,150.0,0,7.263922518159807,0,0,1,1,1,1,0
5,0,30.5,167.2,0,5.481967213114753,0,0,0,0,0,0,0
72,1,106.1,7657.4,0,72.17153628652216,0,1,1,0,1,0,1
44,1,20.5,865.05,0,42.19756097560976,1,0,1,0,1,1,0
65,1,95.5,6153.85,0,64.43821989528796,0,0,0,0,1,1,0
3,1,64.6,174.2,0,2.696594427244582,0,0,0,0,0,0,0
24,1,51.1,1269.6,0,24.84540117416829,0,1,1,0,0,0,0
44,1,84.8,3862.55,1,45.54893867924529,1,0,1,0,0,0,0
72,1,89.1,6352.4,0,71.29517396184063,0,1,1,0,1,0,1
24,1,54.95,1348.5,0,24.540491355777977,0,0,0,0,0,0,0
1,1,50.9,50.9,1,1.0,0,0,1,1,0,0,0
22,1,20.45,471.55,0,23.058679706601467,1,0,1,0,0,0,0
70,1,85.95,5931.75,0,69.01396160558464,0,1,1,0,1,0,1
25,1,60.35,1404.65,0,23.27506213753107,0,0,0,0,0,0,0
37,1,19.8,726.1,0,36.67171717171717,1,0,1,0,1,0,1
22,1,85.35,1961.6,0,22.98301113063855,1,0,1,0,0,0,0
59,1,72.1,4194.85,0,58.18099861303746,1,0,1,0,1,0,1
49,1,99.8,4872.45,1,48.82214428857716,0,0,0,0,0,0,0
47,1,107.35,5118.95,1,47.684676292501166,1,0,1,0,0,0,0
31,1,19.55,658.95,1,33.70588235294118,0,0,1,1,0,0,0
1,1,81.05,81.05,0,1.0,0,0,0,0,0,0,0
3,1,20.5,76.95,0,3.753658536585366,0,0,0,0,0,0,0
53,1,111.8,5809.75,0,51.965563506261184,1,0,1,0,1,1,0
1,1,20.2,20.2,0,1.0,0,0,1,1,0,0,0
20,1,19.7,415.9,0,21.111675126903556,0,0,1,1,1,1,0
3,1,79.1,246.5,1,3.1163084702907717,0,0,0,0,0,0,0
51,1,19.85,996.95,0,50.22418136020151,1,0,1,0,1,1,0
51,1,60.5,3145.15,0,51.98595041322314,1,0,1,0,1,1,0
13,1,19.55,265.3,0,13.570332480818417,0,0,1,1,1,0,1
1,1,20.9,20.9,0,1.0,0,0,1,1,0,0,0
1,1,21.05,21.05,0,1.0,0,0,1,1,0,0,0
63,1,71.5,4576.3,0,64.0041958041958,0,0,0,0,1,1,0
3,1,54.65,189.1,0,3.4602012808783167,0,0,1,1,0,0,0
46,1,19.2,908.15,0,47.29947916666666,0,1,1,0,1,0,1
1,1,49.8,49.8,0,1.0,0,1,1,0,0,0,0
8,0,25.5,215.2,1,8.43921568627451,0,0,1,1,0,0,0
71,1,20.5,1500.95,0,73.21707317073171,1,0,1,0,1,0,1
55,1,90.4,5099.15,0,56.40652654867256,0,1,1,0,0,0,0
70,1,90.25,6385.95,0,70.7584487534626,1,0,1,0,1,1,0
2,1,80.75,159.45,1,1.974613003095975,0,0,0,0,0,0,0
67,1,104.6,6885.75,0,65.8293499043977,1,0,1,0,1,0,1
65,1,91.85,5940.85,1,64.67991290146979,1,0,1,0,0,0,0
14,1,50.2,668.85,0,13.323705179282868,0,1,1,0,0,0,0
20,1,95.5,1916.2,0,20.064921465968588,1,0,1,0,0,0,0
1,1,75.35,75.35,1,1.0,0,0,0,0,0,0,0
1,1,75.45,75.45,1,1.0,0,0,0,0,0,0,0
49,1,95.4,4613.95,0,48.364255765199154,1,0,1,0,0,0,0
72,1,101.3,7261.25,0,71.68065153010859,1,0,1,0,1,0,1
46,1,53.1,2459.8,0,46.323917137476464,0,0,0,0,0,0,0
24,1,84.85,2048.8,0,24.146140247495584,1,0,1,0,0,0,0
5,0,34.25,163.55,0,4.775182481751825,0,0,0,0,0,0,0
33,1,88.6,2888.7,0,32.603837471783294,0,1,1,0,0,0,0
42,1,60.15,2421.6,0,40.25935162094763,1,0,1,0,1,1,0
23,1,99.95,2292.75,0,22.93896948474237,0,1,1,0,1,1,0
8,1,70.7,553.4,0,7.827439886845827,1,0,1,0,0,0,0
66,1,54.8,3465.7,0,63.24270072992701,0,0,1,1,1,1,0
24,1,49.55,1210.4,1,24.42785065590313,1,0,1,0,0,0,0
24,1,54.8,1291.3,0,23.563868613138688,0,1,1,0,0,0,0
69,1,78.6,5356.45,1,68.14821882951654,0,1,1,0,1,1,0
53,1,100.3,5200.8,0,51.85244267198405,0,0,1,1,1,1,0
60,0,53.6,3237.05,0,60.39272388059702,0,0,0,0,1,0,1
7,1,81.1,576.65,1,7.11035758323058,0,0,0,0,0,0,0
20,1,19.35,433.75,0,22.416020671834623,0,1,1,0,1,1,0
23,1,85.6,1868.4,0,21.82710280373832,0,0,0,0,0,0,0
72,1,80.8,5728.55,0,70.89789603960396,0,0,0,0,1,0,1
11,1,74.95,825.7,1,11.016677785190128,0,0,0,0,0,0,0
21,1,19.6,390.4,0,19.918367346938773,0,0,1,1,1,0,1
1,1,93.55,93.55,1,1.0,0,0,0,0,0,0,0
31,1,90.7,2845.15,0,31.36879823594267,0,0,0,0,0,0,0
57,1,69.75,3894.4,0,55.8336917562724,0,0,1,1,1,0,1
45,1,20.0,886.4,0,44.32,1,0,1,0,1,0,1
10,1,95.25,1021.55,0,10.7249343832021,0,0,0,0,0,0,0
58,1,102.1,5885.4,1,57.64348677766896,0,1,1,0,0,0,0
14,1,19.95,268.4,0,13.453634085213032,0,0,1,1,0,0,0
27,1,80.85,2204.35,0,27.264687693259123,0,0,1,1,1,1,0
14,1,90.9,1259.0,1,13.85038503850385,1,0,1,0,0,0,0
12,0,29.2,309.1,1,10.585616438356166,0,0,1,1,0,0,0
69,1,93.3,6398.05,0,68.57502679528403,1,0,1,0,1,0,1
25,1,89.15,2257.75,1,25.32529444756029,1,0,1,0,0,0,0
58,1,108.85,6287.25,1,57.76067983463482,0,0,0,0,1,1,0
35,0,46.35,1662.05,0,35.85868392664509,0,1,1,0,1,0,1
16,1,84.75,1350.15,1,15.930973451327434,0,0,0,0,0,0,0
45,1,78.75,3600.65,0,45.72253968253968,0,1,1,0,1,1,0
17,1,83.55,1329.15,0,15.908438061041297,0,0,0,0,0,0,0
1,1,45.7,45.7,1,1.0,0,0,0,0,0,0,0
22,1,19.6,422.5,0,21.55612244897959,0,0,1,1,1,1,0
1,1,69.95,69.95,1,1.0,0,0,0,0,0,0,0
67,1,67.85,4627.65,0,68.20412675018423,0,0,1,1,1,0,1
67,1,105.65,6717.9,0,63.58637008991954,1,0,1,0,1,0,1
2,0,44.6,97.1,1,2.1771300448430493,0,0,0,0,0,0,0
23,1,74.95,1710.45,1,22.821214142761843,0,0,0,0,0,0,0
9,1,75.5,637.4,0,8.442384105960265,0,1,1,0,0,0,0
5,1,20.15,117.95,0,5.853598014888338,0,0,1,1,0,0,0
54,0,45.2,2460.55,0,54.43694690265487,0,1,1,0,1,0,1
57,1,95.25,5464.65,1,57.37165354330708,0,0,0,0,1,0,1
24,1,89.85,2165.05,1,24.09627156371731,0,0,1,1,0,0,0
49,1,100.45,4941.8,1,49.19661523145844,0,0,1,1,1,1,0
5,1,47.15,223.15,1,4.732767762460234,0,0,0,0,0,0,0
2,1,80.2,181.1,1,2.2581047381546133,0,0,0,0,0,0,0
4,1,87.1,341.45,1,3.920206659012629,0,0,1,1,0,0,0
70,1,79.25,5731.85,0,72.3261829652997,1,0,1,0,1,0,1
5,1,75.9,357.75,1,4.713438735177865,1,0,1,0,0,0,0
53,1,85.7,4616.1,0,53.8634772462077,0,0,0,0,0,0,0
47,1,98.75,4533.7,1,45.91088607594936,0,0,0,0,0,0,0
31,1,20.1,589.25,0,29.315920398009947,0,1,1,0,1,1,0
13,1,61.8,750.1,0,12.137540453074434,1,0,1,0,0,0,0
28,1,49.9,1410.25,0,28.261523046092183,0,0,1,1,0,0,0
10,1,86.45,830.85,1,9.610757663389242,0,0,0,0,0,0,0
38,1,20.4,743.5,0,36.44607843137255,1,0,1,0,1,0,1
1,1,45.3,45.3,1,1.0,0,0,1,1,0,0,0
67,1,104.1,7040.85,1,67.63544668587897,0,0,0,0,1,1,0
52,1,75.4,3865.45,0,51.26591511936339,0,0,1,1,1,1,0
62,1,108.15,6825.65,0,63.112806287563565,0,0,1,1,1,0,1
16,1,86.25,1340.1,0,15.537391304347825,0,0,0,0,0,0,0
5,1,81.0,371.65,1,4.588271604938272,0,0,0,0,0,0,0
12,1,95.7,1184.0,0,12.371995820271682,0,0,0,0,1,1,0
72,1,116.85,8477.7,0,72.55198973042363,1,0,1,0,1,0,1
71,1,105.75,7382.85,0,69.81418439716312,1,0,1,0,1,1,0
24,1,20.15,456.85,0,22.672456575682386,0,0,1,1,1,1,0
15,1,19.6,331.6,0,16.918367346938776,0,0,1,1,1,0,1
67,1,90.6,6056.15,1,66.84492273730685,0,1,1,0,1,1,0
2,1,60.95,134.6,0,2.2083675143560293,1,0,1,0,0,0,0
5,0,25.05,125.5,0,5.009980039920159,0,0,1,1,0,0,0
15,1,88.15,1390.6,1,15.77538287010777,0,0,0,0,0,0,0
1,1,20.2,20.2,1,1.0,0,0,1,1,0,0,0
41,1,60.3,2511.3,0,41.64676616915423,1,0,1,0,1,1,0
43,1,63.95,2737.05,0,42.79984362783425,0,0,0,0,0,0,0
1,1,74.3,74.3,0,1.0,0,0,0,0,0,0,0
1,1,70.6,70.6,0,1.0,0,0,1,1,0,0,0
26,1,90.8,2361.8,1,26.011013215859037,0,0,0,0,0,0,0
22,1,79.35,1730.35,1,21.80655324511657,0,0,0,0,0,0,0
71,1,90.55,6404.0,0,70.72335726118168,1,0,1,0,1,0,1
7,1,19.45,165.35,0,8.501285347043702,0,0,1,1,1,0,1
28,1,64.45,1867.6,0,28.97750193948797,1,0,1,0,0,0,0
16,1,69.65,1043.3,0,14.9791816223977,0,0,0,0,0,0,0
7,1,19.5,128.6,0,6.5948717948717945,0,0,1,1,1,1,0
69,1,110.5,7455.45,0,67.47013574660633,1,0,1,0,1,0,1
1,0,24.7,24.7,0,1.0,0,0,1,1,0,0,0
3,1,77.4,206.15,0,2.66343669250646,0,0,0,0,0,0,0
21,1,96.8,2030.3,1,20.97417355371901,1,0,1,0,0,0,0
69,1,85.4,5869.4,0,68.72833723653395,1,0,1,0,0,0,0
71,0,47.6,3377.8,0,70.96218487394958,1,0,1,0,1,0,1
69,1,19.4,1346.2,0,69.3917525773196,0,0,1,1,1,0,1
48,1,103.85,4946.05,0,47.6268656716418,0,0,0,0,0,0,0
47,1,83.35,4065.0,1,48.77024595080984,1,0,1,0,0,0,0
2,1,49.4,106.55,1,2.156882591093117,0,0,0,0,0,0,0
45,1,108.45,4964.7,0,45.77869986168741,0,1,1,0,0,0,0
51,1,81.0,4085.75,0,50.44135802469136,1,0,1,0,0,0,0
22,1,79.2,1742.75,1,22.00441919191919,0,0,0,0,0,0,0
72,1,86.65,6224.8,0,71.83843046739757,1,0,1,0,1,0,1
37,1,92.95,3415.25,0,36.74287251210328,0,0,0,0,0,0,0
71,1,90.35,6325.25,0,70.00830105146652,0,0,0,0,1,0,1
7,1,48.7,340.25,1,6.986652977412731,0,0,0,0,0,0,0
66,1,25.15,1683.6,0,66.94234592445328,0,1,1,0,1,0,1
51,1,76.4,3966.3,0,51.91492146596858,1,0,1,0,1,1,0
30,1,19.55,608.5,0,31.125319693094628,1,0,1,0,1,1,0
34,1,85.35,2896.6,0,33.93790275336848,0,0,0,0,0,0,0
64,1,24.8,1514.85,0,61.08266129032258,0,0,1,1,1,0,1
65,1,103.15,6792.45,0,65.85021812893844,1,0,1,0,1,1,0
47,1,100.75,4669.2,0,46.34441687344913,0,0,1,1,0,0,0
1,1,95.6,95.6,1,1.0,0,0,0,0,0,0,0
49,1,59.75,2934.3,1,49.10962343096234,0,1,1,0,0,0,0
67,1,94.1,6302.8,0,66.97980871413391,0,1,1,0,1,0,1
39,1,19.35,779.2,0,40.2687338501292,1,0,1,0,1,1,0
14,1,19.9,283.75,0,14.258793969849249,0,0,1,1,0,0,0
43,1,108.15,4600.7,1,42.53999075358298,0,1,1,0,0,0,0
56,1,101.05,5594.0,0,55.358733300346366,0,0,0,0,0,0,0
14,1,59.1,772.85,0,13.076988155668358,0,1,1,0,1,1,0
1,1,71.35,71.35,1,1.0,0,0,0,0,0,0,0
16,1,55.85,857.8,0,15.358997314234555,0,0,1,1,1,1,0
70,1,106.05,7554.05,0,71.23102310231023,0,0,0,0,0,0,0
72,1,84.1,5981.65,0,71.12544589774079,0,1,1,0,1,0,1
23,1,75.3,1702.9,0,22.61487383798141,0,1,1,0,0,0,0
21,1,24.7,467.15,0,18.912955465587043,0,0,1,1,0,0,0
1,1,20.15,20.15,1,1.0,0,0,1,1,0,0,0
1,1,69.75,69.75,1,1.0,1,0,1,0,0,0,0
32,1,93.2,2931.0,1,31.448497854077253,0,0,0,0,0,0,0
17,1,80.85,1400.85,1,17.3265306122449,0,0,0,0,0,0,0
4,0,33.65,137.85,1,4.096582466567607,0,0,0,0,0,0,0
36,1,55.8,1941.5,0,34.79390681003584,0,0,0,0,1,1,0
50,0,39.7,1932.75,0,48.68387909319899,0,1,1,0,1,0,1
48,0,29.5,1423.05,0,48.23898305084746,0,1,1,0,0,0,0
50,1,20.15,970.85,0,48.18114143920596,0,1,1,0,1,0,1
72,1,79.55,5810.9,0,73.04714016341923,0,1,1,0,1,0,1
10,1,24.8,223.9,0,9.028225806451612,0,1,1,0,0,0,0
18,1,19.65,391.7,0,19.93384223918575,0,0,1,1,0,0,0
1,1,79.95,79.95,1,1.0,0,0,0,0,0,0,0
1,1,19.3,19.3,1,1.0,0,0,0,0,0,0,0
9,1,94.05,811.65,0,8.629984051036683,0,0,0,0,0,0,0
2,1,90.75,174.75,0,1.925619834710744,0,0,1,1,0,0,0
40,1,78.85,3126.85,0,39.65567533291059,0,1,1,0,0,0,0
69,1,99.5,6841.45,0,68.75829145728643,1,0,1,0,1,1,0
37,1,99.2,3754.6,1,37.84879032258064,0,0,0,0,1,1,0
18,1,80.55,1406.65,0,17.463066418373682,0,1,1,0,0,0,0
11,1,70.2,834.7,0,11.890313390313391,0,0,0,0,0,0,0
8,1,85.2,627.4,1,7.363849765258215,0,1,1,0,0,0,0
3,1,75.25,242.0,1,3.215946843853821,0,0,0,0,0,0,0
55,1,59.45,3157.0,0,53.103448275862064,0,1,1,0,1,1,0
33,1,93.35,3092.0,0,33.122656668452066,0,0,0,0,0,0,0
46,1,44.95,2168.9,0,48.25139043381535,1,0,1,0,0,0,0
34,1,26.1,980.35,0,37.56130268199234,1,0,1,0,1,0,1
3,1,20.2,65.95,0,3.2648514851485158,0,0,0,0,0,0,0
30,1,21.25,711.9,0,33.501176470588234,0,0,1,1,1,0,1
33,1,59.4,1952.8,0,32.87542087542088,0,0,0,0,1,1,0
45,1,95.0,4368.85,0,45.98789473684211,0,1,1,0,1,1,0
40,1,61.9,2647.1,0,42.764135702746366,0,0,1,1,0,0,0
71,1,118.65,8477.6,0,71.4504846186262,0,0,0,0,1,0,1
1,1,54.35,54.35,1,1.0,0,0,0,0,0,0,0
72,0,64.45,4528.0,0,70.25601241272304,1,0,1,0,1,0,1
22,1,80.15,1790.65,0,22.341235184029944,0,0,0,0,0,0,0
46,1,20.2,845.6,0,41.86138613861387,1,0,1,0,1,1,0
55,1,21.0,1210.3,0,57.63333333333333,0,0,1,1,1,0,1
1,1,20.45,20.45,0,1.0,0,0,1,1,0,0,0
12,1,75.85,854.45,0,11.264996704021096,0,0,1,1,1,1,0
31,1,80.45,2429.1,0,30.19390926041019,0,0,0,0,0,0,0
