tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_log,TotalCharges_Tenure_Ratio,MonthlyCharges_to_TotalCharges_Ratio,customerID
12,1,Two year,Credit card (automatic),25.25,274.7,0,3.228826155721369,22.891666666666666,0.09191845649799782,2209
14,1,Month-to-month,Electronic check,86.3,1180.95,1,4.457829598089382,84.35357142857143,0.0730767602354037,2210
70,0,Two year,Bank transfer (automatic),49.85,3370.2,0,3.9090184964078474,48.145714285714284,0.014791407038157975,2211
64,1,Month-to-month,Bank transfer (automatic),108.95,7111.3,0,4.690889061390629,111.1140625,0.015320686794257028,2212
66,1,Two year,Credit card (automatic),89.9,5958.85,0,4.498697941477575,90.28560606060607,0.015086803661780376,2213
71,1,Two year,Credit card (automatic),82.0,5999.85,0,4.406719247264253,84.5049295774648,0.013667008341875213,2214
20,1,Month-to-month,Electronic check,89.95,1648.45,0,4.499253960396542,82.4225,0.05456641087081804,2215
72,1,Two year,Bank transfer (automatic),79.35,5753.25,0,4.373868446972418,79.90625,0.013792204406205188,2216
71,1,Two year,Credit card (automatic),64.05,4492.9,0,4.1596640283427435,63.28028169014084,0.014255825858576866,2217
38,1,Month-to-month,Credit card (automatic),101.15,3956.7,0,4.6166045636137545,104.1236842105263,0.025564232820279528,2218
28,1,Month-to-month,Electronic check,89.95,2625.55,1,4.499253960396542,93.76964285714287,0.034259488488126294,2219
17,1,Month-to-month,Electronic check,76.45,1233.4,1,4.336636932375072,72.5529411764706,0.06198313604670017,2220
33,0,One year,Electronic check,39.1,1309.0,0,3.66612246699132,39.666666666666664,0.02987012987012987,2221
23,0,Two year,Mailed check,34.6,813.45,0,3.543853682063679,35.36739130434783,0.042534882291474584,2222
58,1,One year,Electronic check,19.55,1108.8,0,2.972975286431375,19.117241379310343,0.017631673881673884,2223
70,1,Two year,Bank transfer (automatic),104.45,7349.35,0,4.648708488002574,104.99071428571429,0.014212141209766849,2224
4,1,Month-to-month,Electronic check,70.5,294.2,0,4.255612709818223,73.55,0.23963290278721958,2225
45,1,Two year,Mailed check,20.35,929.2,0,3.013080911888604,20.64888888888889,0.02190055962117951,2226
10,1,Month-to-month,Electronic check,70.0,740.0,1,4.248495242049359,74.0,0.0945945945945946,2227
36,1,Two year,Credit card (automatic),19.45,754.5,0,2.9678470700644555,20.958333333333332,0.025778661365142477,2228
54,1,Month-to-month,Mailed check,69.9,3883.3,0,4.247065649239764,71.91296296296296,0.018000154507764016,2229
23,1,Two year,Mailed check,59.7,1414.2,0,4.089332020398556,61.48695652173913,0.04221467967755622,2230
41,1,One year,Credit card (automatic),78.35,3211.2,0,4.36118596880203,78.32195121951219,0.024398978574987542,2231
5,1,Month-to-month,Mailed check,71.45,371.6,0,4.268997904375876,74.32000000000001,0.1922766415500538,2232
27,0,One year,Credit card (automatic),45.85,1246.4,0,3.825375198702474,46.162962962962965,0.03678594351732991,2233
1,1,Month-to-month,Electronic check,95.85,95.85,0,4.562784469491653,95.85,1.0,2234
67,0,Two year,Credit card (automatic),35.7,2545.7,0,3.5751506887855933,37.9955223880597,0.014023647719684175,2235
72,1,Two year,Credit card (automatic),89.55,6448.85,0,4.494797128506721,89.56736111111111,0.013886196763764081,2236
56,1,Two year,Credit card (automatic),24.95,1468.9,0,3.2168738221975275,26.230357142857144,0.01698549935325754,2237
44,1,One year,Electronic check,24.85,1013.6,0,3.2128577525426376,23.036363636363635,0.02451657458563536,2238
66,1,Month-to-month,Electronic check,100.8,6690.75,0,4.613138355637268,101.375,0.015065575608115682,2239
34,1,One year,Mailed check,64.4,2088.75,1,4.165113633110308,61.43382352941177,0.03083183722321963,2240
69,1,Two year,Bank transfer (automatic),105.35,7240.65,0,4.6572881402501976,104.93695652173912,0.014549798705917286,2241
1,1,Month-to-month,Electronic check,102.45,102.45,1,4.629374874684909,102.45,1.0,2242
40,1,Two year,Credit card (automatic),19.65,830.25,0,2.9780773383152703,20.75625,0.023667570009033422,2243
30,1,Month-to-month,Bank transfer (automatic),54.45,1588.7,0,3.9972828493789696,52.95666666666667,0.03427330521810285,2244
11,1,Month-to-month,Mailed check,70.5,829.3,0,4.255612709818223,75.39090909090909,0.08501145544435067,2245
15,1,One year,Credit card (automatic),20.1,302.45,0,3.0007198150650303,20.163333333333334,0.06645726566374609,2246
11,1,Month-to-month,Electronic check,69.35,712.25,0,4.239166146760841,64.75,0.09736749736749736,2247
64,1,One year,Bank transfer (automatic),19.8,1336.65,0,2.9856819377004897,20.88515625,0.01481315228369431,2248
72,1,Two year,Bank transfer (automatic),74.4,5360.75,0,4.309455941839047,74.45486111111111,0.013878655038940448,2249
72,1,Two year,Bank transfer (automatic),93.05,6735.05,0,4.5331369830882595,93.54236111111112,0.01381578458957246,2250
1,1,Month-to-month,Mailed check,51.2,51.2,0,3.9357395320454622,51.2,1.0,2251
15,1,One year,Credit card (automatic),65.6,1010.0,0,4.183575695950044,67.33333333333333,0.06495049504950494,2252
60,1,One year,Credit card (automatic),80.55,4847.05,0,4.388878109622984,80.78416666666666,0.016618355494579178,2253
56,1,One year,Mailed check,52.7,3019.7,0,3.9646154555473165,53.92321428571428,0.01745206477464649,2254
8,1,Two year,Mailed check,20.85,161.65,0,3.0373539482448106,20.20625,0.12898236931642437,2255
3,1,Month-to-month,Credit card (automatic),80.1,217.55,1,4.383275854074314,72.51666666666667,0.3681912204091013,2256
49,1,Month-to-month,Credit card (automatic),52.15,2583.75,0,3.9541241814467813,52.72959183673469,0.020183841315916787,2257
2,1,Month-to-month,Electronic check,80.2,146.05,1,4.384523514872469,73.025,0.5491270112975009,2258
6,1,Month-to-month,Bank transfer (automatic),98.15,567.45,1,4.58649692072247,94.575,0.1729667812142039,2259
70,1,Two year,Bank transfer (automatic),114.95,7711.25,0,4.74449725120919,110.16071428571429,0.014906792024639326,2260
12,1,Month-to-month,Mailed check,112.95,1384.75,1,4.726945242914012,115.39583333333333,0.08156706986820726,2261
52,1,One year,Bank transfer (automatic),104.45,5481.25,0,4.648708488002574,105.40865384615384,0.01905587229190422,2262
72,1,Two year,Credit card (automatic),113.65,8124.2,0,4.7331235502985525,112.83611111111111,0.01398906969301593,2263
40,1,Two year,Bank transfer (automatic),20.6,827.3,0,3.0252910757955354,20.682499999999997,0.024900278012812766,2264
1,1,Month-to-month,Mailed check,70.9,70.9,1,4.2612704335380815,70.9,1.0,2265
3,1,Month-to-month,Electronic check,86.85,220.95,1,4.464182492687114,73.64999999999999,0.3930753564154786,2266
40,1,Month-to-month,Electronic check,91.55,3673.6,0,4.51688527112052,91.84,0.02492105836236934,2267
1,1,Month-to-month,Electronic check,49.85,49.85,0,3.9090184964078474,49.85,1.0,2268
30,1,One year,Credit card (automatic),19.8,576.65,0,2.9856819377004897,19.221666666666668,0.034336252492846615,2269
23,1,Month-to-month,Electronic check,99.85,2331.3,1,4.603669059861824,101.3608695652174,0.04283018058593917,2270
1,1,Month-to-month,Electronic check,74.5,74.5,1,4.310799125385514,74.5,1.0,2271
44,1,Month-to-month,Electronic check,104.15,4495.65,0,4.645832167706981,102.17386363636363,0.023166839055531463,2272
65,1,Month-to-month,Electronic check,109.15,6941.2,1,4.692723082995953,106.78769230769231,0.01572494669509595,2273
7,1,Month-to-month,Electronic check,48.2,340.35,0,3.8753590210565547,48.621428571428574,0.1416189216982518,2274
72,1,Two year,Credit card (automatic),25.1,1789.9,0,3.2228678461377385,24.859722222222224,0.014023129783786803,2275
8,1,Month-to-month,Credit card (automatic),100.15,908.55,0,4.606669062111827,113.56875,0.11023058719938364,2276
16,1,Month-to-month,Credit card (automatic),65.2,1043.35,1,4.177459468932607,65.209375,0.06249101452053482,2277
66,1,Month-to-month,Credit card (automatic),99.5,6822.15,1,4.600157644164547,103.36590909090908,0.014584844953570356,2278
1,1,Month-to-month,Mailed check,71.55,71.55,1,4.27039650600246,71.55,1.0,2279
3,1,Month-to-month,Mailed check,55.9,157.55,0,4.023564380161053,52.51666666666667,0.3548079974611234,2280
53,1,Month-to-month,Electronic check,93.9,5029.2,1,4.542230386214217,94.89056603773585,0.018670961584347414,2281
8,1,Month-to-month,Credit card (automatic),64.4,581.7,0,4.165113633110308,72.7125,0.11070998796630566,2282
69,1,Two year,Bank transfer (automatic),108.4,7318.2,1,4.685828089005546,106.06086956521739,0.014812385559290537,2283
5,1,Month-to-month,Mailed check,85.3,420.45,0,4.446174454497633,84.09,0.2028778689499346,2284
72,1,Two year,Mailed check,107.45,7576.7,0,4.67702562308852,105.23194444444444,0.01418163580450592,2285
13,0,Month-to-month,Bank transfer (automatic),48.75,633.4,1,3.886705197443856,48.723076923076924,0.07696558257025576,2286
4,1,Month-to-month,Electronic check,85.65,321.65,1,4.450269224770129,80.4125,0.266283227110213,2287
54,1,Two year,Credit card (automatic),91.3,4965.0,0,4.514150787600923,91.94444444444444,0.01838872104733132,2288
72,1,Two year,Bank transfer (automatic),85.95,6151.9,0,4.453765731828859,85.44305555555555,0.013971293421544564,2289
12,1,Month-to-month,Electronic check,106.7,1253.9,1,4.670021158307708,104.49166666666667,0.08509450514395087,2290
1,0,Month-to-month,Electronic check,25.15,25.15,1,3.224857896545748,25.15,1.0,2291
1,1,Month-to-month,Electronic check,45.2,45.2,0,3.8110970868381857,45.2,1.0,2292
54,1,One year,Electronic check,110.35,5893.15,1,4.703657132702745,109.1324074074074,0.01872513002384124,2293
69,1,Two year,Credit card (automatic),79.2,5420.65,0,4.37197629882038,78.56014492753623,0.014610793908479611,2294
48,1,Two year,Credit card (automatic),55.5,2627.35,0,4.0163830207523885,54.73645833333333,0.021123946181513694,2295
48,1,One year,Credit card (automatic),103.25,5037.55,1,4.637153231841142,104.94895833333334,0.020496074480650314,2296
8,1,Month-to-month,Electronic check,90.25,743.75,0,4.502583597212991,92.96875,0.12134453781512605,2297
71,1,Two year,Mailed check,91.25,6589.6,0,4.513602992462601,92.8112676056338,0.013847578001699647,2298
2,1,Month-to-month,Electronic check,47.8,92.45,1,3.86702563949741,46.225,0.5170362358031367,2299
67,1,One year,Credit card (automatic),100.9,6733.15,0,4.6141299273595635,100.49477611940299,0.014985556537430476,2300
34,1,Month-to-month,Bank transfer (automatic),97.7,3410.0,0,4.581901559048737,100.29411764705883,0.028651026392961878,2301
3,1,Month-to-month,Electronic check,69.85,199.85,0,4.246350085702971,66.61666666666666,0.3495121341005754,2302
9,1,One year,Mailed check,65.6,593.3,0,4.183575695950044,65.92222222222222,0.11056800943873252,2303
71,1,One year,Bank transfer (automatic),104.65,7288.4,0,4.650621448892009,102.65352112676055,0.014358432577794853,2304
57,1,Two year,Credit card (automatic),90.45,5229.8,0,4.504797211841304,91.75087719298246,0.017295116448047727,2305
72,0,Two year,Bank transfer (automatic),63.7,4464.8,0,4.154184562578117,62.01111111111111,0.014267156423580004,2306
48,1,Month-to-month,Electronic check,104.5,5068.05,0,4.6491870714048655,105.58437500000001,0.02061937036927418,2307
18,1,One year,Mailed check,20.1,401.85,0,3.0007198150650303,22.325000000000003,0.05001866368047779,2308
43,1,One year,Credit card (automatic),104.3,4451.85,0,4.647271362006727,103.53139534883722,0.023428462324651546,2309
72,1,Two year,Bank transfer (automatic),93.25,6688.95,0,4.535284058523925,92.90208333333334,0.013940902533282503,2310
35,1,One year,Bank transfer (automatic),73.45,2661.1,0,4.296604902619887,76.03142857142856,0.027601367855398146,2311
4,1,Month-to-month,Mailed check,20.7,73.05,0,3.0301337002713233,18.2625,0.28336755646817247,2312
49,1,Two year,Mailed check,25.25,1211.65,0,3.228826155721369,24.727551020408164,0.020839351297817024,2313
71,1,Two year,Bank transfer (automatic),100.5,7030.65,0,4.61015772749913,99.02323943661972,0.014294553135200871,2314
11,1,Month-to-month,Electronic check,90.6,1020.2,0,4.506454213048934,92.74545454545455,0.08880611644775534,2315
63,1,Two year,Credit card (automatic),89.4,5597.65,0,4.493120682179469,88.8515873015873,0.015970987825248098,2316
65,1,Month-to-month,Bank transfer (automatic),95.45,6223.3,0,4.558602550171757,95.74307692307693,0.015337521893529157,2317
49,1,Two year,Credit card (automatic),20.45,1024.65,0,3.017982882488811,20.91122448979592,0.019958034450788073,2318
29,1,Month-to-month,Credit card (automatic),98.6,2933.2,1,4.591071261608589,101.14482758620689,0.03361516432565117,2319
15,1,Month-to-month,Electronic check,83.05,1258.3,1,4.419442836059304,83.88666666666667,0.06600174839068584,2320
4,1,Month-to-month,Electronic check,19.95,82.9,0,2.9932291433358724,20.725,0.24065138721351023,2321
72,1,One year,Credit card (automatic),109.15,7789.6,0,4.692723082995953,108.1888888888889,0.014012272773955017,2322
26,1,Month-to-month,Credit card (automatic),85.7,2067.0,0,4.450852825603734,79.5,0.04146105466860184,2323
35,1,Month-to-month,Bank transfer (automatic),102.05,3452.55,0,4.625462889255854,98.64428571428572,0.02955786302877583,2324
57,1,One year,Electronic check,94.7,5468.95,0,4.550714000192032,95.94649122807017,0.017315938159975865,2325
28,1,Month-to-month,Electronic check,64.4,1802.15,0,4.165113633110308,64.3625,0.0357350941930472,2326
25,1,One year,Mailed check,26.8,733.55,0,3.288401887516811,29.342,0.036534660214027674,2327
47,1,One year,Credit card (automatic),66.05,3021.45,0,4.190412030968334,64.28617021276595,0.021860365056512603,2328
57,1,Month-to-month,Bank transfer (automatic),65.2,3687.85,0,4.177459468932607,64.69912280701755,0.017679677861084372,2329
16,1,Month-to-month,Credit card (automatic),85.05,1391.15,0,4.44323931884187,86.946875,0.06113646982712144,2330
5,1,Month-to-month,Mailed check,55.8,274.35,0,4.021773869387265,54.870000000000005,0.20338983050847456,2331
17,1,Month-to-month,Bank transfer (automatic),70.4,1214.05,1,4.254193263163997,71.41470588235293,0.05798772702936453,2332
56,1,One year,Bank transfer (automatic),104.75,5510.65,1,4.6515765588022475,98.40446428571428,0.019008646892834786,2333
72,1,Two year,Bank transfer (automatic),19.95,1322.85,0,2.9932291433358724,18.372916666666665,0.015081074951808595,2334
21,1,Month-to-month,Electronic check,94.25,1973.75,1,4.54595082632812,93.98809523809524,0.04775174160861305,2335
48,0,One year,Credit card (automatic),45.0,2196.3,0,3.8066624897703196,45.75625,0.020489004234394207,2336
68,1,Two year,Bank transfer (automatic),114.9,7843.55,0,4.74406218485471,115.34632352941176,0.014648979097474996,2337
30,1,Month-to-month,Bank transfer (automatic),106.4,3211.9,0,4.667205576907544,107.06333333333333,0.03312680967651546,2338
3,1,Month-to-month,Mailed check,46.1,130.15,0,3.8308129500026027,43.38333333333333,0.3542066845946984,2339
14,0,Two year,Mailed check,39.7,692.35,0,3.681351187693145,49.45357142857143,0.057340940275872034,2340
4,1,Month-to-month,Bank transfer (automatic),20.05,85.5,0,2.998229153752578,21.375,0.23450292397660819,2341
71,1,Two year,Credit card (automatic),95.75,6849.4,0,4.561740628060756,96.47042253521126,0.013979326656349461,2342
8,1,One year,Mailed check,24.4,203.95,0,3.1945831322991562,25.49375,0.11963716597205197,2343
61,0,Month-to-month,Bank transfer (automatic),33.6,2117.2,0,3.5145260669691587,34.708196721311474,0.01587001700358965,2344
72,1,Two year,Bank transfer (automatic),90.45,6565.85,0,4.504797211841304,91.19236111111111,0.013775824912235278,2345
5,1,Month-to-month,Electronic check,84.0,424.75,0,4.430816798843313,84.95,0.19776339022954678,2346
49,1,Two year,Bank transfer (automatic),67.4,3306.85,0,4.210645017918261,67.48673469387755,0.02038193446935906,2347
8,1,Month-to-month,Bank transfer (automatic),19.7,168.9,0,2.9806186357439426,21.1125,0.11663706335109532,2348
3,1,Month-to-month,Electronic check,80.35,253.8,0,4.386392092183521,84.60000000000001,0.31658786446020487,2349
9,1,Two year,Mailed check,19.6,197.4,0,2.975529566236472,21.933333333333334,0.09929078014184398,2350
67,1,Two year,Bank transfer (automatic),54.2,3838.2,0,3.9926809084456005,57.286567164179104,0.01412120264707415,2351
46,1,Month-to-month,Credit card (automatic),45.2,2065.15,0,3.8110970868381857,44.8945652173913,0.02188702999782098,2352
67,1,One year,Mailed check,75.1,5064.45,0,4.318820558770089,75.58880597014925,0.01482885604557257,2353
55,1,One year,Electronic check,19.7,1140.05,0,2.9806186357439426,20.728181818181817,0.017279943862111312,2354
33,1,Month-to-month,Bank transfer (automatic),72.75,2447.45,0,4.287028906051602,74.1651515151515,0.029724815624425426,2355
62,1,Two year,Credit card (automatic),20.05,1263.9,0,2.998229153752578,20.385483870967743,0.015863596803544582,2356
1,1,Month-to-month,Mailed check,45.95,45.95,1,3.827553848801696,45.95,1.0,2357
49,0,Month-to-month,Electronic check,39.2,1838.15,0,3.6686767467964168,37.51326530612245,0.021325789516633574,2358
1,1,Month-to-month,Electronic check,44.75,44.75,0,3.8010914447208646,44.75,1.0,2359
14,1,Month-to-month,Electronic check,82.65,1185.0,0,4.4146148242670336,84.64285714285714,0.06974683544303797,2360
18,1,Month-to-month,Bank transfer (automatic),93.9,1743.9,0,4.542230386214217,96.88333333333334,0.053844830552210565,2361
1,1,Month-to-month,Electronic check,70.15,70.15,1,4.25063580654847,70.15,1.0,2362
1,1,Month-to-month,Credit card (automatic),85.55,85.55,1,4.449101000338202,85.55,1.0,2363
72,1,Two year,Credit card (automatic),117.15,8529.5,0,4.763455164953805,118.46527777777777,0.013734685503253415,2364
64,1,Two year,Credit card (automatic),99.25,6549.45,0,4.5976419195673,102.33515625,0.01515394422432418,2365
69,1,Two year,Bank transfer (automatic),112.55,7806.5,0,4.723397567352741,113.1376811594203,0.01441747261897137,2366
1,1,Month-to-month,Electronic check,25.7,25.7,0,3.246490991901174,25.7,1.0,2367
71,1,Two year,Credit card (automatic),90.3,6287.3,0,4.5031374604229395,88.55352112676057,0.014362285877880807,2368
66,1,One year,Credit card (automatic),49.4,3251.85,0,3.899950424193877,49.27045454545454,0.015191352614665497,2369
2,1,Month-to-month,Mailed check,19.4,50.6,0,2.9652730660692823,25.3,0.38339920948616596,2370
71,1,Two year,Bank transfer (automatic),109.7,7904.25,0,4.697749367281185,111.3274647887324,0.013878609608754785,2371
11,1,One year,Electronic check,61.25,729.95,0,4.114963849424837,66.35909090909091,0.08390985683950955,2372
47,1,Month-to-month,Electronic check,55.3,2654.05,0,4.012772908528289,56.469148936170214,0.020836080706844253,2373
35,1,Month-to-month,Electronic check,70.3,2416.55,1,4.252771798816619,69.04428571428572,0.029091059568392953,2374
32,1,Month-to-month,Bank transfer (automatic),106.35,3520.75,1,4.666735541646246,110.0234375,0.030206632109635728,2375
60,1,Month-to-month,Bank transfer (automatic),103.75,5969.95,0,4.641984159110808,99.49916666666667,0.017378705014279853,2376
11,1,One year,Mailed check,19.5,226.8,0,2.970414465569701,20.61818181818182,0.08597883597883597,2377
29,0,One year,Credit card (automatic),39.5,1082.75,0,3.676300671907076,37.33620689655172,0.036481182175017314,2378
21,0,Month-to-month,Electronic check,26.05,565.75,0,3.260017768199376,26.94047619047619,0.04604507291206363,2379
48,1,Month-to-month,Credit card (automatic),91.05,4370.75,0,4.511408806173617,91.05729166666667,0.02083166504604473,2380
3,0,Month-to-month,Mailed check,29.65,90.05,0,3.3894621254437345,30.016666666666666,0.32926152137701276,2381
43,1,Month-to-month,Mailed check,50.2,2169.4,0,3.9160150266976834,50.45116279069768,0.023140038720383515,2382
5,1,Month-to-month,Electronic check,105.3,550.6,0,4.6568134191399295,110.12,0.19124591354885578,2383
1,1,Month-to-month,Electronic check,55.45,55.45,0,4.015481713796376,55.45,1.0,2384
71,1,One year,Electronic check,85.45,6300.85,0,4.4479314095616,88.7443661971831,0.01356166231540189,2385
8,1,One year,Electronic check,19.8,160.05,0,2.9856819377004897,20.00625,0.12371134020618556,2386
8,1,Month-to-month,Electronic check,59.25,436.6,0,4.081765780015241,54.575,0.13570774163994503,2387
20,1,Month-to-month,Credit card (automatic),90.7,1781.35,0,4.507557357121091,89.0675,0.05091643977881944,2388
33,1,One year,Mailed check,103.7,3467.0,1,4.641502115235482,105.06060606060606,0.029910585520623017,2389
71,1,One year,Credit card (automatic),79.05,5552.5,0,4.370080563655481,78.20422535211267,0.014236830256641152,2390
31,1,One year,Electronic check,90.7,2835.5,0,4.507557357121091,91.46774193548387,0.03198730382648563,2391
38,1,One year,Credit card (automatic),95.0,3591.25,0,4.553876891600541,94.50657894736842,0.026453184824225547,2392
1,1,Month-to-month,Electronic check,88.35,88.35,1,4.481306198765705,88.35,1.0,2393
2,0,Month-to-month,Mailed check,30.25,63.75,0,3.4094961844768505,31.875,0.4745098039215686,2394
12,0,Month-to-month,Bank transfer (automatic),49.85,617.15,0,3.9090184964078474,51.42916666666667,0.08077452807259176,2395
9,1,Month-to-month,Bank transfer (automatic),93.0,870.25,0,4.532599493153256,96.69444444444444,0.10686584314852055,2396
11,1,Month-to-month,Electronic check,54.55,601.25,0,3.9991177122790798,54.65909090909091,0.09072765072765072,2397
6,1,Month-to-month,Mailed check,19.7,111.65,0,2.9806186357439426,18.608333333333334,0.17644424540976264,2398
71,1,One year,Bank transfer (automatic),84.8,6046.1,0,4.440295542797857,85.15633802816902,0.014025570202279155,2399
42,1,One year,Credit card (automatic),94.45,3923.8,0,4.548070593947519,93.42380952380952,0.024071053570518374,2400
8,1,Month-to-month,Electronic check,94.2,777.3,1,4.545420181582317,97.1625,0.1211887302199923,2401
5,1,Month-to-month,Electronic check,96.25,512.45,1,4.566948973167894,102.49000000000001,0.18782320226363547,2402
2,1,Month-to-month,Electronic check,70.7,141.45,1,4.258445572902527,70.725,0.4998232591021563,2403
45,1,Two year,Mailed check,20.85,892.15,0,3.0373539482448106,19.825555555555557,0.023370509443479237,2404
28,0,One year,Credit card (automatic),60.0,1682.05,0,4.0943445622221,60.073214285714286,0.0356707588953955,2405
43,1,Month-to-month,Electronic check,80.45,3398.9,0,4.387635873438392,79.04418604651163,0.023669422460207715,2406
60,1,Two year,Electronic check,84.95,4984.85,0,4.442062848117941,83.08083333333335,0.017041636157557397,2407
42,0,One year,Mailed check,33.55,1445.3,1,3.5130368634176907,34.41190476190476,0.02321317373555663,2408
7,0,Two year,Credit card (automatic),49.65,305.55,0,3.9049983904911816,43.65,0.16249386352479134,2409
25,1,One year,Bank transfer (automatic),20.2,507.9,0,3.005682604407159,20.316,0.039771608584367,2410
40,1,Month-to-month,Credit card (automatic),94.55,3640.45,1,4.549128795104466,91.01124999999999,0.025972063893200018,2411
27,1,One year,Bank transfer (automatic),100.5,2673.45,0,4.61015772749913,99.01666666666667,0.03759187566627392,2412
10,0,Month-to-month,Electronic check,35.75,389.8,0,3.5765502691400166,38.980000000000004,0.09171369933299127,2413
27,1,Month-to-month,Bank transfer (automatic),86.45,2401.05,0,4.4595662121293,88.92777777777779,0.03600508111034755,2414
11,1,One year,Bank transfer (automatic),53.8,651.55,0,3.9852734671677386,59.23181818181818,0.08257232752666718,2415
4,0,Month-to-month,Credit card (automatic),38.55,156.1,0,3.6519561000093383,39.025,0.2469570787956438,2416
68,0,Month-to-month,Bank transfer (automatic),39.9,2796.35,0,3.686376323895818,41.12279411764706,0.01426860013946752,2417
1,1,Month-to-month,Electronic check,70.05,70.05,0,4.249209272783016,70.05,1.0,2418
18,1,One year,Mailed check,20.1,407.05,0,3.0007198150650303,22.61388888888889,0.04937968308561602,2419
57,1,Two year,Bank transfer (automatic),112.95,6465.0,1,4.726945242914012,113.42105263157895,0.017470997679814384,2420
26,1,Month-to-month,Electronic check,20.3,511.25,0,3.0106208860477417,19.66346153846154,0.03970660146699267,2421
17,0,Month-to-month,Credit card (automatic),35.65,646.05,0,3.573749146860305,38.002941176470586,0.05518148750096742,2422
1,0,Month-to-month,Electronic check,35.9,35.9,1,3.580737295494233,35.9,1.0,2423
38,1,Month-to-month,Bank transfer (automatic),99.25,3777.15,1,4.5976419195673,99.39868421052631,0.026276425347153277,2424
59,1,One year,Credit card (automatic),82.95,4903.15,0,4.418238016636454,83.1042372881356,0.016917695767006927,2425
30,1,Two year,Mailed check,55.65,1653.85,0,4.019082077721554,55.12833333333333,0.03364875895637452,2426
2,0,Month-to-month,Mailed check,24.45,47.5,1,3.196630215920881,23.75,0.5147368421052632,2427
50,1,One year,Electronic check,25.2,1306.3,0,3.2268439945173775,26.125999999999998,0.019291127612340198,2428
9,0,One year,Mailed check,50.8,463.6,0,3.927896354584436,51.51111111111111,0.10957722174288179,2429
3,1,Month-to-month,Mailed check,19.65,60.65,0,2.9780773383152703,20.216666666666665,0.3239901071723001,2430
14,1,Month-to-month,Credit card (automatic),59.8,824.85,0,4.091005660956586,58.917857142857144,0.07249802994483845,2431
31,1,Month-to-month,Credit card (automatic),73.55,2094.65,0,4.297965447047447,67.56935483870969,0.03511326474590027,2432
7,1,Month-to-month,Electronic check,61.4,438.9,0,4.117409835153096,62.699999999999996,0.1398951925267715,2433
8,1,Month-to-month,Bank transfer (automatic),103.35,847.3,1,4.638121286127777,105.9125,0.12197568747787088,2434
17,1,One year,Bank transfer (automatic),19.9,329.75,0,2.990719731730447,19.397058823529413,0.060348749052312356,2435
32,1,Month-to-month,Credit card (automatic),19.45,674.55,0,2.9678470700644555,21.0796875,0.028834037506485805,2436
2,1,Month-to-month,Mailed check,81.5,162.55,0,4.400603020246817,81.275,0.50138418948016,2437
7,1,Month-to-month,Electronic check,84.8,546.95,1,4.440295542797857,78.13571428571429,0.15504159429563943,2438
72,1,Two year,Credit card (automatic),109.55,7887.25,0,4.696381066041475,109.54513888888889,0.013889505214111381,2439
31,1,Month-to-month,Electronic check,99.95,3186.65,1,4.604670060946409,102.79516129032258,0.03136522680557953,2440
27,1,Month-to-month,Mailed check,74.4,1972.35,0,4.309455941839047,73.05,0.037721499733820066,2441
18,1,Month-to-month,Credit card (automatic),90.0,1527.35,1,4.499809670330265,84.85277777777777,0.058925590074311716,2442
7,1,Month-to-month,Electronic check,74.9,490.55,0,4.316153890523174,70.07857142857144,0.15268576088064417,2443
14,1,Month-to-month,Electronic check,104.85,1531.4,1,4.652530757347929,109.38571428571429,0.06846676243959775,2444
11,1,Month-to-month,Bank transfer (automatic),59.65,683.25,0,4.0884941485439255,62.11363636363637,0.08730332967435053,2445
72,1,Two year,Bank transfer (automatic),110.45,8058.85,0,4.7045629298661265,111.92847222222223,0.013705429434720834,2446
28,1,One year,Electronic check,106.1,2847.4,1,4.664382045619937,101.69285714285715,0.03726206363700217,2447
15,1,Month-to-month,Credit card (automatic),74.2,1133.9,1,4.3067641501733345,75.59333333333333,0.0654378693006438,2448
4,1,Month-to-month,Electronic check,74.45,294.45,0,4.310127759130018,73.6125,0.25284428595686875,2449
71,1,Two year,Electronic check,24.55,1719.15,0,3.2007118542405295,24.213380281690142,0.0142803129453509,2450
5,1,Month-to-month,Electronic check,89.35,461.7,1,4.492561241605437,92.34,0.19352393329001516,2451
47,1,Two year,Mailed check,24.55,1160.45,0,3.2007118542405295,24.690425531914894,0.021155586195010557,2452
57,1,One year,Electronic check,90.65,5199.8,0,4.50700593720086,91.22456140350877,0.017433362821646987,2453
50,1,Two year,Credit card (automatic),105.05,5163.3,0,4.654436427291009,103.266,0.020345515464915847,2454
8,1,Month-to-month,Credit card (automatic),20.45,162.3,0,3.017982882488811,20.2875,0.1260012322858903,2455
48,1,Two year,Mailed check,19.55,883.35,0,2.972975286431375,18.403125,0.022131657893247298,2456
70,1,One year,Bank transfer (automatic),19.7,1341.5,0,2.9806186357439426,19.164285714285715,0.014685054043980619,2457
1,1,Month-to-month,Bank transfer (automatic),70.45,70.45,0,4.254903238344689,70.45,1.0,2458
8,1,Month-to-month,Bank transfer (automatic),85.65,659.45,0,4.450269224770129,82.43125,0.1298809614072333,2459
1,1,Month-to-month,Electronic check,77.15,77.15,1,4.34575157880917,77.15,1.0,2460
1,0,Month-to-month,Bank transfer (automatic),35.25,35.25,1,3.5624655292582776,35.25,1.0,2461
