customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_Tenure_Ratio,MonthlyCharges_to_TotalCharges_Ratio
1781,18,1,One year,Bank transfer (automatic),3.0032042883926917,390.85,1,0.16684468268848288,0.007683777122662636
1782,60,1,One year,Electronic check,4.647750633523209,6339.45,0,0.07746251055872015,0.0007331472972455354
1783,26,1,Month-to-month,Electronic check,4.190412030968334,1652.4,0,0.16116969349878207,0.0025359549933238524
1784,1,1,Month-to-month,Electronic check,4.271793154274181,71.65,1,4.271793154274181,0.0596202812878462
1785,4,1,Month-to-month,Mailed check,3.013080911888604,77.5,1,0.753270227972151,0.0388784633792078
1786,68,1,Two year,Credit card (automatic),4.523960130562548,6392.85,0,0.06652882544944924,0.0007076593585900729
1787,38,1,Month-to-month,Credit card (automatic),4.433788569232471,3264.5,1,0.11667864655874922,0.0013581830507681026
1788,42,1,One year,Bank transfer (automatic),4.65586330030361,4599.15,0,0.1108538881024669,0.0010123312569286955
1789,57,1,Two year,Bank transfer (automatic),2.975529566236472,1134.25,0,0.05220227309186792,0.002623345440807998
1790,54,0,Month-to-month,Electronic check,3.414442608412176,1621.35,0,0.06323041867429956,0.0021059256844063136
1791,12,1,Month-to-month,Bank transfer (automatic),4.35799005684564,947.3,1,0.36316583807047004,0.004600432869044274
1792,44,1,One year,Mailed check,4.119037174812473,2722.2,0,0.09361448124573801,0.0015131280489355935
1793,42,1,Month-to-month,Bank transfer (automatic),4.239886867512759,3058.3,0,0.10094968732173235,0.001386354140376274
1794,72,1,Two year,Bank transfer (automatic),3.2088254890146994,1769.6,0,0.04456702068075971,0.0018133055430688853
1795,71,1,Two year,Mailed check,4.511408806173617,6293.75,0,0.06354096910103686,0.0007168077547048448
1796,19,1,Month-to-month,Mailed check,4.495913200051142,1761.05,1,0.23662701052900745,0.0025529730558764042
1797,23,1,Month-to-month,Credit card (automatic),4.299324142908639,1642.75,0,0.1869271366482017,0.0026171505968093983
1798,30,1,Two year,Credit card (automatic),2.9652730660692823,578.5,0,0.09884243553564274,0.005125796138408439
1799,35,1,One year,Bank transfer (automatic),3.265759410767051,954.9,0,0.09330741173620145,0.0034200014773976867
1800,10,1,Month-to-month,Electronic check,4.592084946439436,973.25,1,0.4592084946439436,0.004718299456911827
1801,1,1,Month-to-month,Bank transfer (automatic),3.780774718818192,43.85,0,3.780774718818192,0.08622063212812296
1802,22,1,Month-to-month,Mailed check,4.244200317766478,1490.4,0,0.19291819626211265,0.0028476921080021994
1803,7,0,Two year,Mailed check,3.6519561000093383,280.0,0,0.5217080142870484,0.013042700357176208
1804,36,0,Two year,Mailed check,3.9721769282478934,1901.25,0,0.11033824800688592,0.002089244932674763
1805,34,1,Month-to-month,Mailed check,3.027715319407042,716.4,0,0.08905045057079534,0.004226291623962928
1806,72,1,Two year,Credit card (automatic),4.165889729385197,4720.0,0,0.0578595795747944,0.0008826037562256773
1807,36,1,Two year,Credit card (automatic),3.2228678461377385,930.95,0,0.0895241068371594,0.00346191293424753
1808,1,1,Month-to-month,Electronic check,4.335328031664641,76.35,1,4.335328031664641,0.056782292490696024
1809,23,1,Month-to-month,Electronic check,4.371344786327021,1676.95,1,0.19005846897074005,0.002606723388489234
1810,32,1,Month-to-month,Electronic check,4.442651256490317,2642.05,1,0.1388328517653224,0.00168151672242778
1811,71,1,One year,Credit card (automatic),4.555454593742159,6770.85,0,0.06416133230622759,0.0006728039454045147
1812,23,1,Month-to-month,Mailed check,4.373868446972418,1835.3,0,0.19016819334662688,0.0023831899128057637
1813,17,1,One year,Bank transfer (automatic),4.57109620565434,1588.25,0,0.2688880120973141,0.002878070962162342
1814,1,1,Month-to-month,Electronic check,4.324132656254979,75.5,0,4.324132656254979,0.057273280215297734
1815,12,1,Two year,Mailed check,2.9806186357439426,258.35,0,0.2483848863119952,0.011537134258734053
1816,72,1,Two year,Credit card (automatic),3.0204248861443626,1502.25,0,0.04195034564089392,0.002010600689728316
1817,1,1,Month-to-month,Mailed check,2.954910279033736,19.2,0,2.954910279033736,0.15390157703300708
1818,72,1,Two year,Bank transfer (automatic),4.5885325448350684,6929.4,0,0.06372961867826483,0.0006621832402278796
1819,60,1,Month-to-month,Bank transfer (automatic),4.308783672906164,4453.3,0,0.07181306121510272,0.0009675484860454412
1820,61,0,Two year,Credit card (automatic),3.9386649363745674,3244.4,0,0.06456827764548471,0.001213988699412701
1821,6,1,Month-to-month,Mailed check,3.8210036070409776,323.45,0,0.6368339345068296,0.01181327440729936
1822,32,1,Month-to-month,Electronic check,4.446174454497633,2661.1,1,0.13894295170305104,0.0016708032221628775
1823,31,1,Month-to-month,Credit card (automatic),4.4607222816222185,2697.4,1,0.14389426714910383,0.001653711826804411
1824,19,1,Month-to-month,Credit card (automatic),4.302036008977389,1424.5,1,0.2264229478409152,0.0030200322983344255
1825,72,1,Two year,Bank transfer (automatic),3.0106208860477417,1401.15,0,0.0418141789728853,0.0021486785041200025
1826,32,1,Month-to-month,Electronic check,3.9926809084456005,1739.6,0,0.12477127838892502,0.0022951718259632105
1827,65,1,Month-to-month,Electronic check,4.50700593720086,5931.0,0,0.06933855288001324,0.0007599065818919003
1828,45,0,Month-to-month,Bank transfer (automatic),3.929862923556477,2333.85,0,0.08733028719014393,0.0016838541138275713
1829,42,1,One year,Electronic check,3.2208738275308737,949.85,0,0.07668747208406843,0.0033909289124923656
1830,8,1,Month-to-month,Electronic check,4.3154861108656375,572.45,0,0.5394357638582047,0.00753862540111038
1831,32,1,Two year,Mailed check,3.0204248861443626,696.8,0,0.09438827769201133,0.004334708504799602
1832,22,1,Month-to-month,Mailed check,4.151826997635463,1381.8,0,0.18871940898343012,0.003004651177909584
1833,57,0,Month-to-month,Electronic check,3.803323588504805,2572.95,1,0.0667249752369264,0.0014781956853047301
1834,1,1,Month-to-month,Electronic check,3.8701588013294472,47.95,0,3.8701588013294472,0.08071238376078096
1835,1,1,Month-to-month,Electronic check,3.8088822465086327,45.1,1,3.8088822465086327,0.08445415180728676
1836,1,1,Month-to-month,Electronic check,3.8066624897703196,45.0,0,3.8066624897703196,0.08459249977267377
1837,24,1,Month-to-month,Electronic check,4.564348191467836,2122.45,1,0.19018117464449316,0.0021505091716967828
1838,1,1,Month-to-month,Bank transfer (automatic),2.998229153752578,20.05,1,2.998229153752578,0.14953761365349516
1839,54,1,Month-to-month,Electronic check,4.500365071621965,4931.8,0,0.08334009391892527,0.0009125197841806165
1840,4,1,Two year,Credit card (automatic),3.2308043957334744,116.95,0,0.8077010989333686,0.0276255185612097
1841,65,1,Two year,Bank transfer (automatic),4.688131706702439,6937.95,1,0.07212510318003752,0.000675722901822936
1842,56,1,One year,Electronic check,3.190476350346503,1261.7,0,0.056972791970473266,0.002528712332841803
1843,45,1,Month-to-month,Electronic check,4.330075229041782,3273.8,0,0.09622389397870626,0.0013226450085655145
1844,71,1,Two year,Credit card (automatic),2.9806186357439426,1415.85,0,0.04198054416540764,0.0021051796699819493
1845,59,1,One year,Credit card (automatic),4.1956970564823886,3958.2,0,0.07111350943190489,0.0010600012774701604
1846,69,0,One year,Bank transfer (automatic),3.5765502691400166,2492.25,0,0.05183406187159444,0.00143506882100111
1847,19,1,One year,Mailed check,2.9338568698359038,279.2,0,0.15441351946504756,0.01050808334468447
1848,55,1,Two year,Credit card (automatic),2.9652730660692823,1083.0,0,0.05391405574671422,0.00273801760486545
1849,38,1,One year,Mailed check,2.9601050959108397,755.5,0,0.07789750252396947,0.003918074250047438
1850,10,1,Month-to-month,Electronic check,3.8188106237059674,402.6,1,0.3818810623705967,0.009485371643581637
1851,47,1,Month-to-month,Credit card (automatic),4.211386582653765,3252.0,0,0.08960396984369713,0.001295014324309276
1852,2,0,Month-to-month,Electronic check,3.55820113047182,68.75,1,1.77910056523591,0.05175565280686283
1853,1,1,Month-to-month,Credit card (automatic),3.832979798087693,46.2,1,3.832979798087693,0.08296493069453881
1854,1,1,Month-to-month,Electronic check,3.8099902798629945,45.15,1,3.8099902798629945,0.08438516677437419
1855,1,0,Month-to-month,Electronic check,3.768152635008444,43.3,1,3.768152635008444,0.08702431027733128
1856,46,1,Two year,Mailed check,3.0007198150650303,936.85,0,0.06523303945793545,0.00320298854145811
1857,38,1,Month-to-month,Credit card (automatic),4.04567939024082,2250.65,1,0.10646524711160052,0.0017975604337595005
1858,65,1,Two year,Credit card (automatic),4.075841090657541,3857.1,0,0.06270524754857755,0.001056711283258806
1859,19,1,Month-to-month,Electronic check,4.293195420967266,1441.1,1,0.22595765373511928,0.0029791099999772856
1860,52,1,Month-to-month,Electronic check,4.4467604492404496,4338.6,1,0.0855146240238548,0.0010249298043701767
1861,71,1,Two year,Mailed check,2.9678470700644555,1378.45,0,0.041800662958654304,0.0021530320795563533
1862,1,1,Month-to-month,Mailed check,3.827553848801696,45.95,1,3.827553848801696,0.08329823392386715
1863,52,0,Month-to-month,Electronic check,3.9219733362813143,2566.3,0,0.07542256415925605,0.0015282598824304695
1864,6,1,One year,Mailed check,3.2228678461377385,171.0,0,0.5371446410229564,0.018847180386770402
1865,26,1,One year,Mailed check,4.1059436980654525,1597.4,0,0.15792091146405587,0.0025703916977998322
1866,48,1,One year,Electronic check,4.59511985013459,4744.35,0,0.09573166354447062,0.0009685457122966454
1867,64,1,One year,Bank transfer (automatic),4.648229675448539,6721.6,0,0.07262858867888342,0.0006915361930862501
1868,3,1,Month-to-month,Electronic check,4.427836170705175,247.25,1,1.4759453902350586,0.017908336383034077
1869,1,1,Month-to-month,Bank transfer (automatic),3.7853253523821886,44.05,0,3.7853253523821886,0.08593247110969782
1870,72,1,Two year,Credit card (automatic),3.1822118404966093,1734.65,0,0.044197386673564015,0.0018344979335869537
1871,1,1,Month-to-month,Mailed check,3.8188106237059674,45.55,0,3.8188106237059674,0.08383777439530116
1872,51,1,Month-to-month,Electronic check,4.541164856012179,4539.35,0,0.08904244815710154,0.001000399805261145
1873,41,1,Two year,Bank transfer (automatic),2.9806186357439426,804.25,0,0.07269801550594981,0.003706084719607016
1874,72,1,Two year,Credit card (automatic),4.257738109130536,5011.15,0,0.0591352515157019,0.0008496528958683209
1875,43,1,Two year,Credit card (automatic),4.4595662121293,3574.5,0,0.10371084214254185,0.001247605598581424
1876,72,1,Two year,Credit card (automatic),4.73707525686803,8086.4,0,0.06579271190094486,0.0005858076841200076
1877,47,1,One year,Credit card (automatic),4.55597994179732,4563.0,0,0.09693574344249617,0.0009984615257061845
1878,72,1,Two year,Credit card (automatic),4.4835673642288425,6362.35,0,0.06227176894762281,0.0007047030364926234
1879,3,1,Month-to-month,Credit card (automatic),3.0325462466767075,67.1,0,1.0108487488922357,0.04519442990576315
1880,1,1,Month-to-month,Electronic check,4.249209272783016,70.05,1,4.249209272783016,0.06065966128169902
1881,2,1,Month-to-month,Electronic check,4.454347296253507,165.45,1,2.2271736481267537,0.026922618895457887
1882,26,0,Month-to-month,Bank transfer (automatic),3.798854307322508,1156.55,0,0.1461097810508657,0.0032846433853465115
1883,29,1,Month-to-month,Mailed check,4.097672352314776,1834.15,0,0.141299046631544,0.002234098820878759
1884,35,1,Month-to-month,Bank transfer (automatic),4.61015772749913,3653.35,1,0.13171879221426086,0.001261898730616867
1885,27,1,One year,Bank transfer (automatic),4.015481713796376,1477.65,0,0.14872154495542134,0.0027174782348975573
1886,24,1,Month-to-month,Credit card (automatic),4.252771798816619,1706.45,0,0.17719882495069247,0.0024921748652563035
1887,67,1,Two year,Bank transfer (automatic),4.100989104940769,3953.7,0,0.06120879261105626,0.0010372534853278625
1888,16,1,Month-to-month,Electronic check,4.285653390016292,1194.3,1,0.26785333687601826,0.0035884228334725717
1889,23,1,One year,Bank transfer (automatic),4.021773869387265,1327.85,0,0.1748597334516202,0.003028786285640144
1890,14,0,Month-to-month,Mailed check,3.4372078191851885,419.7,0,0.24551484422751346,0.008189677910853439
1891,1,1,Month-to-month,Electronic check,3.044522437723423,21.0,1,3.044522437723423,0.14497725893921062
1892,1,1,Month-to-month,Mailed check,3.8088822465086327,45.1,1,3.8088822465086327,0.08445415180728676
1893,4,0,Month-to-month,Credit card (automatic),3.9308447596687337,207.35,0,0.9827111899171834,0.01895753440881955
1894,16,1,Month-to-month,Electronic check,4.235554730773624,1083.7,0,0.2647221706733515,0.003908419978567523
1895,46,0,Month-to-month,Electronic check,3.783052624131186,2007.85,0,0.08224027443763447,0.0018841310975078746
1896,68,1,Two year,Bank transfer (automatic),4.460144413937834,5882.75,0,0.06559035902849755,0.0007581733736667092
1897,38,1,Month-to-month,Electronic check,4.24778070111149,2657.55,0,0.1117837026608287,0.0015983822321730503
1898,30,1,Month-to-month,Bank transfer (automatic),3.919991175077323,1527.5,1,0.13066637250257743,0.0025662790016872817
1899,5,1,Month-to-month,Electronic check,4.3688147407016515,378.4,1,0.8737629481403303,0.011545493500797177
1900,17,1,Month-to-month,Credit card (automatic),4.5103099049641315,1612.2,0,0.26531234735083126,0.0027976118998661033
1901,4,1,Two year,Mailed check,2.990719731730447,76.65,0,0.7476799329326117,0.039017869950821224
1902,12,1,One year,Electronic check,3.0032042883926917,260.7,0,0.25026702403272433,0.011519770956627127
1903,72,1,Two year,Credit card (automatic),4.506454213048934,6441.85,0,0.06258964184790186,0.0006995590106955197
1904,3,1,Month-to-month,Electronic check,4.5217885770490405,266.8,0,1.5072628590163468,0.016948233047410197
1905,56,1,Month-to-month,Electronic check,4.548070593947519,5124.6,1,0.08121554632049141,0.0008874976766864767
1906,41,1,One year,Mailed check,3.2128577525426376,962.25,0,0.07836238420835702,0.003338901275700325
1907,40,0,One year,Credit card (automatic),3.58351893845611,1382.9,0,0.08958797346140275,0.0025913073529945114
1908,7,1,Month-to-month,Electronic check,4.363098624788363,571.05,0,0.6232998035411947,0.007640484414304113
1909,69,1,Two year,Credit card (automatic),2.9932291433358724,1399.35,0,0.043380132512114096,0.002139013930278967
1910,7,1,One year,Mailed check,3.027715319407042,150.0,0,0.4325307599152917,0.020184768796046946
1911,5,0,Month-to-month,Electronic check,3.417726683613366,167.2,0,0.6835453367226731,0.020440949064673242
1912,72,1,Two year,Credit card (automatic),4.664382045619937,7657.4,0,0.06478308396694357,0.0006091339156397651
1913,44,1,One year,Bank transfer (automatic),3.0204248861443626,865.05,0,0.0686460201396446,0.0034916188499443533
1914,65,1,One year,Electronic check,4.5591262474866845,6153.85,0,0.07014040380748746,0.000740857552180616
1915,3,1,Month-to-month,Electronic check,4.168214410788556,174.2,0,1.3894048035961852,0.023927752071116856
1916,24,1,Month-to-month,Credit card (automatic),3.933784497209659,1269.6,0,0.1639076873837358,0.0030984439959118298
1917,44,1,Month-to-month,Bank transfer (automatic),4.440295542797857,3862.55,1,0.10091580779086039,0.0011495761977962375
1918,72,1,Two year,Credit card (automatic),4.489759334476764,6352.4,0,0.0623577685343995,0.0007067815840433166
1919,24,1,Month-to-month,Electronic check,4.006423680849631,1348.5,0,0.1669343200354013,0.002971022381052748
1920,1,1,Month-to-month,Mailed check,3.929862923556477,50.9,1,3.929862923556477,0.07720752305611939
1921,22,1,Month-to-month,Bank transfer (automatic),3.017982882488811,471.55,0,0.13718104011312776,0.006400133352749042
1922,70,1,Two year,Credit card (automatic),4.453765731828859,5931.75,0,0.06362522474041227,0.0007508350371861354
1923,25,1,Month-to-month,Electronic check,4.10016094754354,1404.65,0,0.1640064379017416,0.002918991170429317
1924,37,1,Two year,Bank transfer (automatic),2.9856819377004897,726.1,0,0.08069410642433757,0.004111943172704159
1925,22,1,Month-to-month,Bank transfer (automatic),4.4467604492404496,1961.6,0,0.20212547496547498,0.002266904796717195
1926,59,1,Two year,Bank transfer (automatic),4.278054044290903,4194.85,0,0.07250939058120175,0.001019834807988582
1927,49,1,Month-to-month,Electronic check,4.603168183317418,4872.45,1,0.09394220782280445,0.0009447337957941936
1928,47,1,Month-to-month,Bank transfer (automatic),4.67609452432479,5118.95,1,0.09949137285797426,0.0009134870479931997
1929,31,1,Month-to-month,Mailed check,2.972975286431375,658.95,1,0.09590242859456048,0.0045116856915264816
1930,1,1,Month-to-month,Electronic check,4.395066248181685,81.05,0,4.395066248181685,0.05422660392574565
1931,3,1,Month-to-month,Electronic check,3.0204248861443626,76.95,0,1.006808295381454,0.03925178539498846
1932,53,1,One year,Bank transfer (automatic),4.716711560720999,5809.75,0,0.08899455774945281,0.0008118613642103358
1933,1,1,Month-to-month,Mailed check,3.005682604407159,20.2,0,3.005682604407159,0.14879616853500788
1934,20,1,One year,Mailed check,2.9806186357439426,415.9,0,0.14903093178719712,0.0071666714011636035
1935,3,1,Month-to-month,Electronic check,4.370712874773608,246.5,1,1.4569042915912027,0.017731086713077517
1936,51,1,One year,Bank transfer (automatic),2.9882040071331994,996.95,0,0.058592235433984306,0.0029973459121653036
1937,51,1,One year,Bank transfer (automatic),4.102643365036796,3145.15,0,0.0804439875497411,0.0013044348807010144
1938,13,1,Two year,Mailed check,2.972975286431375,265.3,0,0.2286904066485673,0.011206088527822747
1939,1,1,Month-to-month,Mailed check,3.039749158970765,20.9,0,3.039749158970765,0.1454425434914242
1940,1,1,Month-to-month,Mailed check,3.0469005601283903,21.05,0,3.0469005601283903,0.1447458698398285
1941,63,1,One year,Electronic check,4.269697449699962,4576.3,0,0.06777297539206288,0.0009330020867731489
1942,3,1,Month-to-month,Mailed check,4.000949214622548,189.1,0,1.3336497382075159,0.02115784883459835
1943,46,1,Two year,Credit card (automatic),2.954910279033736,908.15,0,0.06423717997899427,0.0032537689578084413
1944,1,1,Month-to-month,Credit card (automatic),3.9080149840306073,49.8,0,3.9080149840306073,0.07847419646647806
1945,8,0,Month-to-month,Mailed check,3.2386784521643803,215.2,1,0.40483480652054754,0.015049621060243403
1946,71,1,Two year,Bank transfer (automatic),3.0204248861443626,1500.95,0,0.042541195579498065,0.0020123421074282038
1947,55,1,Month-to-month,Credit card (automatic),4.504244267398131,5099.15,0,0.08189535031632966,0.0008833323725323106
1948,70,1,One year,Bank transfer (automatic),4.502583597212991,6385.95,0,0.06432262281732844,0.0007050765504291438
1949,2,1,Month-to-month,Electronic check,4.391357962102766,159.45,1,2.195678981051383,0.02754065827596592
1950,67,1,Two year,Bank transfer (automatic),4.650143551630823,6885.75,0,0.06940512763628094,0.0006753285483252837
1951,65,1,Month-to-month,Bank transfer (automatic),4.520156811661135,5940.85,1,0.06954087402555592,0.0007608602828991027
1952,14,1,Month-to-month,Credit card (automatic),3.9160150266976834,668.85,0,0.2797153590498345,0.005854847913131021
1953,20,1,Month-to-month,Bank transfer (automatic),4.5591262474866845,1916.2,0,0.22795631237433422,0.0023792538604982174
1954,1,1,Month-to-month,Electronic check,4.3221439250725044,75.35,1,4.3221439250725044,0.05736090146081625
1955,1,1,Month-to-month,Electronic check,4.323470185213858,75.45,1,4.323470185213858,0.057302454409726415
1956,49,1,Month-to-month,Bank transfer (automatic),4.558078578454241,4613.95,0,0.0930220118051886,0.000987890761376747
1957,72,1,Two year,Bank transfer (automatic),4.618086411254637,7261.25,0,0.0641400890452033,0.0006359905541407661
1958,46,1,Month-to-month,Electronic check,3.9721769282478934,2459.8,0,0.08635167235321507,0.0016148373559833698
1959,24,1,Month-to-month,Bank transfer (automatic),4.440884991680235,2048.8,0,0.18503687465334315,0.002167554173994648
1960,5,0,Month-to-month,Electronic check,3.5336865647082343,163.55,0,0.7067373129416469,0.02160615447696872
1961,33,1,Month-to-month,Credit card (automatic),4.484131857611035,2888.7,0,0.13588278356397077,0.0015523009857759669
1962,42,1,One year,Bank transfer (automatic),4.096841442420688,2421.6,0,0.09754384386715924,0.0016917911473491444
1963,23,1,One year,Credit card (automatic),4.604670060946409,2292.75,0,0.20020304612810474,0.0020083611649531824
1964,8,1,Month-to-month,Bank transfer (automatic),4.258445572902527,553.4,0,0.5323056966128159,0.007695058859599796
1965,66,1,One year,Mailed check,4.00369019395397,3465.7,0,0.06066197263566621,0.0011552327650846785
1966,24,1,Month-to-month,Bank transfer (automatic),3.902982260775997,1210.4,1,0.16262426086566653,0.0032245392108195613
1967,24,1,Month-to-month,Credit card (automatic),4.00369019395397,1291.3,0,0.1668204247480821,0.0031005112630325795
1968,69,1,One year,Credit card (automatic),4.364371699435161,5356.45,1,0.06325176375992987,0.0008147880964883759
1969,53,1,One year,Mailed check,4.60816569496789,5200.8,0,0.08694652254656396,0.0008860493952791666
1970,60,0,Two year,Electronic check,3.9815490680767565,3237.05,0,0.0663591511346126,0.0012299930702574123
1971,7,1,Month-to-month,Electronic check,4.395682961121367,576.65,1,0.6279547087316238,0.007622791920786209
1972,20,1,One year,Credit card (automatic),2.962692419475791,433.75,0,0.14813462097378954,0.006830414799944187
1973,23,1,Month-to-month,Electronic check,4.449685283147696,1868.4,0,0.1934645775281607,0.002381548535189304
1974,72,1,Two year,Electronic check,4.39197696552705,5728.55,0,0.06099968007676458,0.0007666821386785573
1975,11,1,Month-to-month,Electronic check,4.316821224548606,825.7,1,0.3924382931407824,0.005228074633097501
1976,21,1,Two year,Mailed check,2.975529566236472,390.4,0,0.14169188410649866,0.007621745815154898
1977,1,1,Month-to-month,Electronic check,4.538496052720099,93.55,1,4.538496052720099,0.048514121354570804
1978,31,1,Month-to-month,Electronic check,4.507557357121091,2845.15,0,0.14540507603616423,0.0015842951539008809
1979,57,1,Two year,Mailed check,4.244917420701475,3894.4,0,0.07447223545090306,0.001090005500385547
1980,45,1,Two year,Bank transfer (automatic),2.995732273553991,886.4,0,0.0665718283011998,0.0033796618609589248
1981,10,1,Month-to-month,Electronic check,4.55650501400681,1021.55,0,0.45565050140068103,0.004460383744316784
1982,58,1,Month-to-month,Credit card (automatic),4.625952725170619,5885.4,1,0.07975780560639,0.0007860048127859822
1983,14,1,Month-to-month,Mailed check,2.9932291433358724,268.4,0,0.21380208166684803,0.011152120504232015
1984,27,1,One year,Mailed check,4.392595586023115,2204.35,0,0.16268872540826354,0.0019926942572745326
1985,14,1,Month-to-month,Bank transfer (automatic),4.509760001183433,1259.0,1,0.32212571437024523,0.0035820174751258404
1986,12,0,Month-to-month,Mailed check,3.374168709274236,309.1,1,0.28118072577285297,0.01091610711508973
1987,69,1,Two year,Bank transfer (automatic),4.535820107853298,6398.05,0,0.06573652330222171,0.0007089378963673772
1988,25,1,Month-to-month,Bank transfer (automatic),4.49032034430915,2257.75,1,0.179612813772366,0.0019888474562325988
1989,58,1,One year,Electronic check,4.689970787680556,6287.25,1,0.08086156530483718,0.000745949467204351
1990,35,0,Two year,Credit card (automatic),3.836221292011864,1662.05,0,0.1096063226289104,0.0023081262850166147
1991,16,1,Month-to-month,Electronic check,4.43970574626056,1350.15,1,0.277481609141285,0.0032883055558719843
1992,45,1,One year,Credit card (automatic),4.366278277705742,3600.65,0,0.09702840617123872,0.0012126361289505345
1993,17,1,Month-to-month,Electronic check,4.425445255041403,1329.15,0,0.2603203091200825,0.0033295303427313717
1994,1,1,Month-to-month,Electronic check,3.822098297900159,45.7,1,3.822098297900159,0.08363453605908444
1995,22,1,One year,Mailed check,2.975529566236472,422.5,0,0.13525134391983962,0.0070426735295537795
1996,1,1,Month-to-month,Electronic check,4.24778070111149,69.95,1,4.24778070111149,0.060725957128112795
1997,67,1,Two year,Mailed check,4.217299386280878,4627.65,0,0.06294476695941609,0.0009113263505841795
1998,67,1,Two year,Bank transfer (automatic),4.660131744062066,6717.9,0,0.06955420513525472,0.0006936887634621037
1999,2,0,Month-to-month,Electronic check,3.7977338590260183,97.1,1,1.8988669295130092,0.03911157424331636
2000,23,1,Month-to-month,Electronic check,4.316821224548606,1710.45,1,0.18768787932820027,0.002523792700487361
2001,9,1,Month-to-month,Credit card (automatic),4.324132656254979,637.4,0,0.480459184028331,0.006784017345865985
2002,5,1,Month-to-month,Mailed check,3.0032042883926917,117.95,0,0.6006408576785384,0.02546167264427886
2003,54,0,Two year,Credit card (automatic),3.8110970868381857,2460.55,0,0.07057587197848492,0.001548880163718756
2004,57,1,Two year,Electronic check,4.55650501400681,5464.65,1,0.07993868445625983,0.0008338146110010359
2005,24,1,Month-to-month,Mailed check,4.498141613229568,2165.05,1,0.18742256721789866,0.0020776155808085576
2006,49,1,One year,Mailed check,4.609660091260944,4941.8,1,0.09407469574001925,0.0009327896902466598
2007,5,1,Month-to-month,Electronic check,3.8533340090794663,223.15,1,0.7706668018158933,0.01726790951861737
2008,2,1,Month-to-month,Electronic check,4.384523514872469,181.1,1,2.1922617574362344,0.024210510849654716
2009,4,1,Month-to-month,Mailed check,4.467056883858457,341.45,1,1.1167642209646143,0.013082609119515178
2010,70,1,Two year,Bank transfer (automatic),4.37260741275739,5731.85,0,0.06246582018224844,0.0007628614518449349
2011,5,1,Month-to-month,Bank transfer (automatic),4.3294166844015844,357.75,1,0.8658833368803169,0.012101793667090383
2012,53,1,Month-to-month,Electronic check,4.450852825603734,4616.1,0,0.08397835520007045,0.0009642019942383686
2013,47,1,Month-to-month,Electronic check,4.592591403781231,4533.7,1,0.0977147107187496,0.0010129897001965793
2014,31,1,One year,Credit card (automatic),3.0007198150650303,589.25,0,0.09679741338919452,0.005092439227942351
2015,13,1,Month-to-month,Bank transfer (automatic),4.123903364463645,750.1,0,0.31722333572797273,0.005497804778647707
2016,28,1,Month-to-month,Mailed check,3.910021002757473,1410.25,0,0.1396436072413383,0.0027725729500141624
2017,10,1,Month-to-month,Electronic check,4.4595662121293,830.85,1,0.44595662121292995,0.005367474528650538
2018,38,1,Two year,Bank transfer (automatic),3.0155349008501706,743.5,0,0.07935618160132028,0.00405586402266331
2019,1,1,Month-to-month,Mailed check,3.8133070324889884,45.3,1,3.8133070324889884,0.0841789631896024
2020,67,1,One year,Electronic check,4.645351975620923,7040.85,1,0.0693336115764317,0.0006597714729927386
2021,52,1,One year,Mailed check,4.32280727501391,3865.45,0,0.08313090913488289,0.001118319283657507
2022,62,1,Two year,Mailed check,4.683519152399068,6825.65,0,0.07554063149030756,0.0006861645634333827
2023,16,1,Month-to-month,Electronic check,4.457250055911469,1340.1,0,0.27857812849446684,0.0033260577986056784
2024,5,1,Month-to-month,Electronic check,4.394449154672439,371.65,1,0.8788898309344878,0.01182416024397266
2025,12,1,One year,Electronic check,4.5612182984589085,1184.0,0,0.3801015248715757,0.003852380319644348
2026,72,1,Two year,Bank transfer (automatic),4.760891060984867,8477.7,0,0.06612348695812315,0.0005615781474910491
2027,71,1,One year,Bank transfer (automatic),4.661077817926388,7382.85,0,0.06564898335107588,0.0006313385505497724
2028,24,1,One year,Mailed check,3.0032042883926917,456.85,0,0.12513351201636216,0.0065737206706636565
2029,15,1,Two year,Mailed check,2.975529566236472,331.6,0,0.19836863774909813,0.008973249596611796
2030,67,1,One year,Credit card (automatic),4.506454213048934,6056.15,1,0.0672605106425214,0.0007441120535404398
2031,2,1,Month-to-month,Bank transfer (automatic),4.110053855927281,134.6,0,2.0550269279636404,0.03053531839470491
2032,5,0,Month-to-month,Mailed check,3.2208738275308737,125.5,0,0.6441747655061747,0.025664333287098596
2033,15,1,Month-to-month,Electronic check,4.4790399088438795,1390.6,1,0.29860266058959195,0.0032209405356277
2034,1,1,Month-to-month,Mailed check,3.005682604407159,20.2,1,3.005682604407159,0.14879616853500788
2035,41,1,One year,Bank transfer (automatic),4.09933210373314,2511.3,0,0.09998370984714976,0.0016323545987070997
2036,43,1,Month-to-month,Electronic check,4.158101528024852,2737.05,0,0.09670003553546166,0.0015191909274674747
2037,1,1,Month-to-month,Electronic check,4.308110951723713,74.3,0,4.308110951723713,0.05798265076344163
2038,1,1,Month-to-month,Mailed check,4.257030144499196,70.6,0,4.257030144499196,0.06029787740083847
2039,26,1,Month-to-month,Electronic check,4.508659285607248,2361.8,1,0.1734099725233557,0.0019089928383467048
