customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_to_tenure_Ratio
1988,25,1,0,Bank transfer (automatic),89.15,2257.75,1,3.5660000000000003
1989,58,1,1,Electronic check,108.85,6287.25,1,1.8767241379310344
1990,35,0,3,Credit card (automatic),46.35,1662.05,0,1.3242857142857143
1991,16,1,0,Electronic check,84.75,1350.15,1,5.296875
1992,45,1,1,Credit card (automatic),78.75,3600.65,0,1.75
1993,17,1,0,Electronic check,83.55,1329.15,0,4.914705882352941
1994,1,1,0,Electronic check,45.7,45.7,1,45.7
1995,22,1,1,Mailed check,19.6,422.5,0,0.890909090909091
1996,1,1,0,Electronic check,69.95,69.95,1,69.95
1997,67,1,3,Mailed check,67.85,4627.65,0,1.012686567164179
1998,67,1,3,Bank transfer (automatic),105.65,6717.9,0,1.576865671641791
1999,2,0,0,Electronic check,44.6,97.1,1,22.3
2000,23,1,0,Electronic check,74.95,1710.45,1,3.258695652173913
2001,9,1,0,Credit card (automatic),75.5,637.4,0,8.38888888888889
2002,5,1,0,Mailed check,20.15,117.95,0,4.029999999999999
2003,54,0,3,Credit card (automatic),45.2,2460.55,0,0.8370370370370371
2004,57,1,3,Electronic check,95.25,5464.65,1,1.6710526315789473
2005,24,1,0,Mailed check,89.85,2165.05,1,3.74375
2006,49,1,1,Mailed check,100.45,4941.8,1,2.0500000000000003
2007,5,1,0,Electronic check,47.15,223.15,1,9.43
2008,2,1,0,Electronic check,80.2,181.1,1,40.1
2009,4,1,0,Mailed check,87.1,341.45,1,21.775
2010,70,1,3,Bank transfer (automatic),79.25,5731.85,0,1.1321428571428571
2011,5,1,0,Bank transfer (automatic),75.9,357.75,1,15.180000000000001
2012,53,1,0,Electronic check,85.7,4616.1,0,1.6169811320754717
2013,47,1,0,Electronic check,98.75,4533.7,1,2.101063829787234
2014,31,1,1,Credit card (automatic),20.1,589.25,0,0.6483870967741936
2015,13,1,0,Bank transfer (automatic),61.8,750.1,0,4.753846153846154
2016,28,1,0,Mailed check,49.9,1410.25,0,1.782142857142857
2017,10,1,0,Electronic check,86.45,830.85,1,8.645
2018,38,1,3,Bank transfer (automatic),20.4,743.5,0,0.5368421052631579
2019,1,1,0,Mailed check,45.3,45.3,1,45.3
2020,67,1,1,Electronic check,104.1,7040.85,1,1.553731343283582
2021,52,1,1,Mailed check,75.4,3865.45,0,1.4500000000000002
2022,62,1,3,Mailed check,108.15,6825.65,0,1.7443548387096774
2023,16,1,0,Electronic check,86.25,1340.1,0,5.390625
2024,5,1,0,Electronic check,81.0,371.65,1,16.2
2025,12,1,1,Electronic check,95.7,1184.0,0,7.9750000000000005
2026,72,1,3,Bank transfer (automatic),116.85,8477.7,0,1.6229166666666666
2027,71,1,1,Bank transfer (automatic),105.75,7382.85,0,1.4894366197183098
2028,24,1,1,Mailed check,20.15,456.85,0,0.8395833333333332
2029,15,1,3,Mailed check,19.6,331.6,0,1.3066666666666669
2030,67,1,1,Credit card (automatic),90.6,6056.15,1,1.3522388059701491
2031,2,1,0,Bank transfer (automatic),60.95,134.6,0,30.475
2032,5,0,0,Mailed check,25.05,125.5,0,5.01
2033,15,1,0,Electronic check,88.15,1390.6,1,5.876666666666667
2034,1,1,0,Mailed check,20.2,20.2,1,20.2
2035,41,1,1,Bank transfer (automatic),60.3,2511.3,0,1.4707317073170731
2036,43,1,0,Electronic check,63.95,2737.05,0,1.4872093023255815
2037,1,1,0,Electronic check,74.3,74.3,0,74.3
2038,1,1,0,Mailed check,70.6,70.6,0,70.6
2039,26,1,0,Electronic check,90.8,2361.8,1,3.4923076923076923
2040,22,1,0,Electronic check,79.35,1730.35,1,3.6068181818181815
2041,71,1,3,Bank transfer (automatic),90.55,6404.0,0,1.2753521126760563
2042,7,1,3,Mailed check,19.45,165.35,0,2.7785714285714285
2043,28,1,0,Bank transfer (automatic),64.45,1867.6,0,2.3017857142857143
2044,16,1,0,Electronic check,69.65,1043.3,0,4.353125
2045,7,1,1,Mailed check,19.5,128.6,0,2.7857142857142856
2046,69,1,3,Bank transfer (automatic),110.5,7455.45,0,1.6014492753623188
2047,1,0,0,Mailed check,24.7,24.7,0,24.7
2048,3,1,0,Electronic check,77.4,206.15,0,25.8
2049,21,1,0,Bank transfer (automatic),96.8,2030.3,1,4.609523809523809
2050,69,1,0,Bank transfer (automatic),85.4,5869.4,0,1.23768115942029
2051,71,0,3,Bank transfer (automatic),47.6,3377.8,0,0.6704225352112676
2052,69,1,3,Mailed check,19.4,1346.2,0,0.2811594202898551
2053,48,1,0,Electronic check,103.85,4946.05,0,2.1635416666666667
2054,47,1,0,Bank transfer (automatic),83.35,4065.0,1,1.773404255319149
2055,2,1,0,Electronic check,49.4,106.55,1,24.7
2056,45,1,0,Credit card (automatic),108.45,4964.7,0,2.41
2057,51,1,0,Bank transfer (automatic),81.0,4085.75,0,1.588235294117647
2058,22,1,0,Electronic check,79.2,1742.75,1,3.6
2059,72,1,3,Bank transfer (automatic),86.65,6224.8,0,1.2034722222222223
2060,37,1,0,Electronic check,92.95,3415.25,0,2.5121621621621624
2061,71,1,3,Electronic check,90.35,6325.25,0,1.2725352112676056
2062,7,1,0,Electronic check,48.7,340.25,1,6.957142857142857
2063,66,1,3,Credit card (automatic),25.15,1683.6,0,0.38106060606060604
2064,51,1,1,Bank transfer (automatic),76.4,3966.3,0,1.4980392156862745
2065,30,1,1,Bank transfer (automatic),19.55,608.5,0,0.6516666666666667
2066,34,1,0,Electronic check,85.35,2896.6,0,2.510294117647059
2067,64,1,3,Mailed check,24.8,1514.85,0,0.3875
2068,65,1,1,Bank transfer (automatic),103.15,6792.45,0,1.586923076923077
2069,47,1,0,Mailed check,100.75,4669.2,0,2.143617021276596
2070,1,1,0,Electronic check,95.6,95.6,1,95.6
2071,49,1,0,Credit card (automatic),59.75,2934.3,1,1.219387755102041
2072,67,1,3,Credit card (automatic),94.1,6302.8,0,1.4044776119402984
2073,39,1,1,Bank transfer (automatic),19.35,779.2,0,0.49615384615384617
2074,14,1,0,Mailed check,19.9,283.75,0,1.4214285714285713
2075,43,1,0,Credit card (automatic),108.15,4600.7,1,2.5151162790697676
2076,56,1,0,Electronic check,101.05,5594.0,0,1.8044642857142856
2077,14,1,1,Credit card (automatic),59.1,772.85,0,4.2214285714285715
2078,1,1,0,Electronic check,71.35,71.35,1,71.35
2079,16,1,1,Mailed check,55.85,857.8,0,3.490625
2080,70,1,0,Electronic check,106.05,7554.05,0,1.515
2081,72,1,3,Credit card (automatic),84.1,5981.65,0,1.1680555555555554
2082,23,1,0,Credit card (automatic),75.3,1702.9,0,3.273913043478261
2083,21,1,0,Mailed check,24.7,467.15,0,1.1761904761904762
2084,1,1,0,Mailed check,20.15,20.15,1,20.15
2085,1,1,0,Bank transfer (automatic),69.75,69.75,1,69.75
2086,32,1,0,Electronic check,93.2,2931.0,1,2.9125
2087,17,1,0,Electronic check,80.85,1400.85,1,4.7558823529411764
2088,4,0,0,Electronic check,33.65,137.85,1,8.4125
2089,36,1,1,Electronic check,55.8,1941.5,0,1.5499999999999998
2090,50,0,3,Credit card (automatic),39.7,1932.75,0,0.794
2091,48,0,0,Credit card (automatic),29.5,1423.05,0,0.6145833333333334
2092,50,1,3,Credit card (automatic),20.15,970.85,0,0.40299999999999997
2093,72,1,3,Credit card (automatic),79.55,5810.9,0,1.104861111111111
2094,10,1,0,Credit card (automatic),24.8,223.9,0,2.48
2095,18,1,0,Mailed check,19.65,391.7,0,1.0916666666666666
2096,1,1,0,Electronic check,79.95,79.95,1,79.95
2097,1,1,0,Electronic check,19.3,19.3,1,19.3
2098,9,1,0,Electronic check,94.05,811.65,0,10.45
2099,2,1,0,Mailed check,90.75,174.75,0,45.375
2100,40,1,0,Credit card (automatic),78.85,3126.85,0,1.97125
2101,69,1,1,Bank transfer (automatic),99.5,6841.45,0,1.4420289855072463
2102,37,1,1,Electronic check,99.2,3754.6,1,2.6810810810810812
2103,18,1,0,Credit card (automatic),80.55,1406.65,0,4.475
2104,11,1,0,Electronic check,70.2,834.7,0,6.381818181818182
2105,8,1,0,Credit card (automatic),85.2,627.4,1,10.65
2106,3,1,0,Electronic check,75.25,242.0,1,25.083333333333332
2107,55,1,1,Credit card (automatic),59.45,3157.0,0,1.080909090909091
2108,33,1,0,Electronic check,93.35,3092.0,0,2.8287878787878786
2109,46,1,0,Bank transfer (automatic),44.95,2168.9,0,0.9771739130434783
2110,34,1,3,Bank transfer (automatic),26.1,980.35,0,0.7676470588235295
2111,3,1,0,Electronic check,20.2,65.95,0,6.733333333333333
2112,30,1,3,Mailed check,21.25,711.9,0,0.7083333333333334
2113,33,1,1,Electronic check,59.4,1952.8,0,1.8
2114,45,1,1,Credit card (automatic),95.0,4368.85,0,2.111111111111111
2115,40,1,0,Mailed check,61.9,2647.1,0,1.5474999999999999
2116,71,1,3,Electronic check,118.65,8477.6,0,1.6711267605633804
2117,1,1,0,Electronic check,54.35,54.35,1,54.35
2118,72,0,3,Bank transfer (automatic),64.45,4528.0,0,0.8951388888888889
2119,22,1,0,Electronic check,80.15,1790.65,0,3.6431818181818185
2120,46,1,1,Bank transfer (automatic),20.2,845.6,0,0.43913043478260866
2121,55,1,3,Mailed check,21.0,1210.3,0,0.38181818181818183
2122,1,1,0,Mailed check,20.45,20.45,0,20.45
2123,12,1,1,Mailed check,75.85,854.45,0,6.320833333333333
2124,31,1,0,Electronic check,80.45,2429.1,0,2.5951612903225807
2125,5,0,0,Electronic check,24.95,100.4,1,4.99
2126,67,1,3,Electronic check,75.5,5229.45,0,1.126865671641791
2127,1,1,0,Mailed check,44.45,44.45,0,44.45
2128,40,0,1,Electronic check,42.35,1716.45,1,1.05875
2129,41,1,0,Credit card (automatic),74.55,3023.55,0,1.818292682926829
2130,1,1,0,Electronic check,75.3,75.3,1,75.3
2131,51,1,1,Electronic check,94.8,4837.6,1,1.8588235294117645
2132,42,0,3,Credit card (automatic),48.15,2032.3,0,1.1464285714285714
2133,23,1,1,Mailed check,19.65,436.9,0,0.8543478260869565
2134,1,1,0,Electronic check,70.55,70.55,1,70.55
2135,1,1,0,Mailed check,20.15,20.15,0,20.15
2136,56,1,0,Credit card (automatic),106.6,5893.95,0,1.9035714285714285
2137,15,1,0,Electronic check,91.0,1430.05,0,6.066666666666666
2138,12,1,3,Bank transfer (automatic),25.4,313.0,0,2.1166666666666667
2139,54,1,3,Bank transfer (automatic),69.95,3871.85,0,1.2953703703703705
2140,7,1,0,Electronic check,66.85,458.1,0,9.549999999999999
2141,33,1,0,Credit card (automatic),86.15,2745.7,1,2.610606060606061
2142,16,1,0,Electronic check,20.15,341.35,0,1.259375
2143,21,1,1,Mailed check,64.85,1336.8,0,3.088095238095238
2144,30,1,3,Electronic check,74.85,2181.75,0,2.4949999999999997
2145,3,1,0,Mailed check,50.5,147.75,0,16.833333333333332
2146,11,1,0,Electronic check,72.9,818.45,0,6.627272727272728
2147,62,1,1,Credit card (automatic),115.05,7133.45,0,1.8556451612903226
2148,18,1,0,Electronic check,19.0,348.8,0,1.0555555555555556
2149,6,1,0,Mailed check,19.55,128.6,0,3.2583333333333333
2150,46,1,1,Electronic check,101.1,4674.4,0,2.1978260869565216
2151,21,1,0,Electronic check,84.1,1737.45,0,4.004761904761905
2152,68,1,3,Bank transfer (automatic),24.15,1498.85,0,0.35514705882352937
2153,1,1,0,Electronic check,50.1,50.1,0,50.1
2154,25,1,0,Electronic check,74.6,1797.75,0,2.984
2155,24,1,3,Mailed check,19.75,498.1,0,0.8229166666666666
2156,30,1,0,Electronic check,85.0,2624.25,1,2.8333333333333335
2157,2,1,0,Electronic check,80.55,184.1,1,40.275
2158,51,1,1,Bank transfer (automatic),106.8,5498.8,0,2.0941176470588236
2159,57,1,3,Electronic check,84.5,4845.4,0,1.4824561403508771
2160,15,1,3,Bank transfer (automatic),25.05,369.1,0,1.6700000000000002
2161,72,1,3,Bank transfer (automatic),83.7,6096.9,0,1.1625
2162,2,1,0,Electronic check,75.8,160.75,1,37.9
2163,28,1,0,Credit card (automatic),96.6,2684.35,0,3.4499999999999997
2164,29,1,0,Electronic check,98.5,3004.15,1,3.396551724137931
2165,70,1,3,Credit card (automatic),101.1,6994.8,0,1.4442857142857142
2166,13,1,1,Mailed check,20.2,273.25,0,1.5538461538461539
2167,59,1,1,Electronic check,94.05,5483.9,0,1.5940677966101695
2168,13,1,0,Electronic check,95.25,1233.65,1,7.326923076923077
2169,7,1,0,Mailed check,74.4,527.9,1,10.62857142857143
2170,62,1,3,Mailed check,81.0,4985.9,0,1.3064516129032258
2171,21,1,1,Electronic check,60.25,1258.35,0,2.869047619047619
2172,2,1,0,Electronic check,60.85,111.4,0,30.425
2173,1,1,0,Credit card (automatic),43.95,43.95,0,43.95
2174,4,1,0,Electronic check,86.05,308.1,0,21.5125
2175,19,1,1,Credit card (automatic),20.25,383.65,0,1.0657894736842106
2176,30,1,0,Electronic check,85.15,2555.9,1,2.8383333333333334
2177,67,1,3,Credit card (automatic),19.4,1284.2,0,0.28955223880597014
2178,72,1,3,Credit card (automatic),102.65,7550.3,0,1.4256944444444446
2179,53,1,3,Credit card (automatic),19.9,1110.05,0,0.3754716981132075
2180,5,1,1,Electronic check,19.55,99.6,0,3.91
2181,71,1,3,Credit card (automatic),95.5,6707.15,0,1.3450704225352113
2182,50,1,1,Credit card (automatic),84.15,4164.4,0,1.683
2183,56,1,3,Electronic check,103.2,5873.75,0,1.842857142857143
2184,2,1,0,Credit card (automatic),50.2,109.25,0,25.1
2185,2,1,0,Electronic check,88.55,179.25,1,44.275
2186,24,1,0,Electronic check,54.75,1338.15,1,2.28125
2187,46,1,3,Credit card (automatic),19.95,862.4,0,0.43369565217391304
2188,71,1,3,Electronic check,116.25,8564.75,0,1.6373239436619718
2189,29,0,0,Electronic check,31.2,926.2,0,1.0758620689655172
2190,69,1,3,Bank transfer (automatic),24.45,1718.2,0,0.35434782608695653
2191,71,1,3,Credit card (automatic),84.2,5956.85,0,1.1859154929577465
2192,1,1,0,Electronic check,91.3,91.3,1,91.3
2193,56,1,3,Bank transfer (automatic),85.65,4824.45,0,1.5294642857142857
2194,56,1,1,Mailed check,21.2,1238.65,0,0.37857142857142856
2195,1,1,0,Electronic check,79.5,79.5,1,79.5
2196,28,1,1,Mailed check,25.55,672.2,0,0.9125
2197,19,1,0,Mailed check,20.2,382.2,0,1.063157894736842
2198,66,1,0,Electronic check,63.85,4264.6,0,0.9674242424242424
2199,17,1,1,Mailed check,61.95,1070.7,0,3.644117647058824
2200,52,1,3,Mailed check,25.75,1345.85,0,0.4951923076923077
2201,19,1,1,Electronic check,58.2,1045.25,0,3.0631578947368423
2202,36,1,1,Bank transfer (automatic),85.85,3003.55,0,2.384722222222222
2203,7,1,0,Mailed check,70.1,467.55,1,10.014285714285714
2204,72,1,1,Credit card (automatic),104.9,7537.5,0,1.4569444444444446
2205,67,1,1,Electronic check,111.3,7482.1,1,1.6611940298507462
2206,34,1,1,Electronic check,99.85,3343.15,0,2.9367647058823527
2207,57,1,0,Bank transfer (automatic),95.25,5427.05,1,1.6710526315789473
2208,7,1,0,Electronic check,86.25,587.1,1,12.321428571428571
2209,1,1,0,Electronic check,100.8,100.8,1,100.8
2210,8,1,0,Bank transfer (automatic),19.55,161.15,0,2.44375
2211,69,1,3,Electronic check,104.0,7028.5,0,1.5072463768115942
2212,50,1,1,Mailed check,104.4,5232.9,0,2.088
2213,10,1,1,Mailed check,19.5,225.85,0,1.95
2214,12,1,3,Credit card (automatic),25.25,274.7,0,2.1041666666666665
2215,14,1,0,Electronic check,86.3,1180.95,1,6.164285714285714
2216,70,0,3,Bank transfer (automatic),49.85,3370.2,0,0.7121428571428572
2217,64,1,0,Bank transfer (automatic),108.95,7111.3,0,1.70234375
2218,66,1,3,Credit card (automatic),89.9,5958.85,0,1.3621212121212123
2219,71,1,3,Credit card (automatic),82.0,5999.85,0,1.1549295774647887
2220,20,1,0,Electronic check,89.95,1648.45,0,4.4975000000000005
2221,72,1,3,Bank transfer (automatic),79.35,5753.25,0,1.1020833333333333
2222,71,1,3,Credit card (automatic),64.05,4492.9,0,0.9021126760563379
2223,38,1,0,Credit card (automatic),101.15,3956.7,0,2.6618421052631582
2224,28,1,0,Electronic check,89.95,2625.55,1,3.2125
2225,17,1,0,Electronic check,76.45,1233.4,1,4.497058823529412
2226,33,0,1,Electronic check,39.1,1309.0,0,1.1848484848484848
2227,23,0,3,Mailed check,34.6,813.45,0,1.5043478260869565
2228,58,1,1,Electronic check,19.55,1108.8,0,0.3370689655172414
2229,70,1,3,Bank transfer (automatic),104.45,7349.35,0,1.4921428571428572
2230,4,1,0,Electronic check,70.5,294.2,0,17.625
2231,45,1,3,Mailed check,20.35,929.2,0,0.45222222222222225
2232,10,1,0,Electronic check,70.0,740.0,1,7.0
2233,36,1,3,Credit card (automatic),19.45,754.5,0,0.5402777777777777
2234,54,1,0,Mailed check,69.9,3883.3,0,1.2944444444444445
2235,23,1,3,Mailed check,59.7,1414.2,0,2.595652173913044
2236,41,1,1,Credit card (automatic),78.35,3211.2,0,1.9109756097560975
2237,5,1,0,Mailed check,71.45,371.6,0,14.290000000000001
2238,27,0,1,Credit card (automatic),45.85,1246.4,0,1.6981481481481482
2239,1,1,0,Electronic check,95.85,95.85,0,95.85
2240,67,0,3,Credit card (automatic),35.7,2545.7,0,0.5328358208955224
2241,72,1,3,Credit card (automatic),89.55,6448.85,0,1.24375
2242,56,1,3,Credit card (automatic),24.95,1468.9,0,0.44553571428571426
2243,44,1,1,Electronic check,24.85,1013.6,0,0.5647727272727273
2244,66,1,0,Electronic check,100.8,6690.75,0,1.5272727272727273
2245,34,1,1,Mailed check,64.4,2088.75,1,1.8941176470588237
2246,69,1,3,Bank transfer (automatic),105.35,7240.65,0,1.5268115942028984
2247,1,1,0,Electronic check,102.45,102.45,1,102.45
2248,40,1,3,Credit card (automatic),19.65,830.25,0,0.49124999999999996
2249,30,1,0,Bank transfer (automatic),54.45,1588.7,0,1.8150000000000002
2250,11,1,0,Mailed check,70.5,829.3,0,6.409090909090909
2251,15,1,1,Credit card (automatic),20.1,302.45,0,1.34
2252,11,1,0,Electronic check,69.35,712.25,0,6.304545454545454
2253,64,1,1,Bank transfer (automatic),19.8,1336.65,0,0.309375
2254,72,1,3,Bank transfer (automatic),74.4,5360.75,0,1.0333333333333334
2255,72,1,3,Bank transfer (automatic),93.05,6735.05,0,1.292361111111111
2256,1,1,0,Mailed check,51.2,51.2,0,51.2
2257,15,1,1,Credit card (automatic),65.6,1010.0,0,4.373333333333333
2258,60,1,1,Credit card (automatic),80.55,4847.05,0,1.3425
2259,56,1,1,Mailed check,52.7,3019.7,0,0.9410714285714287
2260,8,1,3,Mailed check,20.85,161.65,0,2.60625
2261,3,1,0,Credit card (automatic),80.1,217.55,1,26.7
2262,49,1,0,Credit card (automatic),52.15,2583.75,0,1.0642857142857143
2263,2,1,0,Electronic check,80.2,146.05,1,40.1
2264,6,1,0,Bank transfer (automatic),98.15,567.45,1,16.358333333333334
2265,70,1,3,Bank transfer (automatic),114.95,7711.25,0,1.6421428571428571
2266,12,1,0,Mailed check,112.95,1384.75,1,9.4125
2267,52,1,1,Bank transfer (automatic),104.45,5481.25,0,2.0086538461538463
2268,72,1,3,Credit card (automatic),113.65,8124.2,0,1.5784722222222223
2269,40,1,3,Bank transfer (automatic),20.6,827.3,0,0.515
2270,1,1,0,Mailed check,70.9,70.9,1,70.9
2271,3,1,0,Electronic check,86.85,220.95,1,28.95
2272,40,1,0,Electronic check,91.55,3673.6,0,2.28875
2273,1,1,0,Electronic check,49.85,49.85,0,49.85
2274,30,1,1,Credit card (automatic),19.8,576.65,0,0.66
2275,23,1,0,Electronic check,99.85,2331.3,1,4.341304347826087
2276,1,1,0,Electronic check,74.5,74.5,1,74.5
2277,44,1,0,Electronic check,104.15,4495.65,0,2.3670454545454547
2278,65,1,0,Electronic check,109.15,6941.2,1,1.6792307692307693
2279,7,1,0,Electronic check,48.2,340.35,0,6.885714285714286
2280,72,1,3,Credit card (automatic),25.1,1789.9,0,0.34861111111111115
2281,8,1,0,Credit card (automatic),100.15,908.55,0,12.51875
2282,16,1,0,Credit card (automatic),65.2,1043.35,1,4.075
2283,66,1,0,Credit card (automatic),99.5,6822.15,1,1.5075757575757576
2284,1,1,0,Mailed check,71.55,71.55,1,71.55
2285,3,1,0,Mailed check,55.9,157.55,0,18.633333333333333
2286,53,1,0,Electronic check,93.9,5029.2,1,1.7716981132075473
2287,8,1,0,Credit card (automatic),64.4,581.7,0,8.05
2288,69,1,3,Bank transfer (automatic),108.4,7318.2,1,1.5710144927536234
2289,5,1,0,Mailed check,85.3,420.45,0,17.06
2290,72,1,3,Mailed check,107.45,7576.7,0,1.4923611111111112
2291,13,0,0,Bank transfer (automatic),48.75,633.4,1,3.75
2292,4,1,0,Electronic check,85.65,321.65,1,21.4125
2293,54,1,3,Credit card (automatic),91.3,4965.0,0,1.6907407407407407
2294,72,1,3,Bank transfer (automatic),85.95,6151.9,0,1.19375
2295,12,1,0,Electronic check,106.7,1253.9,1,8.891666666666667
2296,1,0,0,Electronic check,25.15,25.15,1,25.15
2297,1,1,0,Electronic check,45.2,45.2,0,45.2
2298,54,1,1,Electronic check,110.35,5893.15,1,2.0435185185185185
2299,69,1,3,Credit card (automatic),79.2,5420.65,0,1.1478260869565218
2300,48,1,3,Credit card (automatic),55.5,2627.35,0,1.15625
2301,48,1,1,Credit card (automatic),103.25,5037.55,1,2.1510416666666665
2302,8,1,0,Electronic check,90.25,743.75,0,11.28125
2303,71,1,3,Mailed check,91.25,6589.6,0,1.2852112676056338
2304,2,1,0,Electronic check,47.8,92.45,1,23.9
2305,67,1,1,Credit card (automatic),100.9,6733.15,0,1.5059701492537314
2306,34,1,0,Bank transfer (automatic),97.7,3410.0,0,2.873529411764706
2307,3,1,0,Electronic check,69.85,199.85,0,23.28333333333333
2308,9,1,1,Mailed check,65.6,593.3,0,7.288888888888888
2309,71,1,1,Bank transfer (automatic),104.65,7288.4,0,1.4739436619718311
2310,57,1,3,Credit card (automatic),90.45,5229.8,0,1.586842105263158
2311,72,0,3,Bank transfer (automatic),63.7,4464.8,0,0.8847222222222223
2312,48,1,0,Electronic check,104.5,5068.05,0,2.1770833333333335
2313,18,1,1,Mailed check,20.1,401.85,0,1.1166666666666667
2314,43,1,1,Credit card (automatic),104.3,4451.85,0,2.425581395348837
2315,72,1,3,Bank transfer (automatic),93.25,6688.95,0,1.2951388888888888
2316,35,1,1,Bank transfer (automatic),73.45,2661.1,0,2.0985714285714288
2317,4,1,0,Mailed check,20.7,73.05,0,5.175
2318,49,1,3,Mailed check,25.25,1211.65,0,0.5153061224489796
2319,71,1,3,Bank transfer (automatic),100.5,7030.65,0,1.4154929577464788
2320,11,1,0,Electronic check,90.6,1020.2,0,8.236363636363636
2321,63,1,3,Credit card (automatic),89.4,5597.65,0,1.4190476190476191
2322,65,1,0,Bank transfer (automatic),95.45,6223.3,0,1.4684615384615385
2323,49,1,3,Credit card (automatic),20.45,1024.65,0,0.4173469387755102
2324,29,1,0,Credit card (automatic),98.6,2933.2,1,3.4
2325,15,1,0,Electronic check,83.05,1258.3,1,5.536666666666666
2326,4,1,0,Electronic check,19.95,82.9,0,4.9875
2327,72,1,1,Credit card (automatic),109.15,7789.6,0,1.5159722222222223
2328,26,1,0,Credit card (automatic),85.7,2067.0,0,3.2961538461538464
2329,35,1,0,Bank transfer (automatic),102.05,3452.55,0,2.9157142857142855
2330,57,1,1,Electronic check,94.7,5468.95,0,1.6614035087719299
2331,28,1,0,Electronic check,64.4,1802.15,0,2.3000000000000003
2332,25,1,1,Mailed check,26.8,733.55,0,1.072
2333,47,1,1,Credit card (automatic),66.05,3021.45,0,1.40531914893617
2334,57,1,0,Bank transfer (automatic),65.2,3687.85,0,1.143859649122807
2335,16,1,0,Credit card (automatic),85.05,1391.15,0,5.315625
2336,5,1,0,Mailed check,55.8,274.35,0,11.16
2337,17,1,0,Bank transfer (automatic),70.4,1214.05,1,4.141176470588236
2338,56,1,1,Bank transfer (automatic),104.75,5510.65,1,1.8705357142857142
2339,72,1,3,Bank transfer (automatic),19.95,1322.85,0,0.27708333333333335
2340,21,1,0,Electronic check,94.25,1973.75,1,4.488095238095238
2341,48,0,1,Credit card (automatic),45.0,2196.3,0,0.9375
2342,68,1,3,Bank transfer (automatic),114.9,7843.55,0,1.6897058823529412
2343,30,1,0,Bank transfer (automatic),106.4,3211.9,0,3.546666666666667
2344,3,1,0,Mailed check,46.1,130.15,0,15.366666666666667
2345,14,0,3,Mailed check,39.7,692.35,0,2.835714285714286
2346,4,1,0,Bank transfer (automatic),20.05,85.5,0,5.0125
2347,71,1,3,Credit card (automatic),95.75,6849.4,0,1.3485915492957747
2348,8,1,1,Mailed check,24.4,203.95,0,3.05
2349,61,0,0,Bank transfer (automatic),33.6,2117.2,0,0.5508196721311476
2350,72,1,3,Bank transfer (automatic),90.45,6565.85,0,1.25625
2351,5,1,0,Electronic check,84.0,424.75,0,16.8
2352,49,1,3,Bank transfer (automatic),67.4,3306.85,0,1.3755102040816327
2353,8,1,0,Bank transfer (automatic),19.7,168.9,0,2.4625
2354,3,1,0,Electronic check,80.35,253.8,0,26.78333333333333
2355,9,1,3,Mailed check,19.6,197.4,0,2.177777777777778
2356,67,1,3,Bank transfer (automatic),54.2,3838.2,0,0.808955223880597
2357,46,1,0,Credit card (automatic),45.2,2065.15,0,0.982608695652174
2358,67,1,1,Mailed check,75.1,5064.45,0,1.1208955223880597
2359,55,1,1,Electronic check,19.7,1140.05,0,0.35818181818181816
2360,33,1,0,Bank transfer (automatic),72.75,2447.45,0,2.2045454545454546
2361,62,1,3,Credit card (automatic),20.05,1263.9,0,0.3233870967741936
2362,1,1,0,Mailed check,45.95,45.95,1,45.95
2363,49,0,0,Electronic check,39.2,1838.15,0,0.8
2364,1,1,0,Electronic check,44.75,44.75,0,44.75
2365,14,1,0,Electronic check,82.65,1185.0,0,5.903571428571429
2366,18,1,0,Bank transfer (automatic),93.9,1743.9,0,5.216666666666667
2367,1,1,0,Electronic check,70.15,70.15,1,70.15
2368,1,1,0,Credit card (automatic),85.55,85.55,1,85.55
2369,72,1,3,Credit card (automatic),117.15,8529.5,0,1.6270833333333334
2370,64,1,3,Credit card (automatic),99.25,6549.45,0,1.55078125
2371,69,1,3,Bank transfer (automatic),112.55,7806.5,0,1.631159420289855
2372,1,1,0,Electronic check,25.7,25.7,0,25.7
2373,71,1,3,Credit card (automatic),90.3,6287.3,0,1.2718309859154928
2374,66,1,1,Credit card (automatic),49.4,3251.85,0,0.7484848484848484
2375,2,1,0,Mailed check,19.4,50.6,0,9.7
2376,71,1,3,Bank transfer (automatic),109.7,7904.25,0,1.5450704225352112
2377,11,1,1,Electronic check,61.25,729.95,0,5.568181818181818
2378,47,1,0,Electronic check,55.3,2654.05,0,1.176595744680851
2379,35,1,0,Electronic check,70.3,2416.55,1,2.0085714285714285
2380,32,1,0,Bank transfer (automatic),106.35,3520.75,1,3.3234375
2381,60,1,0,Bank transfer (automatic),103.75,5969.95,0,1.7291666666666667
2382,11,1,1,Mailed check,19.5,226.8,0,1.7727272727272727
2383,29,0,1,Credit card (automatic),39.5,1082.75,0,1.3620689655172413
2384,21,0,0,Electronic check,26.05,565.75,0,1.2404761904761905
2385,48,1,0,Credit card (automatic),91.05,4370.75,0,1.8968749999999999
2386,3,0,0,Mailed check,29.65,90.05,0,9.883333333333333
2387,43,1,0,Mailed check,50.2,2169.4,0,1.1674418604651164
2388,5,1,0,Electronic check,105.3,550.6,0,21.06
2389,1,1,0,Electronic check,55.45,55.45,0,55.45
2390,71,1,1,Electronic check,85.45,6300.85,0,1.2035211267605634
