tenure,PhoneService,Contract,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_to_tenure_Ratio,Bank transfer (automatic),Credit card (automatic),Electronic check,Mailed check
33,1,0,60.9,2033.85,0,1.8454545454545452,0,0,1,1
27,1,3,20.25,538.2,0,0.75,1,0,1,0
1,1,0,79.2,79.2,1,79.2,0,0,0,0
23,1,0,95.3,2192.9,0,4.143478260869565,0,0,1,1
1,1,0,19.85,19.85,0,19.85,0,0,1,1
45,1,3,84.35,3858.05,0,1.8744444444444444,0,0,1,1
39,1,3,19.85,854.8,0,0.508974358974359,1,0,1,0
5,1,1,70.0,347.4,1,14.0,0,0,1,1
72,1,3,82.3,5815.15,0,1.1430555555555555,1,0,1,0
58,1,0,66.8,3970.4,0,1.1517241379310343,1,0,1,0
70,0,3,44.6,3058.15,0,0.6371428571428571,1,0,1,0
61,1,1,98.45,6145.2,0,1.6139344262295083,1,0,1,0
2,1,0,70.7,129.2,0,35.35,0,0,1,1
46,1,1,24.95,1165.9,0,0.5423913043478261,0,0,1,1
1,1,0,49.95,49.95,1,49.95,1,0,1,0
22,1,0,69.25,1554.0,1,3.147727272727273,0,0,0,0
48,1,3,102.5,4904.25,0,2.1354166666666665,0,1,1,0
64,1,3,86.55,5632.55,0,1.35234375,0,1,1,0
72,1,3,24.3,1643.25,0,0.3375,1,0,1,0
12,1,0,58.35,740.55,0,4.8625,0,1,1,0
34,1,0,94.25,3217.55,1,2.772058823529412,0,0,0,0
72,1,3,68.75,4888.2,0,0.9548611111111112,0,1,1,0
29,1,0,85.8,2440.25,0,2.9586206896551723,0,0,0,0
33,1,1,20.1,620.55,0,0.6090909090909091,0,1,1,0
1,1,0,20.35,20.35,0,20.35,0,0,1,1
62,1,1,110.8,6840.95,0,1.7870967741935484,0,0,0,0
41,1,1,73.0,3001.2,1,1.7804878048780488,0,0,0,0
64,1,1,100.05,6254.2,1,1.56328125,0,1,1,0
4,1,0,82.85,319.6,0,20.7125,0,1,1,0
24,1,0,84.35,1938.05,0,3.514583333333333,0,0,0,0
14,1,1,19.55,294.5,0,1.3964285714285716,0,0,1,1
3,1,0,19.95,58.3,0,6.65,0,0,1,1
4,1,0,99.8,442.85,1,24.95,0,1,1,0
18,0,0,35.0,553.0,1,1.9444444444444444,0,0,0,0
8,1,0,66.25,546.45,0,8.28125,0,0,0,0
35,1,3,23.3,797.1,0,0.6657142857142857,1,0,1,0
1,1,0,76.0,76.0,1,76.0,0,0,0,0
66,1,3,25.3,1673.8,0,0.3833333333333333,0,1,1,0
8,0,3,44.55,343.45,0,5.56875,0,0,1,1
71,1,1,104.1,7412.25,0,1.4661971830985914,0,1,1,0
43,1,0,92.55,4039.0,0,2.152325581395349,1,0,1,0
2,1,0,93.85,170.85,1,46.925,0,0,0,0
29,1,0,101.45,2948.6,0,3.4982758620689656,1,0,1,0
15,1,0,84.3,1308.4,1,5.62,0,0,0,0
65,1,3,94.55,6078.75,0,1.4546153846153846,0,1,1,0
35,1,0,95.5,3418.2,0,2.7285714285714286,0,0,0,0
64,1,1,100.3,6603.8,0,1.5671875,0,1,1,0
58,0,3,55.5,3166.9,0,0.956896551724138,0,1,1,0
18,1,0,49.85,865.75,0,2.7694444444444444,0,1,1,0
67,1,0,89.55,6373.1,0,1.3365671641791044,1,0,1,0
63,1,3,19.15,1177.05,0,0.3039682539682539,0,0,1,1
60,1,0,99.8,5985.75,0,1.663333333333333,0,0,0,0
9,1,0,84.4,732.5,1,9.377777777777778,0,1,1,0
70,1,3,113.05,7869.05,0,1.615,0,1,1,0
15,1,0,101.1,1504.05,1,6.739999999999999,0,0,0,0
48,1,1,19.95,936.7,0,0.4156249999999999,0,0,1,1
12,1,0,74.15,741.4,0,6.179166666666667,0,0,0,0
71,1,1,92.0,6585.2,0,1.295774647887324,0,0,0,0
44,1,0,73.85,3122.4,0,1.6784090909090907,0,0,0,0
1,1,0,50.45,50.45,1,50.45,0,0,0,0
45,1,3,24.45,1088.25,0,0.5433333333333333,0,0,1,1
23,1,1,24.8,615.35,0,1.0782608695652174,0,1,1,0
43,1,1,64.85,2908.2,0,1.5081395348837208,1,0,1,0
35,1,0,20.75,739.9,0,0.5928571428571429,1,0,1,0
9,1,0,68.95,593.85,0,7.661111111111111,0,0,1,1
12,1,0,99.95,1132.75,1,8.329166666666667,0,0,1,1
65,1,0,109.4,7227.45,0,1.6830769230769231,0,1,1,0
2,1,0,91.4,193.6,1,45.7,0,0,0,0
27,1,0,49.0,1291.35,0,1.8148148148148149,0,0,1,1
40,1,1,50.25,2023.55,0,1.25625,0,0,1,1
5,1,0,75.55,349.65,1,15.11,0,1,1,0
8,1,1,19.9,153.95,0,2.4875,0,1,1,0
58,1,1,97.8,5458.8,0,1.686206896551724,1,0,1,0
52,1,1,100.3,5244.45,0,1.9288461538461537,0,0,0,0
3,1,0,55.8,154.55,0,18.6,0,0,1,1
41,1,3,111.15,4507.15,0,2.710975609756097,0,0,0,0
20,1,0,98.55,2031.95,0,4.9275,0,0,1,1
1,1,0,50.05,50.05,0,50.05,0,0,0,0
4,1,0,80.8,332.45,1,20.2,0,1,1,0
23,1,0,20.85,473.9,0,0.9065217391304348,0,0,0,0
6,1,0,19.5,106.8,0,3.25,1,0,1,0
8,1,0,19.35,152.6,0,2.41875,0,0,1,1
18,1,0,69.5,1199.4,0,3.861111111111111,0,0,1,1
52,0,0,48.8,2555.05,0,0.9384615384615383,0,1,1,0
31,1,0,94.5,2979.2,0,3.048387096774193,0,0,0,0
29,1,0,20.65,654.85,0,0.7120689655172413,0,0,1,1
36,1,3,106.05,3834.4,0,2.9458333333333333,0,1,1,0
16,1,0,100.0,1534.75,1,6.25,0,0,0,0
42,1,1,108.3,4586.15,0,2.5785714285714283,0,0,0,0
1,1,0,20.55,20.55,1,20.55,0,0,0,0
60,1,3,99.65,5941.05,0,1.6608333333333334,0,0,0,0
5,1,0,85.3,424.15,1,17.06,0,0,0,0
22,1,0,95.9,2234.95,0,4.359090909090909,0,1,1,0
36,1,1,20.0,666.75,0,0.5555555555555556,0,0,1,1
4,1,0,70.4,281.0,1,17.6,0,0,0,0
9,1,0,64.95,547.8,0,7.216666666666667,0,0,1,1
1,1,0,74.6,74.6,0,74.6,0,1,1,0
12,1,0,49.2,571.15,0,4.1000000000000005,0,0,0,0
23,1,1,73.75,1756.6,0,3.2065217391304346,0,0,1,1
62,1,1,92.3,5731.45,0,1.488709677419355,1,0,1,0
37,1,0,98.8,3475.55,1,2.67027027027027,1,0,1,0
8,1,0,19.2,156.85,0,2.4,0,0,1,1
31,1,0,88.65,2683.2,0,2.859677419354839,0,1,1,0
13,1,0,74.4,896.75,1,5.723076923076923,0,1,1,0
24,1,0,98.75,2407.3,1,4.114583333333333,0,0,0,0
45,1,0,95.95,4456.65,0,2.1322222222222225,1,0,1,0
69,1,3,105.4,6998.95,0,1.527536231884058,0,1,1,0
2,1,0,20.25,36.8,0,10.125,0,0,1,1
61,1,1,106.0,6547.7,1,1.7377049180327868,0,0,0,0
41,1,0,104.7,4346.4,1,2.553658536585366,0,0,0,0
44,0,1,49.05,2265.0,0,1.1147727272727272,0,0,0,0
39,0,1,35.55,1309.15,0,0.9115384615384616,0,0,1,1
72,0,3,65.1,4754.3,0,0.9041666666666666,0,1,1,0
13,1,0,96.85,1235.55,0,7.449999999999999,0,0,0,0
51,1,1,69.75,3562.5,0,1.3676470588235294,0,1,1,0
71,1,3,99.2,7213.75,0,1.3971830985915494,0,0,0,0
22,1,0,96.7,2082.95,1,4.3954545454545455,0,0,0,0
2,1,0,55.05,102.75,1,27.525,0,1,1,0
56,1,1,106.8,5914.4,0,1.907142857142857,0,0,0,0
1,1,0,51.25,51.25,0,51.25,0,0,1,1
23,1,1,57.75,1282.85,0,2.510869565217391,0,0,1,1
66,1,1,70.85,4738.85,0,1.0734848484848485,1,0,1,0
1,1,0,19.55,19.55,0,19.55,0,0,1,1
19,1,0,88.2,1775.8,1,4.642105263157895,0,0,0,0
11,1,0,79.5,795.65,0,7.227272727272727,1,0,1,0
8,1,1,19.75,145.0,1,2.46875,0,0,1,1
52,1,0,98.15,4993.4,0,1.8875,1,0,1,0
3,1,0,20.25,61.45,0,6.75,0,0,0,0
51,1,0,79.15,4018.55,0,1.5519607843137255,1,0,1,0
15,1,0,75.65,1146.65,1,5.043333333333334,0,0,0,0
64,1,0,94.25,6081.4,0,1.47265625,0,0,0,0
37,0,0,40.2,1478.85,0,1.0864864864864865,0,1,1,0
13,1,3,19.95,243.65,0,1.5346153846153845,0,0,1,1
49,1,1,55.35,2633.95,0,1.129591836734694,0,0,0,0
45,1,1,102.15,4735.35,0,2.27,1,0,1,0
18,1,0,71.1,1247.75,0,3.95,0,0,0,0
1,1,0,74.7,74.7,1,74.7,0,0,0,0
68,0,3,54.1,3794.5,0,0.7955882352941177,1,0,1,0
54,1,3,19.65,1008.7,0,0.3638888888888889,0,1,1,0
23,1,0,88.45,2130.55,0,3.845652173913044,1,0,1,0
17,1,0,76.65,1313.55,1,4.508823529411765,0,0,0,0
71,1,3,80.4,5727.15,0,1.1323943661971831,0,1,1,0
67,1,3,19.25,1372.9,0,0.2873134328358209,1,0,1,0
14,1,0,84.8,1203.9,0,6.057142857142857,0,0,0,0
1,0,0,25.8,25.8,1,25.8,0,0,1,1
63,1,3,19.5,1215.1,0,0.3095238095238095,0,1,1,0
41,1,1,68.6,2877.05,0,1.673170731707317,0,0,0,0
17,1,0,92.6,1579.7,0,5.447058823529411,0,0,0,0
56,1,1,100.55,5514.95,0,1.7955357142857142,0,0,0,0
5,1,0,20.55,96.1,0,4.11,0,1,1,0
2,0,0,42.6,72.4,1,21.3,0,0,0,0
3,1,0,19.6,55.25,0,6.533333333333334,0,0,1,1
37,1,1,67.45,2443.3,0,1.822972972972973,0,0,0,0
29,1,0,68.85,1970.5,1,2.3741379310344826,1,0,1,0
8,1,0,43.55,335.4,0,5.44375,0,0,1,1
63,1,0,109.85,7002.95,0,1.7436507936507937,0,1,1,0
7,1,0,20.65,158.95,0,2.95,0,0,1,1
3,1,0,95.4,293.15,0,31.8,0,0,0,0
72,1,3,21.0,1493.75,0,0.2916666666666667,1,0,1,0
19,1,0,56.2,1093.4,0,2.9578947368421056,0,0,0,0
59,1,3,18.4,1057.85,0,0.311864406779661,1,0,1,0
2,1,0,90.0,190.05,1,45.0,0,1,1,0
35,1,0,25.75,882.55,0,0.7357142857142858,0,0,0,0
14,1,0,19.6,300.4,0,1.4,0,1,1,0
14,1,0,75.35,1025.95,1,5.382142857142857,0,0,0,0
69,1,3,19.8,1436.95,0,0.2869565217391304,0,1,1,0
7,1,0,64.2,475.0,0,9.171428571428573,0,0,0,0
69,1,3,75.75,5388.15,0,1.0978260869565215,1,0,1,0
72,1,3,78.95,5730.15,0,1.0965277777777778,0,0,0,0
8,1,0,100.85,819.55,1,12.60625,0,0,0,0
4,1,0,50.3,217.1,0,12.575,0,0,0,0
63,1,0,80.3,4896.35,0,1.2746031746031743,0,1,1,0
72,1,3,19.85,1434.1,0,0.2756944444444444,1,0,1,0
46,1,3,21.1,937.1,0,0.458695652173913,0,0,0,0
5,1,0,69.95,330.15,1,13.99,0,0,0,0
30,1,0,50.0,1474.9,0,1.6666666666666667,0,0,1,1
63,1,3,104.75,6536.5,0,1.6626984126984128,1,0,1,0
60,1,3,19.85,1128.1,0,0.3308333333333333,1,0,1,0
63,1,1,107.5,6873.75,1,1.7063492063492065,0,0,0,0
25,1,0,85.9,2199.05,0,3.4360000000000004,0,0,0,0
1,1,0,45.85,45.85,1,45.85,0,0,1,1
6,1,0,80.8,457.1,0,13.466666666666669,0,0,0,0
22,1,3,25.25,566.5,0,1.1477272727272727,0,0,1,1
31,1,3,80.55,2471.6,0,2.5983870967741933,1,0,1,0
39,1,0,81.5,3107.3,0,2.08974358974359,1,0,1,0
26,1,0,20.9,518.3,0,0.8038461538461538,0,0,1,1
53,1,1,106.1,5769.75,1,2.0018867924528303,1,0,1,0
1,1,0,91.7,91.7,1,91.7,0,0,0,0
12,1,0,67.25,832.3,0,5.604166666666667,0,0,0,0
16,1,0,95.6,1555.65,1,5.975,0,1,1,0
2,1,0,20.35,45.3,0,10.175,0,0,1,1
39,0,1,45.05,1790.6,0,1.155128205128205,1,0,1,0
1,1,0,74.95,74.95,1,74.95,0,0,0,0
7,0,0,34.65,246.6,0,4.95,0,0,1,1
4,1,0,69.35,261.65,0,17.3375,0,0,0,0
10,1,0,95.35,898.35,1,9.535,0,0,0,0
55,1,0,81.55,4509.5,0,1.482727272727273,0,0,0,0
72,1,3,75.4,5480.25,0,1.0472222222222225,1,0,1,0
10,1,0,67.8,653.15,0,6.779999999999999,0,1,1,0
11,1,0,111.4,1183.05,0,10.127272727272729,0,0,0,0
15,1,0,46.3,639.45,0,3.0866666666666664,0,0,0,0
23,1,3,20.4,478.75,0,0.8869565217391304,1,0,1,0
1,1,0,20.05,20.05,0,20.05,0,0,1,1
3,1,0,45.0,127.1,1,15.0,0,0,0,0
47,1,1,96.1,4391.45,0,2.0446808510638297,0,0,0,0
15,1,1,19.65,270.6,0,1.3099999999999998,0,0,1,1
66,1,0,99.5,6710.5,1,1.5075757575757576,0,0,0,0
68,1,1,60.65,3975.9,0,0.8919117647058823,1,0,1,0
17,1,1,98.6,1704.95,1,5.8,1,0,1,0
7,1,0,59.5,415.95,1,8.5,0,0,1,1
12,1,0,80.45,950.2,1,6.704166666666667,0,0,0,0
21,1,1,71.7,1497.05,0,3.4142857142857146,1,0,1,0
21,0,0,36.0,780.15,0,1.7142857142857142,0,0,1,1
56,1,1,65.2,3512.15,0,1.1642857142857144,1,0,1,0
6,1,0,48.95,273.25,0,8.158333333333333,0,1,1,0
65,0,3,53.5,3517.9,0,0.823076923076923,1,0,1,0
42,1,1,80.45,3375.9,0,1.9154761904761903,0,1,1,0
68,1,3,109.05,7508.55,0,1.6036764705882351,1,0,1,0
48,1,3,26.3,1245.05,0,0.5479166666666667,1,0,1,0
50,1,1,106.8,5347.95,0,2.136,0,0,0,0
7,1,0,64.95,493.65,0,9.278571428571428,0,0,0,0
63,1,3,19.35,1263.85,0,0.3071428571428571,0,0,0,0
17,1,0,21.1,385.55,0,1.241176470588235,0,1,1,0
42,1,0,77.95,3384.0,1,1.855952380952381,0,1,1,0
4,1,0,18.85,84.2,0,4.7125,0,0,1,1
62,1,3,26.0,1638.7,0,0.4193548387096774,1,0,1,0
2,1,0,74.7,165.4,1,37.35,0,0,0,0
2,1,0,70.35,120.25,0,35.175,0,0,0,0
48,1,3,96.9,4473.45,0,2.0187500000000003,1,0,1,0
27,1,3,19.55,520.55,0,0.7240740740740741,1,0,1,0
70,1,3,80.4,5717.85,0,1.1485714285714286,1,0,1,0
1,1,0,88.8,88.8,1,88.8,0,0,0,0
46,1,1,94.65,4312.5,0,2.057608695652174,0,0,0,0
30,1,0,90.25,2755.35,1,3.0083333333333333,0,0,0,0
15,1,0,64.65,994.55,1,4.3100000000000005,1,0,1,0
69,1,1,95.75,6511.25,0,1.3876811594202898,0,1,1,0
65,1,3,19.55,1218.65,0,0.3007692307692308,0,1,1,0
72,1,3,104.1,7447.7,0,1.4458333333333333,0,1,1,0
13,1,0,89.05,1169.35,1,6.85,1,0,1,0
17,1,1,20.1,279.5,0,1.1823529411764706,0,0,1,1
51,1,1,111.55,5720.35,0,2.187254901960784,0,0,0,0
51,1,3,60.5,3121.45,0,1.1862745098039216,0,1,1,0
72,1,3,90.95,6468.6,0,1.2631944444444445,1,0,1,0
67,1,1,87.4,5918.8,1,1.3044776119402983,0,0,0,0
34,1,0,19.7,675.6,0,0.5794117647058823,0,0,1,1
67,0,3,50.95,3521.7,0,0.7604477611940299,1,0,1,0
49,1,1,20.05,923.1,0,0.4091836734693878,1,0,1,0
53,1,3,19.4,1110.35,0,0.3660377358490566,0,0,1,1
27,1,0,59.45,1611.65,0,2.201851851851852,0,0,0,0
23,1,0,94.75,2293.6,1,4.119565217391305,0,0,0,0
69,1,3,81.5,5553.25,0,1.181159420289855,0,1,1,0
2,0,0,29.05,44.75,0,14.525,1,0,1,0
35,1,0,86.45,3029.1,1,2.47,0,0,0,0
46,1,1,70.6,3231.05,0,1.534782608695652,0,0,1,1
54,1,3,97.2,5129.45,0,1.8,1,0,1,0
56,1,1,98.25,5508.35,1,1.7544642857142858,0,0,0,0
9,1,0,75.75,655.9,1,8.416666666666666,1,0,1,0
20,1,0,59.2,1191.2,0,2.96,1,0,1,0
11,1,0,75.9,866.4,0,6.9,0,0,1,1
30,1,0,90.05,2627.2,0,3.0016666666666665,0,0,0,0
68,1,3,70.95,4741.45,0,1.0433823529411763,1,0,1,0
38,1,0,102.6,4009.2,0,2.7,0,0,0,0
17,1,0,85.35,1463.45,1,5.020588235294118,1,0,1,0
48,1,1,106.1,5082.8,1,2.2104166666666667,0,1,1,0
1,1,0,43.8,43.8,0,43.8,0,0,0,0
63,0,3,59.0,3707.6,0,0.9365079365079364,0,0,0,0
3,1,1,69.95,220.45,0,23.316666666666663,0,0,0,0
48,1,1,24.35,1133.7,0,0.5072916666666667,1,0,1,0
66,0,1,29.45,1983.15,0,0.4462121212121212,0,1,1,0
68,1,3,84.4,5746.75,0,1.241176470588235,0,1,1,0
17,1,0,45.05,770.6,1,2.65,0,0,0,0
7,1,1,20.65,134.05,0,2.95,0,0,1,1
72,1,3,87.1,6230.1,0,1.209722222222222,1,0,1,0
29,1,0,19.85,573.05,0,0.6844827586206897,0,0,1,1
37,1,0,90.35,3419.3,0,2.441891891891892,0,0,0,0
34,1,0,109.8,3587.25,1,3.2294117647058824,0,0,1,1
42,1,0,84.65,3541.35,1,2.0154761904761904,0,0,0,0
59,1,1,65.5,3801.3,0,1.1101694915254237,0,0,1,1
11,1,0,79.5,868.5,1,7.227272727272727,1,0,1,0
60,1,0,80.95,4859.1,0,1.3491666666666666,0,0,0,0
27,1,0,56.15,1439.35,0,2.079629629629629,0,0,1,1
1,1,0,85.8,85.8,1,85.8,0,0,1,1
1,1,0,79.1,79.1,1,79.1,0,0,0,0
17,0,0,34.4,592.75,0,2.023529411764706,0,0,1,1
58,1,3,20.75,1185.95,0,0.3577586206896552,0,0,1,1
1,1,1,18.8,18.8,0,18.8,0,0,1,1
3,1,0,44.3,134.5,1,14.766666666666666,0,0,1,1
53,1,0,90.8,4921.2,0,1.7132075471698112,0,0,0,0
35,1,0,25.6,901.25,0,0.7314285714285714,0,0,0,0
50,1,0,105.95,5341.8,1,2.119,0,1,1,0
68,1,3,70.8,4859.95,0,1.0411764705882351,0,1,1,0
47,1,0,25.4,1139.2,0,0.5404255319148936,0,0,0,0
65,1,0,108.8,7082.45,0,1.6738461538461538,1,0,1,0
5,1,0,69.75,324.6,1,13.95,0,0,0,0
51,1,0,94.65,4812.75,1,1.8558823529411763,0,0,0,0
46,1,0,96.05,4399.5,1,2.088043478260869,1,0,1,0
9,1,0,76.85,663.55,0,8.538888888888888,0,0,0,0
8,1,3,20.25,174.65,0,2.53125,0,0,1,1
14,1,1,24.8,321.7,0,1.7714285714285716,0,1,1,0
45,1,0,115.65,5125.5,0,2.5700000000000003,0,0,0,0
8,1,0,74.6,548.9,0,9.325,0,1,1,0
1,1,0,50.15,50.15,1,50.15,0,0,1,1
66,1,1,103.15,7031.3,0,1.562878787878788,1,0,1,0
72,1,3,72.1,5016.65,0,1.0013888888888889,0,1,1,0
41,1,0,113.6,4594.95,1,2.770731707317073,1,0,1,0
23,1,3,25.1,611.45,0,1.091304347826087,0,0,1,1
29,1,0,78.9,2384.15,1,2.720689655172414,0,0,0,0
4,1,0,80.15,319.85,0,20.0375,0,0,0,0
6,1,3,25.4,153.3,0,4.233333333333333,0,0,1,1
67,1,1,105.4,7035.6,0,1.573134328358209,0,1,1,0
7,1,0,45.75,344.2,0,6.535714285714286,0,0,1,1
56,1,1,24.45,1431.65,0,0.4366071428571428,0,0,1,1
72,1,3,25.0,1849.2,0,0.3472222222222222,0,1,1,0
72,1,3,85.25,6083.1,0,1.1840277777777777,0,0,0,0
23,1,3,19.6,426.65,0,0.8521739130434783,0,1,1,0
35,1,0,50.15,1655.35,0,1.4328571428571428,0,0,1,1
27,1,0,70.55,1943.9,0,2.6129629629629627,0,0,0,0
26,1,0,60.05,1616.15,1,2.3096153846153844,0,0,0,0
12,1,1,26.4,314.95,0,2.2,0,0,1,1
40,1,3,20.15,804.85,0,0.5037499999999999,0,0,1,1
7,0,0,58.85,465.7,0,8.407142857142857,0,0,1,1
70,1,0,97.55,6669.05,0,1.3935714285714285,0,1,1,0
60,1,3,19.65,1161.75,0,0.3274999999999999,0,1,1,0
39,0,1,25.25,947.75,0,0.6474358974358975,0,1,1,0
72,1,3,114.45,8375.05,0,1.5895833333333331,0,1,1,0
1,0,0,34.7,34.7,1,34.7,0,0,0,0
54,1,1,70.7,3770.0,0,1.3092592592592591,0,0,0,0
3,1,0,85.3,264.8,1,28.433333333333334,0,0,0,0
63,1,3,75.55,4707.85,0,1.1992063492063492,0,1,1,0
71,1,3,84.8,6152.4,0,1.1943661971830986,0,0,0,0
42,1,1,20.65,958.1,0,0.4916666666666666,0,0,1,1
47,1,3,20.45,943.0,0,0.4351063829787234,1,0,1,0
66,1,1,102.45,6615.15,1,1.5522727272727272,0,1,1,0
21,1,0,104.4,2200.25,1,4.971428571428572,1,0,1,0
11,0,0,35.65,425.1,0,3.2409090909090907,0,0,0,0
1,1,0,99.75,99.75,1,99.75,0,0,0,0
55,1,0,90.45,5044.8,0,1.6445454545454543,0,0,0,0
69,1,3,97.65,6743.55,0,1.415217391304348,0,1,1,0
3,1,0,73.85,196.4,0,24.616666666666664,0,0,0,0
4,1,0,74.4,299.7,1,18.6,0,0,0,0
30,1,3,69.1,2093.9,0,2.303333333333333,0,1,1,0
5,1,0,82.75,417.75,0,16.55,0,0,0,0
71,1,3,24.4,1725.4,0,0.3436619718309859,0,1,1,0
29,1,1,55.25,1620.2,0,1.9051724137931036,0,0,0,0
52,1,0,61.35,3169.55,0,1.1798076923076923,1,0,1,0
68,1,1,76.75,5233.25,0,1.1286764705882353,0,1,1,0
46,1,3,19.4,967.85,0,0.4217391304347825,0,0,1,1
8,1,0,54.75,438.05,0,6.84375,0,1,1,0
72,1,3,19.7,1421.9,0,0.2736111111111111,0,1,1,0
17,1,1,19.9,323.15,0,1.1705882352941177,1,0,1,0
3,1,0,107.95,318.6,0,35.983333333333334,0,0,0,0
2,1,0,83.8,163.7,0,41.9,1,0,1,0
9,1,0,74.25,639.65,1,8.25,0,1,1,0
51,0,1,56.4,2928.5,0,1.1058823529411763,0,1,1,0
6,1,3,20.1,100.35,0,3.35,0,0,1,1
3,1,0,94.9,273.2,0,31.633333333333336,0,0,0,0
17,1,0,94.2,1608.15,0,5.541176470588235,0,0,0,0
30,1,0,49.9,1441.95,0,1.663333333333333,0,0,0,0
31,1,0,71.05,2168.15,0,2.291935483870968,0,0,0,0
45,1,3,81.65,3618.7,0,1.8144444444444443,1,0,1,0
64,1,1,89.45,5692.65,0,1.39765625,1,0,1,0
1,1,0,59.85,59.85,1,59.85,0,0,0,0
1,1,0,69.6,69.6,1,69.6,0,0,0,0
61,1,1,99.0,5969.3,0,1.6229508196721312,0,0,0,0
1,1,0,19.05,19.05,0,19.05,0,0,1,1
9,0,0,45.4,418.8,1,5.044444444444444,0,0,0,0
72,1,3,114.45,8100.55,0,1.5895833333333331,1,0,1,0
1,1,0,19.5,19.5,1,19.5,0,0,1,1
7,1,0,44.25,313.45,0,6.321428571428571,0,0,1,1
66,1,1,90.55,6130.95,0,1.3719696969696968,1,0,1,0
1,1,0,69.9,69.9,1,69.9,0,0,0,0
40,1,0,20.4,745.3,0,0.51,1,0,1,0
16,1,0,71.4,1212.1,0,4.4625,1,0,1,0
2,1,0,87.15,183.75,1,43.575,1,0,1,0
67,1,3,24.85,1583.5,0,0.3708955223880597,0,1,1,0
41,1,1,104.45,4162.05,0,2.5475609756097564,1,0,1,0
56,1,3,19.8,1119.9,0,0.3535714285714286,0,1,1,0
72,1,3,116.45,8013.55,0,1.6173611111111112,1,0,1,0
3,1,0,84.75,264.85,1,28.25,1,0,1,0
54,1,3,20.05,1102.4,0,0.3712962962962963,0,1,1,0
52,1,0,110.75,5832.0,0,2.1298076923076925,0,0,0,0
50,1,3,89.7,4304.5,0,1.794,1,0,1,0
14,1,0,89.95,1178.4,1,6.425,0,0,0,0
27,1,1,48.7,1421.75,0,1.803703703703704,0,1,1,0
72,1,3,96.6,6827.5,0,1.3416666666666666,1,0,1,0
62,1,1,74.3,4698.05,0,1.1983870967741934,0,1,1,0
12,1,0,54.3,654.5,0,4.525,0,0,0,0
44,1,1,74.85,3268.05,0,1.7011363636363634,1,0,1,0
54,1,3,79.95,4362.05,0,1.4805555555555556,1,0,1,0
68,1,3,20.05,1386.9,0,0.2948529411764706,1,0,1,0
20,1,0,19.4,415.4,0,0.97,0,0,1,1
50,1,1,54.9,2614.1,0,1.098,1,0,1,0
58,1,3,24.45,1513.6,0,0.421551724137931,0,1,1,0
35,1,0,89.65,3161.6,0,2.5614285714285714,1,0,1,0
2,1,0,45.4,80.95,0,22.7,0,0,0,0
63,1,3,75.7,4676.7,0,1.2015873015873015,0,0,1,1
58,1,1,110.65,6526.65,0,1.9077586206896555,0,1,1,0
27,1,1,20.55,583.3,0,0.7611111111111112,0,0,1,1
71,1,3,115.15,8078.1,0,1.6218309859154931,0,1,1,0
63,1,1,58.55,3503.5,0,0.9293650793650792,0,1,1,0
71,1,0,93.25,6669.45,0,1.3133802816901408,1,0,1,0
41,1,0,113.2,4689.5,1,2.760975609756098,0,0,0,0
13,1,0,90.5,1201.15,1,6.961538461538462,0,0,0,0
2,1,0,79.0,143.65,1,39.5,0,0,0,0
68,1,3,19.35,1292.65,0,0.2845588235294118,1,0,1,0
1,1,0,48.75,48.75,0,48.75,0,0,1,1
65,1,3,109.05,7108.2,0,1.6776923076923076,0,0,0,0
72,1,3,25.0,1802.55,0,0.3472222222222222,1,0,1,0
28,1,0,54.9,1505.15,0,1.9607142857142856,0,1,1,0
72,1,3,24.75,1859.1,0,0.34375,0,1,1,0
2,1,0,91.15,168.5,0,45.575,0,0,0,0
18,1,1,20.15,390.85,1,1.1194444444444445,1,0,1,0
60,1,1,104.35,6339.45,0,1.7391666666666663,0,0,0,0
26,1,0,66.05,1652.4,0,2.5403846153846152,0,0,0,0
1,1,0,71.65,71.65,1,71.65,0,0,0,0
4,1,0,20.35,77.5,1,5.0875,0,0,1,1
68,1,3,92.2,6392.85,0,1.3558823529411763,0,1,1,0
38,1,0,84.25,3264.5,1,2.2171052631578947,0,1,1,0
42,1,1,105.2,4599.15,0,2.5047619047619047,1,0,1,0
57,1,3,19.6,1134.25,0,0.343859649122807,1,0,1,0
54,0,0,30.4,1621.35,0,0.5629629629629629,0,0,0,0
12,1,0,78.1,947.3,1,6.508333333333333,1,0,1,0
44,1,1,61.5,2722.2,0,1.3977272727272727,0,0,1,1
42,1,0,69.4,3058.3,0,1.6523809523809525,1,0,1,0
72,1,3,24.75,1769.6,0,0.34375,1,0,1,0
71,1,3,91.05,6293.75,0,1.282394366197183,0,0,1,1
19,1,0,89.65,1761.05,1,4.718421052631579,0,0,1,1
23,1,0,73.65,1642.75,0,3.2021739130434783,0,1,1,0
30,1,3,19.4,578.5,0,0.6466666666666666,0,1,1,0
35,1,1,26.2,954.9,0,0.7485714285714286,1,0,1,0
10,1,0,98.7,973.25,1,9.87,0,0,0,0
1,1,0,43.85,43.85,0,43.85,1,0,1,0
22,1,0,69.7,1490.4,0,3.1681818181818184,0,0,1,1
7,0,3,38.55,280.0,0,5.507142857142857,0,0,1,1
36,0,3,53.1,1901.25,0,1.475,0,0,1,1
