tenure,PhoneService,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_to_TotalCharges_Ratio,Bank transfer (automatic),Credit card (automatic),Electronic check,Mailed check,Month-to-month,One year,Two year
9,1,94.75,889.9,1,0.1064726373749859,0,0,0,0,0,0,0
13,1,95.05,1290.0,1,0.0736821705426356,0,0,0,0,0,0,0
4,1,78.45,330.05,1,0.2376912589001666,0,0,0,0,0,0,0
4,1,70.2,237.95,1,0.2950199621769279,0,0,0,0,0,0,0
72,1,92.0,6474.4,0,0.0142098109477326,1,0,1,0,1,0,1
51,1,85.5,4421.95,0,0.0193353610963488,0,1,1,0,1,0,1
59,0,41.05,2452.7,1,0.0167366575610551,1,0,1,0,0,0,0
10,1,85.6,813.85,1,0.1051790870553541,0,0,0,0,0,0,0
61,1,82.15,4904.85,0,0.0167487282995402,0,0,0,0,0,0,0
54,1,84.4,4484.05,0,0.0188222700460521,0,0,0,0,1,1,0
33,1,60.9,2033.85,0,0.0299432111512648,0,0,1,1,0,0,0
27,1,20.25,538.2,0,0.0376254180602006,1,0,1,0,1,0,1
1,1,79.2,79.2,1,1.0,0,0,0,0,0,0,0
23,1,95.3,2192.9,0,0.0434584340371197,0,0,1,1,0,0,0
1,1,19.85,19.85,0,1.0,0,0,1,1,0,0,0
45,1,84.35,3858.05,0,0.0218633765762496,0,0,1,1,1,0,1
39,1,19.85,854.8,0,0.0232218062704726,1,0,1,0,1,0,1
5,1,70.0,347.4,1,0.2014968336211859,0,0,1,1,1,1,0
72,1,82.3,5815.15,0,0.0141526873769378,1,0,1,0,1,0,1
58,1,66.8,3970.4,0,0.0168245013096917,1,0,1,0,0,0,0
70,0,44.6,3058.15,0,0.0145839805110933,1,0,1,0,1,0,1
61,1,98.45,6145.2,0,0.016020633990757,1,0,1,0,1,1,0
2,1,70.7,129.2,0,0.5472136222910218,0,0,1,1,0,0,0
46,1,24.95,1165.9,0,0.0213997769963118,0,0,1,1,1,1,0
1,1,49.95,49.95,1,1.0,1,0,1,0,0,0,0
22,1,69.25,1554.0,1,0.0445624195624195,0,0,0,0,0,0,0
48,1,102.5,4904.25,0,0.0209002395881123,0,1,1,0,1,0,1
64,1,86.55,5632.55,0,0.0153660420235949,0,1,1,0,1,0,1
72,1,24.3,1643.25,0,0.0147877681424007,1,0,1,0,1,0,1
12,1,58.35,740.55,0,0.0787927891432043,0,1,1,0,0,0,0
34,1,94.25,3217.55,1,0.0292924740874267,0,0,0,0,0,0,0
72,1,68.75,4888.2,0,0.0140644818133464,0,1,1,0,1,0,1
29,1,85.8,2440.25,0,0.0351603319332035,0,0,0,0,0,0,0
33,1,20.1,620.55,0,0.0323906212231085,0,1,1,0,1,1,0
1,1,20.35,20.35,0,1.0,0,0,1,1,0,0,0
62,1,110.8,6840.95,0,0.0161965808842339,0,0,0,0,1,1,0
41,1,73.0,3001.2,1,0.0243236038917766,0,0,0,0,1,1,0
64,1,100.05,6254.2,1,0.015997249848102,0,1,1,0,1,1,0
4,1,82.85,319.6,0,0.2592302878598247,0,1,1,0,0,0,0
24,1,84.35,1938.05,0,0.0435231289182425,0,0,0,0,0,0,0
14,1,19.55,294.5,0,0.066383701188455,0,0,1,1,1,1,0
3,1,19.95,58.3,0,0.3421955403087479,0,0,1,1,0,0,0
4,1,99.8,442.85,1,0.2253584735237665,0,1,1,0,0,0,0
18,0,35.0,553.0,1,0.0632911392405063,0,0,0,0,0,0,0
8,1,66.25,546.45,0,0.1212370756702351,0,0,0,0,0,0,0
35,1,23.3,797.1,0,0.0292309622381131,1,0,1,0,1,0,1
1,1,76.0,76.0,1,1.0,0,0,0,0,0,0,0
66,1,25.3,1673.8,0,0.0151153064882303,0,1,1,0,1,0,1
8,0,44.55,343.45,0,0.1297132042509826,0,0,1,1,1,0,1
71,1,104.1,7412.25,0,0.0140443185267631,0,1,1,0,1,1,0
43,1,92.55,4039.0,0,0.0229140876454567,1,0,1,0,0,0,0
2,1,93.85,170.85,1,0.5493122622183202,0,0,0,0,0,0,0
29,1,101.45,2948.6,0,0.0344061588550498,1,0,1,0,0,0,0
15,1,84.3,1308.4,1,0.0644298379700397,0,0,0,0,0,0,0
65,1,94.55,6078.75,0,0.015554184659675,0,1,1,0,1,0,1
35,1,95.5,3418.2,0,0.0279386811772277,0,0,0,0,0,0,0
64,1,100.3,6603.8,0,0.0151882249613858,0,1,1,0,1,1,0
58,0,55.5,3166.9,0,0.017525024471881,0,1,1,0,1,0,1
18,1,49.85,865.75,0,0.0575801328328039,0,1,1,0,0,0,0
67,1,89.55,6373.1,0,0.0140512466460592,1,0,1,0,0,0,0
63,1,19.15,1177.05,0,0.0162694872775158,0,0,1,1,1,0,1
60,1,99.8,5985.75,0,0.0166729315457545,0,0,0,0,0,0,0
9,1,84.4,732.5,1,0.1152218430034129,0,1,1,0,0,0,0
70,1,113.05,7869.05,0,0.0143664101765778,0,1,1,0,1,0,1
15,1,101.1,1504.05,1,0.067218510022938,0,0,0,0,0,0,0
48,1,19.95,936.7,0,0.0212981744421906,0,0,1,1,1,1,0
12,1,74.15,741.4,0,0.1000134879956838,0,0,0,0,0,0,0
71,1,92.0,6585.2,0,0.0139707222255967,0,0,0,0,1,1,0
44,1,73.85,3122.4,0,0.0236516781962592,0,0,0,0,0,0,0
1,1,50.45,50.45,1,1.0,0,0,0,0,0,0,0
45,1,24.45,1088.25,0,0.0224672639558924,0,0,1,1,1,0,1
23,1,24.8,615.35,0,0.0403022670025188,0,1,1,0,1,1,0
43,1,64.85,2908.2,0,0.0222990165738257,1,0,1,0,1,1,0
35,1,20.75,739.9,0,0.0280443303149074,1,0,1,0,0,0,0
9,1,68.95,593.85,0,0.116106760966574,0,0,1,1,0,0,0
12,1,99.95,1132.75,1,0.0882365923637166,0,0,1,1,0,0,0
65,1,109.4,7227.45,0,0.0151367356398176,0,1,1,0,0,0,0
2,1,91.4,193.6,1,0.472107438016529,0,0,0,0,0,0,0
27,1,49.0,1291.35,0,0.0379447864637782,0,0,1,1,0,0,0
40,1,50.25,2023.55,0,0.0248325961799807,0,0,1,1,1,1,0
5,1,75.55,349.65,1,0.216073216073216,0,1,1,0,0,0,0
8,1,19.9,153.95,0,0.1292627476453394,0,1,1,0,1,1,0
58,1,97.8,5458.8,0,0.0179160255001099,1,0,1,0,1,1,0
52,1,100.3,5244.45,0,0.0191249797404875,0,0,0,0,1,1,0
3,1,55.8,154.55,0,0.3610482044645745,0,0,1,1,0,0,0
41,1,111.15,4507.15,0,0.0246608167023507,0,0,0,0,1,0,1
20,1,98.55,2031.95,0,0.0485002091586899,0,0,1,1,0,0,0
1,1,50.05,50.05,0,1.0,0,0,0,0,0,0,0
4,1,80.8,332.45,1,0.2430440667769589,0,1,1,0,0,0,0
23,1,20.85,473.9,0,0.0439966237602869,0,0,0,0,0,0,0
6,1,19.5,106.8,0,0.1825842696629213,1,0,1,0,0,0,0
8,1,19.35,152.6,0,0.1268020969855832,0,0,1,1,0,0,0
18,1,69.5,1199.4,0,0.0579456394864098,0,0,1,1,0,0,0
52,0,48.8,2555.05,0,0.0190994305395197,0,1,1,0,0,0,0
31,1,94.5,2979.2,0,0.03171992481203,0,0,0,0,0,0,0
29,1,20.65,654.85,0,0.031533939070016,0,0,1,1,0,0,0
36,1,106.05,3834.4,0,0.0276575213853536,0,1,1,0,1,0,1
16,1,100.0,1534.75,1,0.0651571917250366,0,0,0,0,0,0,0
42,1,108.3,4586.15,0,0.0236145786771038,0,0,0,0,1,1,0
1,1,20.55,20.55,1,1.0,0,0,0,0,0,0,0
60,1,99.65,5941.05,0,0.0167731293289906,0,0,0,0,1,0,1
5,1,85.3,424.15,1,0.2011080985500412,0,0,0,0,0,0,0
22,1,95.9,2234.95,0,0.0429092373431173,0,1,1,0,0,0,0
36,1,20.0,666.75,0,0.0299962504686914,0,0,1,1,1,1,0
4,1,70.4,281.0,1,0.2505338078291815,0,0,0,0,0,0,0
9,1,64.95,547.8,0,0.118565169769989,0,0,1,1,0,0,0
1,1,74.6,74.6,0,1.0,0,1,1,0,0,0,0
12,1,49.2,571.15,0,0.0861419942221833,0,0,0,0,0,0,0
23,1,73.75,1756.6,0,0.0419845155413867,0,0,1,1,1,1,0
62,1,92.3,5731.45,0,0.0161041272278393,1,0,1,0,1,1,0
37,1,98.8,3475.55,1,0.0284271554142509,1,0,1,0,0,0,0
8,1,19.2,156.85,0,0.1224099458080969,0,0,1,1,0,0,0
31,1,88.65,2683.2,0,0.0330389087656529,0,1,1,0,0,0,0
13,1,74.4,896.75,1,0.0829662670755506,0,1,1,0,0,0,0
24,1,98.75,2407.3,1,0.0410210609396419,0,0,0,0,0,0,0
45,1,95.95,4456.65,0,0.0215296242693503,1,0,1,0,0,0,0
69,1,105.4,6998.95,0,0.0150594017674079,0,1,1,0,1,0,1
2,1,20.25,36.8,0,0.5502717391304348,0,0,1,1,0,0,0
61,1,106.0,6547.7,1,0.0161888907555324,0,0,0,0,1,1,0
41,1,104.7,4346.4,1,0.0240889011595803,0,0,0,0,0,0,0
44,0,49.05,2265.0,0,0.0216556291390728,0,0,0,0,1,1,0
39,0,35.55,1309.15,0,0.0271550242523774,0,0,1,1,1,1,0
72,0,65.1,4754.3,0,0.0136928675094125,0,1,1,0,1,0,1
13,1,96.85,1235.55,0,0.0783861438225891,0,0,0,0,0,0,0
51,1,69.75,3562.5,0,0.019578947368421,0,1,1,0,1,1,0
71,1,99.2,7213.75,0,0.0137515162016981,0,0,0,0,1,0,1
22,1,96.7,2082.95,1,0.0464245421157493,0,0,0,0,0,0,0
2,1,55.05,102.75,1,0.5357664233576642,0,1,1,0,0,0,0
56,1,106.8,5914.4,0,0.0180576220749357,0,0,0,0,1,1,0
1,1,51.25,51.25,0,1.0,0,0,1,1,0,0,0
23,1,57.75,1282.85,0,0.0450169544373855,0,0,1,1,1,1,0
66,1,70.85,4738.85,0,0.0149508847083153,1,0,1,0,1,1,0
1,1,19.55,19.55,0,1.0,0,0,1,1,0,0,0
19,1,88.2,1775.8,1,0.0496677553778578,0,0,0,0,0,0,0
11,1,79.5,795.65,0,0.0999183057877207,1,0,1,0,0,0,0
8,1,19.75,145.0,1,0.1362068965517241,0,0,1,1,1,1,0
52,1,98.15,4993.4,0,0.01965594584852,1,0,1,0,0,0,0
3,1,20.25,61.45,0,0.3295362082994304,0,0,0,0,0,0,0
51,1,79.15,4018.55,0,0.0196961590623483,1,0,1,0,0,0,0
15,1,75.65,1146.65,1,0.0659747961452928,0,0,0,0,0,0,0
64,1,94.25,6081.4,0,0.0154980761008978,0,0,0,0,0,0,0
37,0,40.2,1478.85,0,0.0271832843087534,0,1,1,0,0,0,0
13,1,19.95,243.65,0,0.0818797455366304,0,0,1,1,1,0,1
49,1,55.35,2633.95,0,0.02101406632624,0,0,0,0,1,1,0
45,1,102.15,4735.35,0,0.0215717951154613,1,0,1,0,1,1,0
18,1,71.1,1247.75,0,0.0569825686235223,0,0,0,0,0,0,0
1,1,74.7,74.7,1,1.0,0,0,0,0,0,0,0
68,0,54.1,3794.5,0,0.0142574779285808,1,0,1,0,1,0,1
54,1,19.65,1008.7,0,0.0194805194805194,0,1,1,0,1,0,1
23,1,88.45,2130.55,0,0.0415151017342939,1,0,1,0,0,0,0
17,1,76.65,1313.55,1,0.0583533173461231,0,0,0,0,0,0,0
71,1,80.4,5727.15,0,0.0140383960608679,0,1,1,0,1,0,1
67,1,19.25,1372.9,0,0.0140214145240002,1,0,1,0,1,0,1
14,1,84.8,1203.9,0,0.0704377439986709,0,0,0,0,0,0,0
1,0,25.8,25.8,1,1.0,0,0,1,1,0,0,0
63,1,19.5,1215.1,0,0.0160480618879104,0,1,1,0,1,0,1
41,1,68.6,2877.05,0,0.0238438678507498,0,0,0,0,1,1,0
17,1,92.6,1579.7,0,0.0586187250743812,0,0,0,0,0,0,0
56,1,100.55,5514.95,0,0.018232259585309,0,0,0,0,1,1,0
5,1,20.55,96.1,0,0.2138397502601457,0,1,1,0,0,0,0
2,0,42.6,72.4,1,0.5883977900552486,0,0,0,0,0,0,0
3,1,19.6,55.25,0,0.3547511312217195,0,0,1,1,0,0,0
37,1,67.45,2443.3,0,0.0276061064953137,0,0,0,0,1,1,0
29,1,68.85,1970.5,1,0.0349403704643491,1,0,1,0,0,0,0
8,1,43.55,335.4,0,0.1298449612403101,0,0,1,1,0,0,0
63,1,109.85,7002.95,0,0.0156862465103991,0,1,1,0,0,0,0
7,1,20.65,158.95,0,0.1299150676313306,0,0,1,1,0,0,0
3,1,95.4,293.15,0,0.3254306668940815,0,0,0,0,0,0,0
72,1,21.0,1493.75,0,0.0140585774058577,1,0,1,0,1,0,1
19,1,56.2,1093.4,0,0.0513993049204316,0,0,0,0,0,0,0
59,1,18.4,1057.85,0,0.0173937703833246,1,0,1,0,1,0,1
2,1,90.0,190.05,1,0.473559589581689,0,1,1,0,0,0,0
35,1,25.75,882.55,0,0.029176817177497,0,0,0,0,0,0,0
14,1,19.6,300.4,0,0.0652463382157124,0,1,1,0,0,0,0
14,1,75.35,1025.95,1,0.0734441249573565,0,0,0,0,0,0,0
69,1,19.8,1436.95,0,0.0137791850795086,0,1,1,0,1,0,1
7,1,64.2,475.0,0,0.1351578947368421,0,0,0,0,0,0,0
69,1,75.75,5388.15,0,0.0140586286573313,1,0,1,0,1,0,1
72,1,78.95,5730.15,0,0.0137779988307461,0,0,0,0,1,0,1
8,1,100.85,819.55,1,0.1230553352449514,0,0,0,0,0,0,0
4,1,50.3,217.1,0,0.2316904652233993,0,0,0,0,0,0,0
63,1,80.3,4896.35,0,0.0163999714072727,0,1,1,0,0,0,0
72,1,19.85,1434.1,0,0.0138414336517676,1,0,1,0,1,0,1
46,1,21.1,937.1,0,0.0225162736100736,0,0,0,0,1,0,1
5,1,69.95,330.15,1,0.211873390882932,0,0,0,0,0,0,0
30,1,50.0,1474.9,0,0.033900603430741,0,0,1,1,0,0,0
63,1,104.75,6536.5,0,0.0160253958540503,1,0,1,0,1,0,1
60,1,19.85,1128.1,0,0.0175959578051591,1,0,1,0,1,0,1
63,1,107.5,6873.75,1,0.0156392071285688,0,0,0,0,1,1,0
25,1,85.9,2199.05,0,0.0390623223664764,0,0,0,0,0,0,0
1,1,45.85,45.85,1,1.0,0,0,1,1,0,0,0
6,1,80.8,457.1,0,0.1767665718661124,0,0,0,0,0,0,0
22,1,25.25,566.5,0,0.0445719329214474,0,0,1,1,1,0,1
31,1,80.55,2471.6,0,0.0325902249554944,1,0,1,0,1,0,1
39,1,81.5,3107.3,0,0.0262285585556592,1,0,1,0,0,0,0
26,1,20.9,518.3,0,0.0403241366004244,0,0,1,1,0,0,0
53,1,106.1,5769.75,1,0.0183890116556176,1,0,1,0,1,1,0
1,1,91.7,91.7,1,1.0,0,0,0,0,0,0,0
12,1,67.25,832.3,0,0.0808001922383755,0,0,0,0,0,0,0
16,1,95.6,1555.65,1,0.0614534117571433,0,1,1,0,0,0,0
2,1,20.35,45.3,0,0.4492273730684327,0,0,1,1,0,0,0
39,0,45.05,1790.6,0,0.0251591645258572,1,0,1,0,1,1,0
1,1,74.95,74.95,1,1.0,0,0,0,0,0,0,0
7,0,34.65,246.6,0,0.1405109489051094,0,0,1,1,0,0,0
4,1,69.35,261.65,0,0.2650487292184215,0,0,0,0,0,0,0
10,1,95.35,898.35,1,0.1061390326710079,0,0,0,0,0,0,0
55,1,81.55,4509.5,0,0.018084044794323,0,0,0,0,0,0,0
72,1,75.4,5480.25,0,0.0137584964189589,1,0,1,0,1,0,1
10,1,67.8,653.15,0,0.1038046390568782,0,1,1,0,0,0,0
11,1,111.4,1183.05,0,0.0941633912345209,0,0,0,0,0,0,0
15,1,46.3,639.45,0,0.0724059738838063,0,0,0,0,0,0,0
23,1,20.4,478.75,0,0.0426109660574412,1,0,1,0,1,0,1
1,1,20.05,20.05,0,1.0,0,0,1,1,0,0,0
3,1,45.0,127.1,1,0.3540519276160503,0,0,0,0,0,0,0
47,1,96.1,4391.45,0,0.0218834325792164,0,0,0,0,1,1,0
15,1,19.65,270.6,0,0.0726164079822616,0,0,1,1,1,1,0
66,1,99.5,6710.5,1,0.0148275091274867,0,0,0,0,0,0,0
68,1,60.65,3975.9,0,0.0152544078070374,1,0,1,0,1,1,0
17,1,98.6,1704.95,1,0.0578316079650429,1,0,1,0,1,1,0
7,1,59.5,415.95,1,0.1430460391874023,0,0,1,1,0,0,0
12,1,80.45,950.2,1,0.0846663860239949,0,0,0,0,0,0,0
21,1,71.7,1497.05,0,0.0478941919107578,1,0,1,0,1,1,0
21,0,36.0,780.15,0,0.046144972120746,0,0,1,1,0,0,0
56,1,65.2,3512.15,0,0.0185641273863587,1,0,1,0,1,1,0
6,1,48.95,273.25,0,0.1791399817017383,0,1,1,0,0,0,0
65,0,53.5,3517.9,0,0.0152079365530572,1,0,1,0,1,0,1
42,1,80.45,3375.9,0,0.0238306821884534,0,1,1,0,1,1,0
68,1,109.05,7508.55,0,0.0145234432746668,1,0,1,0,1,0,1
48,1,26.3,1245.05,0,0.0211236496526243,1,0,1,0,1,0,1
50,1,106.8,5347.95,0,0.0199702689815723,0,0,0,0,1,1,0
7,1,64.95,493.65,0,0.1315709510786994,0,0,0,0,0,0,0
63,1,19.35,1263.85,0,0.0153103611979269,0,0,0,0,1,0,1
17,1,21.1,385.55,0,0.0547270133575411,0,1,1,0,0,0,0
42,1,77.95,3384.0,1,0.0230348699763593,0,1,1,0,0,0,0
4,1,18.85,84.2,0,0.2238717339667458,0,0,1,1,0,0,0
62,1,26.0,1638.7,0,0.0158662354305241,1,0,1,0,1,0,1
2,1,74.7,165.4,1,0.4516324062877871,0,0,0,0,0,0,0
2,1,70.35,120.25,0,0.585031185031185,0,0,0,0,0,0,0
48,1,96.9,4473.45,0,0.0216611340240753,1,0,1,0,1,0,1
27,1,19.55,520.55,0,0.0375564306982998,1,0,1,0,1,0,1
70,1,80.4,5717.85,0,0.0140612293082189,1,0,1,0,1,0,1
1,1,88.8,88.8,1,1.0,0,0,0,0,0,0,0
46,1,94.65,4312.5,0,0.0219478260869565,0,0,0,0,1,1,0
30,1,90.25,2755.35,1,0.0327544595060518,0,0,0,0,0,0,0
15,1,64.65,994.55,1,0.0650042732894273,1,0,1,0,0,0,0
69,1,95.75,6511.25,0,0.0147053177193319,0,1,1,0,1,1,0
65,1,19.55,1218.65,0,0.0160423419357485,0,1,1,0,1,0,1
72,1,104.1,7447.7,0,0.013977469554359,0,1,1,0,1,0,1
13,1,89.05,1169.35,1,0.0761534185658699,1,0,1,0,0,0,0
17,1,20.1,279.5,0,0.0719141323792486,0,0,1,1,1,1,0
51,1,111.55,5720.35,0,0.019500555035968,0,0,0,0,1,1,0
51,1,60.5,3121.45,0,0.0193820179724166,0,1,1,0,1,0,1
72,1,90.95,6468.6,0,0.0140602294159478,1,0,1,0,1,0,1
67,1,87.4,5918.8,1,0.014766506724336,0,0,0,0,1,1,0
34,1,19.7,675.6,0,0.0291592658377738,0,0,1,1,0,0,0
67,0,50.95,3521.7,0,0.0144674447000028,1,0,1,0,1,0,1
49,1,20.05,923.1,0,0.0217202903260751,1,0,1,0,1,1,0
53,1,19.4,1110.35,0,0.0174719682982843,0,0,1,1,1,0,1
27,1,59.45,1611.65,0,0.0368876617131511,0,0,0,0,0,0,0
23,1,94.75,2293.6,1,0.0413106034182071,0,0,0,0,0,0,0
69,1,81.5,5553.25,0,0.0146760905775897,0,1,1,0,1,0,1
2,0,29.05,44.75,0,0.6491620111731844,1,0,1,0,0,0,0
35,1,86.45,3029.1,1,0.0285398303126341,0,0,0,0,0,0,0
46,1,70.6,3231.05,0,0.0218504820414416,0,0,1,1,1,1,0
54,1,97.2,5129.45,0,0.0189494000331419,1,0,1,0,1,0,1
56,1,98.25,5508.35,1,0.0178365572267557,0,0,0,0,1,1,0
9,1,75.75,655.9,1,0.1154901661838695,1,0,1,0,0,0,0
20,1,59.2,1191.2,0,0.0496977837474815,1,0,1,0,0,0,0
11,1,75.9,866.4,0,0.0876038781163435,0,0,1,1,0,0,0
30,1,90.05,2627.2,0,0.0342760353227771,0,0,0,0,0,0,0
68,1,70.95,4741.45,0,0.0149637769036898,1,0,1,0,1,0,1
38,1,102.6,4009.2,0,0.0255911403771325,0,0,0,0,0,0,0
17,1,85.35,1463.45,1,0.0583210905736444,1,0,1,0,0,0,0
48,1,106.1,5082.8,1,0.0208743212402612,0,1,1,0,1,1,0
1,1,43.8,43.8,0,1.0,0,0,0,0,0,0,0
63,0,59.0,3707.6,0,0.0159132592512676,0,0,0,0,1,0,1
3,1,69.95,220.45,0,0.3173055114538444,0,0,0,0,1,1,0
48,1,24.35,1133.7,0,0.0214783452412454,1,0,1,0,1,1,0
66,0,29.45,1983.15,0,0.0148501121952449,0,1,1,0,1,1,0
68,1,84.4,5746.75,0,0.014686561969809,0,1,1,0,1,0,1
17,1,45.05,770.6,1,0.0584609395276407,0,0,0,0,0,0,0
7,1,20.65,134.05,0,0.1540469973890339,0,0,1,1,1,1,0
72,1,87.1,6230.1,0,0.0139805139564372,1,0,1,0,1,0,1
29,1,19.85,573.05,0,0.0346392112381118,0,0,1,1,0,0,0
37,1,90.35,3419.3,0,0.0264235369812534,0,0,0,0,0,0,0
34,1,109.8,3587.25,1,0.0306084047668827,0,0,1,1,0,0,0
42,1,84.65,3541.35,1,0.0239033137080491,0,0,0,0,0,0,0
59,1,65.5,3801.3,0,0.0172309473075,0,0,1,1,1,1,0
11,1,79.5,868.5,1,0.0915371329879101,1,0,1,0,0,0,0
60,1,80.95,4859.1,0,0.0166594636866909,0,0,0,0,0,0,0
27,1,56.15,1439.35,0,0.0390106645360753,0,0,1,1,0,0,0
1,1,85.8,85.8,1,1.0,0,0,1,1,0,0,0
1,1,79.1,79.1,1,1.0,0,0,0,0,0,0,0
17,0,34.4,592.75,0,0.0580345845634753,0,0,1,1,0,0,0
58,1,20.75,1185.95,0,0.0174965217757915,0,0,1,1,1,0,1
1,1,18.8,18.8,0,1.0,0,0,1,1,1,1,0
3,1,44.3,134.5,1,0.3293680297397769,0,0,1,1,0,0,0
53,1,90.8,4921.2,0,0.0184507843615378,0,0,0,0,0,0,0
35,1,25.6,901.25,0,0.0284049930651872,0,0,0,0,0,0,0
50,1,105.95,5341.8,1,0.0198341383054401,0,1,1,0,0,0,0
68,1,70.8,4859.95,0,0.0145680511116369,0,1,1,0,1,0,1
47,1,25.4,1139.2,0,0.0222963483146067,0,0,0,0,0,0,0
65,1,108.8,7082.45,0,0.0153619157212546,1,0,1,0,0,0,0
5,1,69.75,324.6,1,0.2148798521256931,0,0,0,0,0,0,0
51,1,94.65,4812.75,1,0.0196665108306062,0,0,0,0,0,0,0
46,1,96.05,4399.5,1,0.0218320263666325,1,0,1,0,0,0,0
9,1,76.85,663.55,0,0.1158164418657222,0,0,0,0,0,0,0
8,1,20.25,174.65,0,0.1159461780704265,0,0,1,1,1,0,1
14,1,24.8,321.7,0,0.0770904569474665,0,1,1,0,1,1,0
45,1,115.65,5125.5,0,0.0225636523266022,0,0,0,0,0,0,0
8,1,74.6,548.9,0,0.1359081799963563,0,1,1,0,0,0,0
1,1,50.15,50.15,1,1.0,0,0,1,1,0,0,0
66,1,103.15,7031.3,0,0.0146701179013838,1,0,1,0,1,1,0
72,1,72.1,5016.65,0,0.0143721407712317,0,1,1,0,1,0,1
41,1,113.6,4594.95,1,0.0247227935015614,1,0,1,0,0,0,0
23,1,25.1,611.45,0,0.0410499632022242,0,0,1,1,1,0,1
29,1,78.9,2384.15,1,0.033093555355158,0,0,0,0,0,0,0
4,1,80.15,319.85,0,0.2505862122870095,0,0,0,0,0,0,0
6,1,25.4,153.3,0,0.1656881930854533,0,0,1,1,1,0,1
67,1,105.4,7035.6,0,0.0149809540053442,0,1,1,0,1,1,0
7,1,45.75,344.2,0,0.1329169087739686,0,0,1,1,0,0,0
56,1,24.45,1431.65,0,0.0170781964865714,0,0,1,1,1,1,0
72,1,25.0,1849.2,0,0.0135193597231235,0,1,1,0,1,0,1
72,1,85.25,6083.1,0,0.0140142361624829,0,0,0,0,1,0,1
23,1,19.6,426.65,0,0.0459392945036915,0,1,1,0,1,0,1
35,1,50.15,1655.35,0,0.0302957078563445,0,0,1,1,0,0,0
27,1,70.55,1943.9,0,0.0362930191882298,0,0,0,0,0,0,0
26,1,60.05,1616.15,1,0.0371562045602202,0,0,0,0,0,0,0
12,1,26.4,314.95,0,0.0838228290204794,0,0,1,1,1,1,0
40,1,20.15,804.85,0,0.0250357209417903,0,0,1,1,1,0,1
7,0,58.85,465.7,0,0.1263689070216878,0,0,1,1,0,0,0
70,1,97.55,6669.05,0,0.0146272707507066,0,1,1,0,0,0,0
60,1,19.65,1161.75,0,0.0169141381536475,0,1,1,0,1,0,1
39,0,25.25,947.75,0,0.0266420469533104,0,1,1,0,1,1,0
72,1,114.45,8375.05,0,0.0136655900561787,0,1,1,0,1,0,1
1,0,34.7,34.7,1,1.0,0,0,0,0,0,0,0
54,1,70.7,3770.0,0,0.0187533156498673,0,0,0,0,1,1,0
3,1,85.3,264.8,1,0.3221299093655589,0,0,0,0,0,0,0
63,1,75.55,4707.85,0,0.0160476650700425,0,1,1,0,1,0,1
71,1,84.8,6152.4,0,0.0137832390611793,0,0,0,0,1,0,1
42,1,20.65,958.1,0,0.0215530737918797,0,0,1,1,1,1,0
47,1,20.45,943.0,0,0.0216861081654294,1,0,1,0,1,0,1
66,1,102.45,6615.15,1,0.0154871771615156,0,1,1,0,1,1,0
21,1,104.4,2200.25,1,0.0474491535052834,1,0,1,0,0,0,0
11,0,35.65,425.1,0,0.0838626205598682,0,0,0,0,0,0,0
1,1,99.75,99.75,1,1.0,0,0,0,0,0,0,0
55,1,90.45,5044.8,0,0.0179293529971455,0,0,0,0,0,0,0
69,1,97.65,6743.55,0,0.0144805035923215,0,1,1,0,1,0,1
3,1,73.85,196.4,0,0.3760183299389001,0,0,0,0,0,0,0
4,1,74.4,299.7,1,0.2482482482482483,0,0,0,0,0,0,0
30,1,69.1,2093.9,0,0.0330006208510435,0,1,1,0,1,0,1
5,1,82.75,417.75,0,0.1980849790544584,0,0,0,0,0,0,0
71,1,24.4,1725.4,0,0.0141416483134345,0,1,1,0,1,0,1
29,1,55.25,1620.2,0,0.0341007283051475,0,0,0,0,1,1,0
52,1,61.35,3169.55,0,0.0193560600085185,1,0,1,0,0,0,0
68,1,76.75,5233.25,0,0.0146658386280036,0,1,1,0,1,1,0
46,1,19.4,967.85,0,0.0200444283721651,0,0,1,1,1,0,1
8,1,54.75,438.05,0,0.124985732222349,0,1,1,0,0,0,0
72,1,19.7,1421.9,0,0.0138547014557985,0,1,1,0,1,0,1
17,1,19.9,323.15,0,0.0615813089896333,1,0,1,0,1,1,0
3,1,107.95,318.6,0,0.338826114249843,0,0,0,0,0,0,0
2,1,83.8,163.7,0,0.5119120342089187,1,0,1,0,0,0,0
9,1,74.25,639.65,1,0.116079105760963,0,1,1,0,0,0,0
51,0,56.4,2928.5,0,0.0192590063172272,0,1,1,0,1,1,0
6,1,20.1,100.35,0,0.2002989536621824,0,0,1,1,1,0,1
3,1,94.9,273.2,0,0.3473645680819912,0,0,0,0,0,0,0
17,1,94.2,1608.15,0,0.0585766253148027,0,0,0,0,0,0,0
30,1,49.9,1441.95,0,0.0346059156004022,0,0,0,0,0,0,0
31,1,71.05,2168.15,0,0.0327698729331457,0,0,0,0,0,0,0
45,1,81.65,3618.7,0,0.0225633514798131,1,0,1,0,1,0,1
64,1,89.45,5692.65,0,0.0157132442711215,1,0,1,0,1,1,0
1,1,59.85,59.85,1,1.0,0,0,0,0,0,0,0
1,1,69.6,69.6,1,1.0,0,0,0,0,0,0,0
61,1,99.0,5969.3,0,0.0165848591962206,0,0,0,0,1,1,0
